microtrip,avg speed,idle time %,avg long. acceleration
microtrip_1.csv,0.0,100.0,-0.0002999999999999975
microtrip_10.csv,0.0,100.0,-0.0014000000000000006
microtrip_100.csv,0.0,100.0,0.0013000000000000023
microtrip_101.csv,0.0,100.0,-0.0007999999999999947
microtrip_102.csv,0.0,100.0,-0.00019999999999999754
microtrip_103.csv,0.0,100.0,-0.004299999999999997
microtrip_104.csv,0.0,100.0,0.0014999999999999976
microtrip_105.csv,0.0,100.0,0.002000000000000003
microtrip_106.csv,0.0,100.0,0.006800000000000001
microtrip_107.csv,0.0,100.0,-0.0037999999999999965
microtrip_108.csv,0.0,100.0,-0.005199999999999994
microtrip_109.csv,0.0,100.0,0.0006000000000000069
microtrip_11.csv,0.0,100.0,0.0017999999999999993
microtrip_110.csv,0.0,100.0,0.0023999999999999976
microtrip_111.csv,0.0,100.0,-0.0022
microtrip_112.csv,0.0,100.0,-0.0002999999999999952
microtrip_113.csv,0.0,100.0,0.002799999999999999
microtrip_114.csv,0.0,100.0,-0.0028000000000000004
microtrip_115.csv,0.0,100.0,0.0006000000000000011
microtrip_116.csv,0.0,100.0,0.002399999999999999
microtrip_117.csv,0.0,100.0,0.0007000000000000006
microtrip_118.csv,0.0,100.0,-0.0018000000000000032
microtrip_119.csv,0.0,100.0,-9.999999999999786e-05
microtrip_12.csv,0.0,100.0,-0.0006999999999999976
microtrip_120.csv,0.0,100.0,0.0005999999999999997
microtrip_121.csv,0.0,100.0,-0.0021000000000000003
microtrip_122.csv,0.0,100.0,0.002100000000000004
microtrip_123.csv,0.0,100.0,-0.0006999999999999989
microtrip_124.csv,0.0,100.0,-0.0001000000000000026
microtrip_125.csv,0.0,100.0,-0.00030000000000000057
microtrip_126.csv,0.0,100.0,0.004400000000000004
microtrip_127.csv,0.0,100.0,-0.002699999999999996
microtrip_128.csv,0.0,100.0,-0.00010000000000000064
microtrip_129.csv,0.0,100.0,0.0029999999999999927
microtrip_13.csv,0.0,100.0,0.00040000000000000083
microtrip_130.csv,0.0,100.0,-0.006900000000000002
microtrip_131.csv,0.0,100.0,0.0008999999999999994
microtrip_132.csv,0.0,100.0,0.007299999999999998
microtrip_133.csv,0.0,100.0,-0.007399999999999995
microtrip_134.csv,0.0,100.0,0.0023
microtrip_135.csv,0.0,100.0,-0.00020000000000000462
microtrip_136.csv,0.0,100.0,0.0009999999999999968
microtrip_137.csv,0.0,100.0,-0.0006999999999999957
microtrip_138.csv,0.0,100.0,0.004200000000000004
microtrip_139.csv,0.0,100.0,-0.0014000000000000024
microtrip_14.csv,0.0,100.0,0.00010000000000000064
microtrip_140.csv,0.0,100.0,-0.0015999999999999966
microtrip_141.csv,0.0,100.0,0.00040000000000000327
microtrip_142.csv,0.0,100.0,0.002200000000000005
microtrip_143.csv,0.0,100.0,0.001699999999999998
microtrip_144.csv,0.0,100.0,-0.006199999999999999
microtrip_145.csv,0.0,100.0,0.001
microtrip_146.csv,0.0,100.0,-0.0011999999999999988
microtrip_147.csv,0.0,100.0,0.00019999999999999838
microtrip_148.csv,0.0,100.0,0.0008000000000000026
microtrip_149.csv,0.0,100.0,0.0027999999999999987
microtrip_15.csv,0.0,100.0,0.0026000000000000055
microtrip_150.csv,0.0,100.0,-0.0038000000000000004
microtrip_151.csv,0.0,100.0,0.0029000000000000024
microtrip_152.csv,0.0,100.0,-0.0015000000000000033
microtrip_153.csv,0.0,100.0,0.007200000000000007
microtrip_154.csv,0.0,100.0,0.002999999999999997
microtrip_155.csv,2.3049999999999997,33.0,0.1472
microtrip_156.csv,6.9838,0.0,0.07410000000000001
microtrip_157.csv,9.0669,0.0,0.0185
microtrip_158.csv,9.352400000000001,0.0,0.033100000000000004
microtrip_159.csv,9.257900000000001,0.0,-0.023000000000000017
microtrip_16.csv,0.0,100.0,-0.0027999999999999956
microtrip_160.csv,11.279000000000002,0.0,0.11509999999999998
microtrip_161.csv,14.139800000000001,0.0,0.0723
microtrip_162.csv,15.907699999999998,0.0,0.017399999999999985
microtrip_163.csv,16.149099999999997,0.0,0.022199999999999987
microtrip_164.csv,17.119,0.0,0.006600000000000059
microtrip_165.csv,18.9552,0.0,0.06309999999999999
microtrip_166.csv,20.095,0.0,0.022199999999999998
microtrip_167.csv,21.088199999999997,0.0,0.0015999999999999999
microtrip_168.csv,20.906399999999998,0.0,0.02529999999999999
microtrip_169.csv,21.779600000000006,0.0,0.010999999999999965
microtrip_17.csv,0.0,100.0,-0.0016000000000000072
microtrip_170.csv,23.432999999999996,0.0,0.09910000000000002
microtrip_171.csv,25.502599999999997,0.0,-0.006600000000000022
microtrip_172.csv,27.151600000000002,0.0,0.1391
microtrip_173.csv,29.5326,0.0,-0.012000000000000026
microtrip_174.csv,31.0517,0.0,0.0018999999999999718
microtrip_175.csv,31.8658,0.0,0.030500000000000006
microtrip_176.csv,32.717600000000004,0.0,0.03950000000000001
microtrip_177.csv,33.2275,0.0,0.005099999999999993
microtrip_178.csv,34.324600000000004,0.0,0.08100000000000002
microtrip_179.csv,33.8974,0.0,-0.009799999999999977
microtrip_18.csv,0.0,100.0,0.003700000000000001
microtrip_180.csv,33.9235,0.0,0.019300000000000025
microtrip_181.csv,34.3023,0.0,-0.01070000000000001
microtrip_182.csv,34.1847,0.0,-0.012800000000000011
microtrip_183.csv,34.168600000000005,0.0,-0.03510000000000001
microtrip_184.csv,34.129200000000004,0.0,0.014899999999999995
microtrip_185.csv,32.3429,0.0,-0.27380000000000004
microtrip_186.csv,19.913200000000003,10.0,-0.04760000000000005
microtrip_187.csv,0.9364,93.0,0.1173
microtrip_188.csv,0.0,100.0,0.0
microtrip_189.csv,0.0,100.0,0.0
microtrip_19.csv,0.0,100.0,-0.0036999999999999984
microtrip_190.csv,0.0,100.0,0.0
microtrip_191.csv,0.0,100.0,0.0
microtrip_192.csv,0.0,100.0,0.0
microtrip_193.csv,0.0,100.0,0.0
microtrip_194.csv,0.0,100.0,0.0
microtrip_195.csv,0.0,100.0,0.0
microtrip_196.csv,0.0,100.0,0.0
microtrip_197.csv,0.0,100.0,0.0
microtrip_198.csv,0.0,100.0,0.0
microtrip_199.csv,0.0,100.0,0.0
microtrip_2.csv,0.0,100.0,-0.0029999999999999983
microtrip_20.csv,0.0,100.0,-9.999999999999953e-05
microtrip_200.csv,0.0,100.0,0.0
microtrip_201.csv,0.0,100.0,0.0
microtrip_202.csv,0.0,100.0,0.0
microtrip_203.csv,0.0,100.0,0.0
microtrip_204.csv,0.0,100.0,0.0
microtrip_205.csv,0.0,100.0,0.0
microtrip_206.csv,0.0,100.0,0.0
microtrip_207.csv,0.0,100.0,0.0
microtrip_208.csv,0.0,100.0,0.0
microtrip_209.csv,0.0,100.0,0.0
microtrip_21.csv,0.0,100.0,0.004400000000000002
microtrip_210.csv,0.0,100.0,0.0
microtrip_211.csv,0.0,100.0,0.0
microtrip_212.csv,0.0,100.0,0.0
microtrip_213.csv,45.531800000000004,9.0,-0.052799999999999965
microtrip_214.csv,31.3494,0.0,-0.017600000000000008
microtrip_215.csv,30.5091,0.0,-0.012500000000000004
microtrip_216.csv,29.7012,0.0,-0.02129999999999999
microtrip_217.csv,29.0585,0.0,-0.0417
microtrip_218.csv,28.4252,0.0,0.0056000000000000025
microtrip_219.csv,27.8647,0.0,-0.045600000000000016
microtrip_22.csv,0.0,100.0,-0.0005000000000000026
microtrip_220.csv,27.679500000000004,0.0,0.023499999999999993
microtrip_221.csv,27.471500000000002,0.0,-0.01949999999999999
microtrip_222.csv,28.1604,0.0,0.061599999999999974
microtrip_223.csv,29.3687,0.0,0.039000000000000014
microtrip_224.csv,29.932100000000002,0.0,0.02569999999999996
microtrip_225.csv,31.4117,0.0,0.0254
microtrip_226.csv,31.933400000000002,0.0,0.0007000000000000261
microtrip_227.csv,32.2051,0.0,-0.0104
microtrip_228.csv,31.96249999999999,0.0,-0.003199999999999989
microtrip_229.csv,31.703799999999998,0.0,-0.004599999999999998
microtrip_23.csv,0.0,100.0,0.0002999999999999989
microtrip_230.csv,31.2098,0.0,-0.010400000000000003
microtrip_231.csv,30.847799999999996,0.0,-0.008100000000000001
microtrip_232.csv,30.568399999999997,0.0,-0.0338
microtrip_233.csv,30.4023,0.0,-0.030999999999999996
microtrip_234.csv,30.537,0.0,0.06080000000000003
microtrip_235.csv,30.9753,0.0,0.015899999999999977
