Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
18.98,194.18,0.92
18.83,194.19,-0.41
19.08,194.2,0.69
19.37,194.21,0.84
19.5,194.22,0.37
19.47,194.23,-0.09
19.33,194.24,-0.41
19.17,194.25,-0.44
18.85,194.26,-0.93
18.77,194.27,-0.2
18.68,194.28,-0.26
18.89,194.29,0.6
19.48,194.3,1.66
20.06,194.31,1.63
19.76,194.32,-0.84
19.66,194.33,-0.29
19.45,194.34,-0.58
19.54,194.35,0.26
19.66,194.36,0.33
19.61,194.37,-0.13
19.79,194.38,0.5
19.63,194.39,-0.45
19.35,194.4,-0.79
19.1,194.41,-0.71
18.43,194.42,-1.9
18.34,194.43,-0.25
18.5,194.44,0.44
18.88,194.45,1.08
19.24,194.46,1.01
19.55,194.47,0.89
19.72,194.48,0.48
19.66,194.49,-0.16
19.55,194.5,-0.32
19.6,194.51,0.15
19.7,194.52,0.28
19.43,194.53,-0.75
19.07,194.54,-1.03
18.8,194.55,-0.78
18.78,194.56,-0.06
18.82,194.57,0.14
18.82,194.58,-0.01
18.61,194.59,-0.59
18.63,194.6,0.06
18.89,194.61,0.74
19.24,194.62,0.97
19.48,194.63,0.69
19.52,194.64,0.11
19.31,194.65,-0.58
18.88,194.66,-1.23
18.75,194.67,-0.36
18.73,194.68,-0.06
18.87,194.69,0.4
18.5,194.7,-1.04
17.99,194.71,-1.44
17.88,194.72,-0.31
17.59,194.73,-0.84
17.28,194.74,-0.88
17.37,194.75,0.27
17.69,194.76,0.9
18.04,194.77,1.0
18.41,194.78,1.04
18.47,194.79,0.16
18.43,194.8,-0.09
18.35,194.81,-0.24
18.3,194.82,-0.12
18.49,194.83,0.53
18.56,194.84,0.21
18.38,194.85,-0.53
18.12,194.86,-0.74
17.96,194.87,-0.46
17.45,194.88,-1.45
17.28,194.89,-0.47
17.09,194.9,-0.55
17.08,194.91,-0.01
17.12,194.92,0.09
17.0,194.93,-0.33
16.85,194.94,-0.41
16.94,194.95,0.24
17.54,194.96,1.7
17.91,194.97,1.05
17.99,194.98,0.24
18.01,194.99,0.05
17.73,195.0,-0.8
17.5,195.01,-0.65
17.35,195.02,-0.4
17.46,195.03,0.31
17.59,195.04,0.36
17.63,195.05,0.12
17.51,195.06,-0.35
17.21,195.07,-0.84
17.05,195.08,-0.46
16.9,195.09,-0.43
16.93,195.1,0.11
16.9,195.11,-0.09
16.99,195.12,0.25
16.92,195.13,-0.18
16.73,195.14,-0.55
16.67,195.15,-0.17
16.86,195.16,0.52
17.17,195.17,0.9
17.31,195.18,0.37
17.2,195.19,-0.3
17.05,195.2,-0.43
17.04,195.21,-0.01
16.7,195.22,-0.97
16.43,195.23,-0.77
15.96,195.24,-1.35
15.86,195.25,-0.28
16.06,195.26,0.58
16.31,195.27,0.69
16.45,195.28,0.4
16.5,195.29,0.14
16.55,195.3,0.14
16.8,195.31,0.72
16.95,195.32,0.42
17.11,195.33,0.47
17.11,195.34,-0.02
16.71,195.35,-1.12
16.11,195.36,-1.69
15.76,195.37,-1.01
15.56,195.38,-0.57
15.75,195.39,0.54
15.83,195.4,0.25
15.74,195.41,-0.27
15.6,195.42,-0.39
15.51,195.43,-0.25
15.62,195.44,0.31
15.9,195.45,0.79
16.08,195.46,0.52
16.18,195.47,0.28
16.04,195.48,-0.41
16.13,195.49,0.27
16.38,195.5,0.69
16.38,195.51,0.02
16.28,195.52,-0.29
16.0,195.53,-0.81
15.64,195.54,-1.01
15.16,195.55,-1.37
14.71,195.56,-1.25
14.32,195.57,-1.1
14.23,195.58,-0.25
14.59,195.59,1.01
14.82,195.6,0.66
14.93,195.61,0.31
15.02,195.62,0.25
15.05,195.63,0.08
15.29,195.64,0.67
15.52,195.65,0.67
15.7,195.66,0.52
15.66,195.67,-0.13
15.58,195.68,-0.23
15.35,195.69,-0.64
15.35,195.7,0.0
15.3,195.71,-0.15
15.12,195.72,-0.5
14.74,195.73,-1.08
14.46,195.74,-0.79
14.35,195.75,-0.31
14.31,195.76,-0.11
14.45,195.77,0.4
14.44,195.78,-0.02
14.42,195.79,-0.08
14.36,195.8,-0.15
14.11,195.81,-0.71
