Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
27.11,62.0,-0.24
27.16,62.01,0.15
27.06,62.02,-0.3
27.01,62.03,-0.12
26.96,62.04,-0.15
26.89,62.05,-0.2
26.9,62.06,0.03
27.02,62.07,0.32
27.17,62.08,0.42
27.45,62.09,0.82
27.72,62.1,0.76
27.64,62.11,-0.23
27.57,62.12,-0.21
27.67,62.13,0.29
27.77,62.14,0.28
27.91,62.15,0.4
27.71,62.16,-0.57
27.69,62.17,-0.05
27.73,62.18,0.1
27.62,62.19,-0.31
27.39,62.2,-0.64
27.36,62.21,-0.1
27.46,62.22,0.29
27.3,62.23,-0.45
27.29,62.24,-0.02
27.16,62.25,-0.39
27.02,62.26,-0.4
27.53,62.27,1.46
27.82,62.28,0.82
27.9,62.29,0.24
28.36,62.3,1.29
28.44,62.31,0.24
28.28,62.32,-0.46
28.41,62.33,0.36
28.49,62.34,0.25
28.24,62.35,-0.72
28.12,62.36,-0.33
27.94,62.37,-0.51
27.81,62.38,-0.36
27.84,62.39,0.07
28.27,62.4,1.23
28.18,62.41,-0.27
28.03,62.42,-0.41
28.17,62.43,0.39
28.11,62.44,-0.16
28.02,62.45,-0.27
27.83,62.46,-0.52
28.07,62.47,0.67
28.21,62.48,0.39
28.39,62.49,0.51
28.48,62.5,0.27
28.46,62.51,-0.07
28.57,62.52,0.31
28.27,62.53,-0.85
28.05,62.54,-0.61
28.27,62.55,0.61
28.4,62.56,0.38
28.65,62.57,0.71
28.57,62.58,-0.24
28.4,62.59,-0.48
28.45,62.6,0.14
28.49,62.61,0.1
28.41,62.62,-0.21
28.17,62.63,-0.7
27.86,62.64,-0.87
28.08,62.65,0.64
28.14,62.66,0.15
28.14,62.67,0.01
28.05,62.68,-0.27
28.06,62.69,0.03
28.13,62.7,0.2
28.24,62.71,0.31
28.29,62.72,0.15
28.69,62.73,1.13
28.83,62.74,0.39
28.85,62.75,0.06
28.57,62.76,-0.78
28.48,62.77,-0.27
28.53,62.78,0.16
28.77,62.79,0.67
29.13,62.8,1.03
29.29,62.81,0.44
29.38,62.82,0.27
29.06,62.83,-0.92
28.76,62.84,-0.86
28.46,62.85,-0.85
28.05,62.86,-1.14
28.0,62.87,-0.14
28.2,62.88,0.56
27.88,62.89,-0.91
27.69,62.9,-0.54
27.6,62.91,-0.23
27.91,62.92,0.87
28.26,62.93,1.0
28.74,62.94,1.36
28.8,62.95,0.16
28.81,62.96,0.03
28.58,62.97,-0.65
28.55,62.98,-0.1
28.9,62.99,1.01
