Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
44.61,608.62,-0.18
44.74,608.63,0.36
44.65,608.64,-0.26
44.59,608.65,-0.15
44.41,608.66,-0.52
44.59,608.67,0.5
44.85,608.68,0.74
44.88,608.69,0.08
44.61,608.78,-1.74
44.26,608.79,-0.99
44.1,608.8,-0.45
44.24,608.81,0.38
44.31,608.82,0.2
44.59,608.83,0.79
44.79,608.84,0.57
44.55,608.85,-0.67
44.59,608.86,0.12
44.68,608.87,0.25
44.67,608.88,-0.02
44.71,608.89,0.09
44.83,608.9,0.35
44.95,608.94,-0.26
44.82,608.95,-0.37
44.7,608.96,-0.34
44.96,608.97,0.75
44.95,608.99,-0.24
44.62,609.0,-0.94
44.35,609.01,-0.76
44.17,609.02,-0.5
44.36,609.03,0.53
44.69,609.04,0.93
44.87,609.05,0.5
44.94,609.06,0.2
44.88,609.1,-0.69
44.88,609.11,0.0
44.92,609.12,0.1
44.65,609.13,-0.76
44.76,609.14,0.29
44.56,609.15,-0.56
44.42,609.16,-0.41
44.44,609.17,0.06
44.48,609.18,0.13
44.51,609.19,0.08
44.37,609.2,-0.41
44.63,609.21,0.75
44.83,609.22,0.57
44.9,609.23,0.19
44.69,609.24,-0.6
44.72,609.25,0.1
44.83,609.26,0.31
44.88,609.27,0.14
44.85,609.28,-0.09
44.7,609.29,-0.43
44.62,609.3,-0.21
44.77,609.31,0.41
44.91,609.32,0.4
44.47,609.33,-1.25
44.34,609.34,-0.35
44.49,609.35,0.44
44.51,609.36,0.05
44.42,609.37,-0.27
44.2,609.38,-0.61
44.12,609.39,-0.24
44.13,609.4,0.03
44.27,609.41,0.41
44.38,609.42,0.3
44.14,609.43,-0.69
44.17,609.44,0.1
43.91,609.45,-0.74
44.24,609.46,0.93
43.89,609.47,-0.98
44.07,609.48,0.5
44.38,609.49,0.88
44.64,609.5,0.74
44.42,609.51,-0.62
44.71,609.52,0.84
44.89,609.53,0.49
44.94,609.54,0.14
44.82,609.55,-0.34
44.83,609.56,0.05
44.69,609.57,-0.39
44.83,609.58,0.39
44.9,609.59,0.18
44.84,609.6,-0.16
44.76,609.61,-0.24
44.53,609.62,-0.64
44.56,609.63,0.09
44.12,609.64,-1.26
43.85,609.65,-0.75
44.0,609.66,0.43
44.41,609.67,1.14
44.35,609.68,-0.16
44.5,609.69,0.42
44.66,609.7,0.45
44.93,609.71,0.76
44.95,609.75,-0.19
44.9,609.76,-0.14
44.68,609.77,-0.64
44.54,609.78,-0.38
44.33,609.79,-0.61
44.33,609.8,0.0
44.22,609.81,-0.3
44.09,609.82,-0.37
44.05,609.83,-0.1
44.2,609.84,0.41
44.2,609.85,-0.01
44.13,609.86,-0.18
43.97,609.87,-0.47
44.0,609.88,0.1
44.07,609.89,0.18
44.11,609.9,0.11
44.07,609.91,-0.09
43.91,609.92,-0.47
44.03,609.93,0.35
44.11,609.94,0.24
44.21,609.95,0.27
44.1,609.96,-0.32
44.24,609.97,0.41
44.47,609.98,0.64
44.52,609.99,0.15
44.66,610.0,0.39
44.77,610.01,0.31
44.64,610.02,-0.37
44.68,610.03,0.12
44.52,610.04,-0.46
44.47,610.05,-0.16
44.4,610.06,-0.2
44.45,610.07,0.16
44.22,610.08,-0.66
44.27,610.09,0.16
44.14,610.1,-0.38
43.87,610.11,-0.76
43.99,610.12,0.35
44.07,610.13,0.23
43.96,610.14,-0.32
44.08,610.15,0.33
44.17,610.16,0.25
43.75,610.17,-1.18
43.83,610.18,0.23
43.96,610.19,0.36
44.16,610.2,0.58
44.14,610.21,-0.08
44.26,610.22,0.37
44.23,610.23,-0.1
43.94,610.24,-0.81
44.37,610.25,1.2
44.54,610.26,0.5
44.41,610.27,-0.37
44.43,610.28,0.05
44.73,610.29,0.86
44.9,610.3,0.48
45.0,610.31,0.29
44.97,610.32,-0.08
44.72,610.33,-0.72
44.62,610.34,-0.28
44.91,610.35,0.81
44.72,610.36,-0.54
44.31,610.37,-1.15
44.19,610.38,-0.35
44.31,610.39,0.33
44.08,610.4,-0.64
43.84,610.41,-0.69
43.95,610.42,0.33
43.93,610.43,-0.07
44.17,610.44,0.7
44.14,610.45,-0.08
44.24,610.46,0.26
44.11,610.47,-0.36
43.95,610.48,-0.44
44.02,610.49,0.18
44.13,610.5,0.32
44.02,610.51,-0.31
43.99,610.52,-0.07
43.91,610.53,-0.24
43.72,610.54,-0.52
43.91,610.55,0.51
43.73,610.56,-0.5
43.96,610.57,0.67
44.25,610.58,0.8
44.14,610.59,-0.29
44.15,610.6,0.02
43.89,610.61,-0.74
43.93,610.62,0.11
44.08,610.63,0.42
43.76,610.64,-0.91
44.18,610.65,1.19
44.13,610.66,-0.13
44.43,610.67,0.86
44.44,610.68,0.01
44.37,610.69,-0.18
44.76,610.7,1.1
44.91,610.72,-0.36
44.63,610.73,-0.82
44.24,610.74,-1.1
44.0,610.75,-0.66
44.1,610.76,0.26
44.04,610.77,-0.16
43.93,610.78,-0.3
43.82,610.79,-0.33
43.76,610.8,-0.17
43.91,610.81,0.42
44.12,610.82,0.61
44.24,610.83,0.35
44.0,610.84,-0.68
43.84,610.85,-0.48
43.85,610.86,0.05
43.71,610.87,-0.4
43.76,610.88,0.15
43.73,610.89,-0.09
43.62,610.9,-0.31
43.85,610.91,0.64
43.87,610.92,0.06
43.81,610.93,-0.17
44.19,610.94,1.08
44.35,610.95,0.44
44.6,610.96,0.72
44.53,610.97,-0.21
44.39,610.98,-0.39
44.05,610.99,-0.97
44.07,611.0,0.07
43.86,611.01,-0.61
43.84,611.02,-0.05
43.8,611.03,-0.11
43.73,611.04,-0.21
43.73,611.05,0.0
43.64,611.06,-0.24
43.55,611.07,-0.25
43.5,611.08,-0.15
43.42,611.09,-0.22
43.42,611.1,0.01
43.43,611.11,0.02
43.48,611.12,0.14
43.41,611.13,-0.21
43.35,611.14,-0.15
43.49,611.15,0.39
43.66,611.16,0.47
43.46,611.17,-0.56
43.62,611.18,0.44
43.74,611.19,0.36
43.69,611.2,-0.15
43.63,611.21,-0.18
