Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
35.8,216.35,0.85
35.79,216.36,-0.03
35.67,216.37,-0.33
35.52,216.38,-0.42
35.75,216.39,0.65
35.89,216.4,0.38
35.76,216.41,-0.37
35.85,216.42,0.26
35.58,216.43,-0.76
35.57,216.44,-0.03
35.53,216.45,-0.1
35.28,216.46,-0.71
35.1,216.47,-0.5
35.12,216.48,0.06
35.11,216.49,-0.03
35.26,216.5,0.42
35.34,216.51,0.23
35.29,216.52,-0.16
35.09,216.53,-0.57
34.94,216.54,-0.41
35.02,216.55,0.23
35.11,216.56,0.27
35.27,216.57,0.43
35.24,216.58,-0.08
35.27,216.59,0.09
35.53,216.6,0.74
35.42,216.61,-0.31
35.35,216.62,-0.21
35.57,216.63,0.65
35.65,216.64,0.21
35.45,216.65,-0.56
35.44,216.66,-0.03
35.33,216.67,-0.32
35.12,216.68,-0.6
34.89,216.69,-0.64
35.04,216.7,0.42
34.95,216.71,-0.25
35.12,216.72,0.5
35.29,216.73,0.46
35.35,216.74,0.18
35.36,216.75,0.03
35.39,216.76,0.07
35.29,216.77,-0.28
35.16,216.78,-0.37
35.14,216.79,-0.04
35.12,216.8,-0.07
34.87,216.81,-0.7
35.06,216.82,0.54
35.07,216.83,0.03
35.2,216.84,0.35
35.5,216.85,0.85
35.5,216.86,0.02
35.56,216.87,0.15
35.37,216.88,-0.53
35.31,216.89,-0.16
35.18,216.9,-0.37
35.11,216.91,-0.22
35.06,216.92,-0.13
35.02,216.93,-0.11
35.01,216.94,-0.03
35.07,216.95,0.18
35.09,216.96,0.04
34.96,216.97,-0.35
35.05,216.98,0.25
34.96,216.99,-0.25
35.18,217.0,0.61
35.23,217.01,0.15
35.08,217.02,-0.42
35.08,217.03,0.01
35.05,217.04,-0.1
35.13,217.05,0.22
34.87,217.06,-0.71
34.82,217.07,-0.16
34.77,217.08,-0.13
34.67,217.09,-0.3
34.8,217.1,0.37
35.0,217.11,0.59
35.15,217.12,0.4
34.93,217.13,-0.61
34.94,217.14,0.02
34.92,217.15,-0.04
35.24,217.16,0.9
35.36,217.17,0.35
35.34,217.18,-0.07
35.31,217.19,-0.07
35.18,217.2,-0.37
35.26,217.21,0.22
35.12,217.22,-0.39
35.2,217.23,0.21
35.24,217.24,0.12
35.29,217.25,0.16
35.05,217.26,-0.7
34.87,217.27,-0.49
34.94,217.28,0.19
34.97,217.29,0.08
35.17,217.3,0.57
35.28,217.31,0.31
35.4,217.32,0.35
35.49,217.33,0.25
35.21,217.34,-0.81
34.89,217.35,-0.91
34.75,217.36,-0.38
34.93,217.37,0.52
35.07,217.38,0.39
35.0,217.39,-0.19
34.89,217.4,-0.32
34.83,217.41,-0.18
34.78,217.42,-0.13
34.72,217.43,-0.16
34.71,217.44,-0.03
34.69,217.45,-0.07
34.79,217.46,0.28
34.89,217.47,0.29
34.99,217.48,0.28
34.95,217.49,-0.12
34.76,217.5,-0.53
34.98,217.51,0.6
34.97,217.52,-0.02
34.83,217.53,-0.39
34.59,217.54,-0.68
34.49,217.55,-0.27
34.67,217.56,0.51
34.66,217.57,-0.03
34.79,217.58,0.36
34.88,217.59,0.25
34.76,217.6,-0.34
34.47,217.61,-0.81
34.29,217.62,-0.5
34.23,217.63,-0.17
34.25,217.64,0.06
34.61,217.65,1.01
34.86,217.66,0.71
35.17,217.67,0.89
35.26,217.68,0.25
35.08,217.69,-0.51
35.11,217.7,0.07
35.41,217.71,0.86
35.2,217.72,-0.6
34.89,217.73,-0.88
34.9,217.74,0.05
34.7,217.75,-0.59
34.44,217.76,-0.73
34.43,217.77,-0.03
34.36,217.78,-0.2
34.41,217.79,0.16
34.37,217.8,-0.12
34.6,217.81,0.64
34.72,217.82,0.36
34.89,217.83,0.48
34.87,217.84,-0.07
34.92,217.85,0.16
34.59,217.86,-0.95
34.55,217.87,-0.11
34.7,217.88,0.44
34.91,217.89,0.59
34.74,217.9,-0.5
34.71,217.91,-0.08
34.58,217.92,-0.37
34.6,217.93,0.07
34.68,217.94,0.24
34.75,217.95,0.19
34.65,217.96,-0.28
34.69,217.97,0.1
34.85,217.98,0.46
34.83,217.99,-0.06
34.6,218.0,-0.66
34.56,218.01,-0.1
34.59,218.02,0.08
34.54,218.03,-0.14
34.34,218.04,-0.54
34.42,218.05,0.22
34.52,218.06,0.27
34.57,218.07,0.14
34.65,218.08,0.25
34.84,218.09,0.53
34.78,218.1,-0.18
34.87,218.11,0.27
34.75,218.12,-0.36
34.52,218.13,-0.63
34.53,218.14,0.03
34.44,218.15,-0.27
