Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
29.18,156.03,-1.16
29.82,156.04,1.82
30.9,156.05,3.07
32.37,156.06,4.14
31.88,156.07,-1.39
32.44,156.08,1.58
32.56,156.09,0.35
32.77,156.1,0.58
33.19,156.11,1.2
35.11,156.12,5.43
35.78,156.13,1.91
36.17,156.14,1.11
36.21,156.15,0.12
35.82,156.16,-1.13
34.28,156.17,-4.35
32.61,156.18,-4.74
31.75,156.19,-2.43
32.17,156.2,1.19
32.49,156.21,0.91
33.15,156.22,1.87
32.49,156.23,-1.86
30.63,156.24,-5.27
30.94,156.25,0.86
32.01,156.26,3.05
32.84,156.27,2.35
32.7,156.28,-0.4
32.19,156.29,-1.44
32.33,156.3,0.38
33.12,156.31,2.24
33.15,156.32,0.08
33.17,156.33,0.05
32.23,156.34,-2.65
32.14,156.35,-0.24
30.74,156.36,-3.97
29.95,156.37,-2.25
30.13,156.38,0.51
30.42,156.39,0.83
31.05,156.4,1.8
31.59,156.41,1.52
32.98,156.42,3.93
32.65,156.43,-0.93
32.0,156.44,-1.83
30.81,156.45,-3.37
30.46,156.46,-0.99
30.5,156.47,0.12
29.82,156.48,-1.94
30.64,156.49,2.33
30.91,156.5,0.76
30.96,156.51,0.15
31.43,156.52,1.31
31.56,156.53,0.38
31.34,156.54,-0.63
31.0,156.55,-0.96
30.58,156.56,-1.18
33.07,156.57,7.05
32.52,156.58,-1.56
31.04,156.59,-4.2
32.06,156.6,2.89
33.56,156.61,4.26
34.67,156.62,3.15
33.6,156.63,-3.04
33.28,156.64,-0.9
32.97,156.65,-0.87
32.34,156.66,-1.8
33.5,156.67,3.31
32.99,156.68,-1.45
33.15,156.69,0.46
31.6,156.7,-4.4
32.15,156.71,1.57
33.29,156.72,3.21
33.62,156.73,0.95
33.73,156.74,0.31
33.62,156.75,-0.33
33.43,156.76,-0.53
33.83,156.77,1.14
34.68,156.78,2.4
34.85,156.79,0.5
35.03,156.8,0.5
35.59,156.81,1.6
35.1,156.82,-1.39
34.5,156.83,-1.72
34.56,156.84,0.17
33.44,156.85,-3.18
34.27,156.86,2.37
34.14,156.87,-0.37
34.26,156.88,0.33
33.13,156.89,-3.18
31.84,156.9,-3.68
31.98,156.91,0.41
31.1,156.92,-2.49
31.32,156.93,0.61
32.1,156.94,2.23
33.02,156.95,2.59
32.61,156.96,-1.16
29.16,156.97,-9.76
29.75,156.98,1.66
29.7,156.99,-0.13
29.84,157.0,0.4
29.91,157.01,0.18
30.29,157.02,1.08
30.69,157.03,1.13
30.82,157.04,0.36
30.54,157.05,-0.8
30.48,157.06,-0.17
33.54,157.07,8.66
33.37,157.08,-0.48
33.96,157.09,1.69
34.48,157.1,1.46
34.1,157.11,-1.07
33.73,157.12,-1.06
33.02,157.13,-1.99
33.46,157.14,1.24
33.27,157.15,-0.53
32.61,157.16,-1.88
33.65,157.17,2.93
33.83,157.18,0.52
33.07,157.19,-2.16
33.71,157.2,1.81
33.89,157.21,0.5
33.62,157.22,-0.74
33.45,157.23,-0.48
33.27,157.24,-0.53
32.91,157.25,-1.01
33.0,157.26,0.26
32.59,157.27,-1.15
32.56,157.28,-0.11
32.22,157.29,-0.97
32.56,157.3,0.98
32.98,157.31,1.18
32.59,157.32,-1.11
32.24,157.33,-0.97
33.45,157.34,3.42
32.56,157.35,-2.53
33.36,157.36,2.26
31.75,157.37,-4.54
33.36,157.38,4.55
34.54,157.39,3.34
35.83,157.4,3.66
35.32,157.41,-1.43
35.1,157.42,-0.63
31.96,157.43,-8.89
29.59,157.44,-6.72
27.84,157.45,-4.95
28.65,157.46,2.29
31.12,157.47,7.01
31.46,157.48,0.97
32.55,157.49,3.07
31.15,157.5,-3.96
29.2,157.51,-5.52
26.26,157.52,-8.34
27.58,157.53,3.75
26.99,157.54,-1.68
26.69,157.55,-0.83
30.23,157.56,10.01
32.91,157.57,7.61
32.31,157.58,-1.7
34.51,157.59,6.23
37.61,157.6,8.78
38.48,157.61,2.48
42.05,157.62,10.1
44.07,157.66,-4.87
42.02,157.67,-5.8
35.01,157.68,-19.87
37.23,157.69,6.31
34.04,157.7,-9.04
33.48,157.71,-1.58
35.47,157.72,5.63
35.93,157.73,1.32
35.54,157.76,0.0
36.64,157.77,3.13
34.25,157.78,-6.77
40.12,157.79,16.63
41.03,157.8,2.56
34.15,157.81,-19.48
34.06,157.82,-0.24
33.59,157.83,-1.35
33.92,157.84,0.96
33.78,157.85,-0.41
33.41,157.86,-1.06
33.01,157.87,-1.12
32.24,157.88,-2.19
32.11,157.89,-0.38
33.11,157.9,2.86
34.63,157.91,4.29
34.02,157.92,-1.73
33.76,157.93,-0.74
33.09,157.94,-1.88
33.12,157.95,0.09
34.69,157.96,4.44
35.09,157.97,1.11
34.17,157.98,-2.6
