Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
26.88,108.03,1.1
26.77,108.04,-0.3
26.23,108.05,-1.54
26.15,108.06,-0.22
26.01,108.07,-0.4
26.11,108.08,0.26
25.92,108.09,-0.54
24.53,108.1,-3.93
24.29,108.11,-0.66
24.89,108.12,1.7
25.71,108.13,2.32
25.07,108.14,-1.84
24.98,108.15,-0.24
24.57,108.16,-1.18
24.6,108.17,0.09
24.82,108.18,0.63
25.3,108.19,1.35
26.01,108.2,2.02
26.22,108.21,0.6
26.26,108.22,0.1
26.24,108.23,-0.05
26.08,108.24,-0.44
25.8,108.25,-0.81
25.31,108.26,-1.39
25.12,108.27,-0.53
25.22,108.28,0.28
25.86,108.29,1.82
26.34,108.3,1.37
26.4,108.31,0.17
25.75,108.32,-1.85
25.89,108.33,0.4
25.86,108.34,-0.11
25.85,108.35,-0.01
25.65,108.36,-0.57
25.67,108.37,0.05
25.71,108.38,0.11
25.4,108.39,-0.87
25.27,108.4,-0.38
25.22,108.41,-0.15
25.35,108.42,0.36
25.84,108.43,1.41
25.89,108.44,0.13
25.93,108.45,0.13
26.36,108.46,1.2
26.55,108.47,0.53
26.49,108.48,-0.17
26.29,108.49,-0.56
25.73,108.5,-1.59
25.8,108.51,0.2
25.58,108.52,-0.63
25.01,108.53,-1.61
24.95,108.54,-0.18
25.0,108.55,0.16
24.55,108.56,-1.29
24.35,108.57,-0.55
24.78,108.58,1.22
25.11,108.59,0.92
25.15,108.6,0.11
25.21,108.61,0.17
25.35,108.62,0.41
25.86,108.63,1.45
26.41,108.64,1.56
26.62,108.65,0.59
26.98,108.66,1.01
26.96,108.67,-0.05
26.8,108.68,-0.45
26.27,108.69,-1.5
26.01,108.7,-0.74
26.55,108.71,1.54
26.6,108.72,0.16
26.19,108.73,-1.19
26.3,108.74,0.33
26.13,108.75,-0.5
25.86,108.76,-0.75
25.9,108.77,0.12
25.86,108.78,-0.13
26.21,108.79,1.01
25.98,108.8,-0.67
25.39,108.81,-1.67
25.35,108.82,-0.1
25.32,108.83,-0.09
25.29,108.84,-0.08
25.31,108.85,0.07
25.38,108.86,0.2
25.58,108.87,0.56
25.76,108.88,0.5
25.68,108.89,-0.24
25.59,108.9,-0.25
25.17,108.91,-1.18
24.77,108.92,-1.13
24.94,108.93,0.47
24.75,108.94,-0.53
24.86,108.95,0.32
24.86,108.96,-0.01
24.93,108.97,0.19
24.86,108.98,-0.19
24.58,108.99,-0.78
24.31,109.0,-0.77
24.2,109.01,-0.32
24.12,109.02,-0.22
23.94,109.03,-0.52
23.9,109.04,-0.11
24.06,109.05,0.46
24.5,109.06,1.24
24.81,109.07,0.89
24.94,109.08,0.35
25.23,109.09,0.84
25.35,109.1,0.33
25.28,109.11,-0.21
25.25,109.12,-0.07
25.24,109.13,-0.04
25.43,109.14,0.55
25.53,109.15,0.26
25.09,109.16,-1.25
25.13,109.17,0.12
25.37,109.18,0.69
26.12,109.19,2.11
26.46,109.2,0.99
26.28,109.21,-0.53
26.03,109.22,-0.69
25.7,109.23,-0.93
25.36,109.24,-0.96
25.26,109.25,-0.3
25.03,109.26,-0.65
25.78,109.27,2.12
26.11,109.28,0.93
25.96,109.29,-0.41
25.79,109.3,-0.49
25.42,109.31,-1.05
25.37,109.32,-0.12
25.73,109.33,1.0
25.6,109.34,-0.37
25.29,109.35,-0.88
24.86,109.36,-1.22
