Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
35.84,204.35,-0.41
36.01,204.36,0.5
36.17,204.37,0.46
36.05,204.38,-0.37
35.6,204.39,-1.26
34.94,204.4,-1.86
34.82,204.41,-0.37
35.13,204.42,0.9
35.84,204.43,2.01
36.21,204.44,1.05
36.45,204.45,0.66
36.66,204.46,0.59
36.66,204.47,0.01
36.39,204.48,-0.77
36.16,204.49,-0.64
35.73,204.5,-1.22
35.59,204.51,-0.4
35.74,204.52,0.42
35.85,204.53,0.32
36.06,204.54,0.6
36.01,204.55,-0.16
36.13,204.56,0.35
35.84,204.57,-0.81
35.26,204.58,-1.65
35.5,204.59,0.67
35.45,204.6,-0.12
35.66,204.61,0.59
35.84,204.62,0.52
36.12,204.63,0.78
36.29,204.64,0.5
36.09,204.65,-0.58
36.04,204.66,-0.14
35.92,204.67,-0.34
36.01,204.68,0.24
35.81,204.69,-0.58
35.68,204.7,-0.36
35.42,204.71,-0.74
35.47,204.72,0.16
35.86,204.73,1.1
36.17,204.74,0.88
36.26,204.75,0.26
36.04,204.76,-0.63
35.78,204.77,-0.73
35.58,204.78,-0.56
35.42,204.79,-0.47
35.46,204.8,0.13
35.46,204.81,0.0
35.43,204.82,-0.08
35.6,204.83,0.47
35.73,204.84,0.37
35.69,204.85,-0.1
35.6,204.86,-0.27
35.55,204.87,-0.12
35.34,204.88,-0.6
35.31,204.89,-0.09
35.18,204.9,-0.36
35.32,204.91,0.39
35.42,204.92,0.28
35.41,204.93,-0.05
35.67,204.94,0.76
35.75,204.95,0.22
35.73,204.96,-0.05
35.5,204.97,-0.67
35.4,204.98,-0.27
35.44,204.99,0.11
35.28,205.0,-0.45
35.02,205.01,-0.74
35.02,205.02,0.0
35.11,205.03,0.24
35.28,205.04,0.5
35.56,205.05,0.78
35.65,205.06,0.27
35.51,205.07,-0.41
35.45,205.08,-0.18
35.33,205.09,-0.32
35.18,205.1,-0.43
35.26,205.11,0.22
35.61,205.12,1.0
35.73,205.13,0.33
