Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
37.43,1158.0,0.15
37.55,1158.01,0.35
37.53,1158.02,-0.08
37.44,1158.03,-0.25
37.32,1158.04,-0.33
37.13,1158.05,-0.52
37.04,1158.06,-0.28
36.99,1158.07,-0.13
36.85,1158.08,-0.39
36.79,1158.09,-0.18
36.7,1158.1,-0.24
36.63,1158.11,-0.21
36.74,1158.12,0.33
36.7,1158.13,-0.12
36.87,1158.14,0.47
36.92,1158.15,0.14
36.88,1158.16,-0.09
36.88,1158.17,0.0
37.01,1158.18,0.37
36.93,1158.19,-0.24
36.72,1158.2,-0.6
36.72,1158.21,0.02
36.87,1158.22,0.41
36.96,1158.23,0.27
36.9,1158.24,-0.18
36.72,1158.25,-0.51
36.65,1158.26,-0.21
36.81,1158.27,0.46
36.9,1158.28,0.25
36.76,1158.29,-0.39
36.63,1158.3,-0.38
36.54,1158.31,-0.26
36.48,1158.32,-0.16
36.46,1158.33,-0.07
36.51,1158.34,0.14
36.63,1158.35,0.35
36.48,1158.36,-0.44
36.44,1158.37,-0.09
36.54,1158.38,0.27
36.67,1158.39,0.39
36.77,1158.4,0.27
36.47,1158.41,-0.86
36.21,1158.42,-0.73
36.06,1158.43,-0.42
36.1,1158.44,0.1
36.0,1158.45,-0.27
35.85,1158.46,-0.43
35.77,1158.47,-0.22
36.0,1158.48,0.65
36.12,1158.49,0.34
36.1,1158.5,-0.06
36.29,1158.51,0.52
36.17,1158.52,-0.34
35.88,1158.53,-0.8
35.85,1158.54,-0.08
35.88,1158.55,0.08
35.99,1158.56,0.3
35.91,1158.57,-0.22
35.92,1158.58,0.01
35.56,1158.59,-1.02
35.52,1158.6,-0.09
35.33,1158.61,-0.55
35.37,1158.62,0.1
35.5,1158.63,0.37
35.64,1158.64,0.41
35.83,1158.65,0.55
35.91,1158.66,0.2
35.88,1158.67,-0.06
35.97,1158.68,0.24
36.16,1158.69,0.53
36.27,1158.7,0.31
36.21,1158.71,-0.16
36.24,1158.72,0.09
36.17,1158.73,-0.21
36.21,1158.74,0.12
35.9,1158.75,-0.88
35.96,1158.76,0.16
35.98,1158.77,0.05
36.06,1158.78,0.24
36.13,1158.79,0.21
36.2,1158.8,0.18
36.02,1158.81,-0.51
35.9,1158.82,-0.32
36.12,1158.83,0.62
36.24,1158.84,0.32
36.24,1158.85,0.01
36.26,1158.86,0.05
36.19,1158.87,-0.18
36.26,1158.88,0.18
36.15,1158.89,-0.3
36.26,1158.9,0.29
36.11,1158.91,-0.41
36.05,1158.92,-0.18
36.03,1158.93,-0.06
35.96,1158.94,-0.21
36.07,1158.95,0.33
36.18,1158.96,0.32
36.23,1158.97,0.14
