Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
7.66,2239.24,-0.05
7.66,2239.25,-0.01
7.51,2239.26,-0.44
7.55,2239.27,0.12
7.66,2239.28,0.31
7.76,2239.29,0.27
7.7,2239.3,-0.17
7.61,2239.31,-0.25
7.44,2239.32,-0.48
7.39,2239.33,-0.14
7.46,2239.34,0.19
7.41,2239.35,-0.14
7.33,2239.36,-0.2
7.23,2239.37,-0.29
7.13,2239.38,-0.29
7.11,2239.39,-0.05
7.22,2239.4,0.31
7.2,2239.41,-0.07
7.2,2239.42,0.01
7.55,2239.43,1.0
7.92,2239.44,1.04
8.14,2239.45,0.63
8.32,2239.46,0.49
8.36,2239.47,0.13
8.17,2239.48,-0.56
7.97,2239.49,-0.57
7.9,2239.5,-0.18
7.8,2239.51,-0.29
7.95,2239.52,0.42
8.09,2239.53,0.39
8.1,2239.54,0.05
8.07,2239.55,-0.1
7.87,2239.56,-0.56
7.64,2239.57,-0.66
7.84,2239.58,0.57
7.93,2239.59,0.27
7.81,2239.6,-0.36
7.9,2239.61,0.26
7.78,2239.62,-0.33
7.7,2239.63,-0.24
7.72,2239.64,0.07
7.9,2239.65,0.5
7.86,2239.66,-0.12
8.08,2239.67,0.63
8.24,2239.68,0.47
8.26,2239.69,0.06
8.15,2239.7,-0.31
8.17,2239.71,0.06
8.31,2239.72,0.39
8.39,2239.73,0.22
8.34,2239.74,-0.15
8.17,2239.75,-0.46
8.08,2239.76,-0.26
8.08,2239.77,-0.02
7.99,2239.78,-0.25
7.88,2239.79,-0.31
7.85,2239.8,-0.07
7.84,2239.81,-0.05
7.93,2239.82,0.27
8.23,2239.83,0.85
8.23,2239.84,0.0
8.0,2239.85,-0.65
7.9,2239.86,-0.28
7.94,2239.87,0.11
8.07,2239.88,0.36
8.34,2239.89,0.77
8.44,2239.9,0.27
8.21,2239.91,-0.63
8.16,2239.92,-0.13
8.31,2239.93,0.42
8.27,2239.94,-0.12
8.32,2239.95,0.14
8.22,2239.96,-0.27
8.14,2239.97,-0.23
8.22,2239.98,0.23
8.49,2239.99,0.75
8.59,2240.0,0.29
8.74,2240.01,0.43
8.62,2240.02,-0.36
8.42,2240.03,-0.56
8.31,2240.04,-0.33
8.44,2240.05,0.38
8.56,2240.06,0.34
8.77,2240.07,0.59
8.95,2240.08,0.5
8.85,2240.09,-0.27
8.68,2240.1,-0.48
8.46,2240.11,-0.63
8.46,2240.12,0.01
8.53,2240.13,0.18
8.45,2240.14,-0.22
8.36,2240.15,-0.24
8.42,2240.16,0.15
8.5,2240.17,0.22
8.42,2240.18,-0.21
8.2,2240.19,-0.63
8.07,2240.2,-0.37
8.16,2240.21,0.25
8.33,2240.22,0.47
8.79,2240.23,1.3
9.06,2240.24,0.78
8.97,2240.25,-0.24
8.87,2240.26,-0.29
8.65,2240.27,-0.64
8.31,2240.28,-0.94
8.27,2240.29,-0.13
8.47,2240.3,0.58
8.79,2240.31,0.9
8.67,2240.32,-0.33
8.82,2240.33,0.42
8.84,2240.34,0.05
8.64,2240.35,-0.55
8.46,2240.36,-0.52
8.4,2240.37,-0.19
8.41,2240.38,0.03
8.69,2240.39,0.8
8.81,2240.4,0.35
8.8,2240.41,-0.02
8.62,2240.42,-0.53
8.44,2240.43,-0.49
8.44,2240.44,-0.01
8.11,2240.45,-0.94
7.93,2240.46,-0.5
8.2,2240.47,0.76
8.29,2240.48,0.24
8.32,2240.49,0.1
8.65,2240.5,0.92
8.59,2240.51,-0.16
8.57,2240.52,-0.06
8.58,2240.53,0.02
8.49,2240.54,-0.24
8.41,2240.55,-0.23
8.37,2240.56,-0.13
8.46,2240.57,0.27
8.31,2240.58,-0.42
8.09,2240.59,-0.63
7.98,2240.6,-0.31
8.13,2240.61,0.41
8.26,2240.62,0.37
8.3,2240.63,0.14
8.24,2240.64,-0.19
7.96,2240.65,-0.78
7.89,2240.66,-0.19
8.09,2240.67,0.57
8.35,2240.68,0.74
8.88,2240.69,1.5
9.17,2240.7,0.81
9.37,2240.71,0.56
9.16,2240.72,-0.59
9.23,2240.73,0.2
9.43,2240.74,0.57
9.21,2240.75,-0.62
9.04,2240.76,-0.5
8.88,2240.77,-0.45
8.65,2240.78,-0.65
8.47,2240.79,-0.51
8.38,2240.8,-0.25
8.48,2240.81,0.28
8.24,2240.82,-0.67
8.24,2240.83,-0.02
8.11,2240.84,-0.37
8.01,2240.85,-0.27
8.05,2240.86,0.12
8.23,2240.87,0.5
8.49,2240.88,0.74
8.47,2240.89,-0.06
8.64,2240.9,0.46
8.5,2240.91,-0.38
8.35,2240.92,-0.45
8.47,2240.93,0.37
8.65,2240.94,0.49
8.81,2240.95,0.47
8.64,2240.96,-0.49
8.54,2240.97,-0.29
8.25,2240.98,-0.82
8.07,2240.99,-0.5
8.05,2241.0,-0.06
7.89,2241.01,-0.45
7.55,2241.02,-0.96
7.63,2241.03,0.23
7.94,2241.04,0.89
8.52,2241.05,1.62
9.07,2241.06,1.57
9.09,2241.07,0.04
