Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
33.67,734.26,0.49
33.39,734.27,-0.8
32.9,734.28,-1.4
32.58,734.29,-0.88
32.48,734.3,-0.3
32.5,734.31,0.05
32.48,734.32,-0.05
32.42,734.33,-0.16
32.24,734.34,-0.51
32.31,734.35,0.2
32.28,734.36,-0.07
32.47,734.37,0.54
32.55,734.38,0.22
32.5,734.39,-0.14
33.06,734.4,1.59
32.98,734.41,-0.22
33.06,734.42,0.21
32.99,734.43,-0.19
32.75,734.44,-0.67
32.59,734.45,-0.45
32.63,734.46,0.12
32.59,734.47,-0.13
32.35,734.48,-0.67
32.45,734.49,0.28
32.38,734.5,-0.2
32.52,734.51,0.39
32.38,734.52,-0.39
32.33,734.53,-0.14
32.63,734.54,0.85
32.88,734.55,0.71
33.12,734.56,0.69
33.23,734.57,0.31
33.37,734.58,0.4
33.41,734.59,0.11
33.49,734.6,0.22
33.05,734.61,-1.26
33.0,734.62,-0.14
32.82,734.63,-0.51
32.78,734.64,-0.1
32.71,734.65,-0.18
32.76,734.66,0.13
32.58,734.67,-0.52
32.66,734.68,0.23
32.35,734.69,-0.87
32.34,734.7,-0.04
32.31,734.71,-0.08
32.33,734.72,0.07
32.31,734.73,-0.07
32.41,734.74,0.3
32.53,734.75,0.34
32.36,734.76,-0.48
32.42,734.77,0.16
32.34,734.78,-0.23
32.41,734.79,0.21
32.67,734.8,0.72
32.74,734.81,0.21
32.75,734.82,0.01
32.66,734.83,-0.24
32.55,734.84,-0.33
32.1,734.85,-1.26
32.08,734.86,-0.07
32.04,734.87,-0.09
32.31,734.88,0.74
32.59,734.89,0.8
32.51,734.9,-0.24
32.18,734.91,-0.92
32.11,734.92,-0.2
32.56,734.93,1.27
33.01,734.94,1.28
32.97,734.95,-0.11
33.21,734.96,0.67
32.97,734.97,-0.67
32.42,734.98,-1.56
32.18,734.99,-0.69
32.2,735.0,0.07
32.58,735.01,1.07
32.5,735.02,-0.22
31.88,735.03,-1.76
31.66,735.04,-0.62
31.98,735.05,0.9
32.01,735.06,0.1
31.9,735.07,-0.33
32.15,735.08,0.71
32.18,735.09,0.09
32.32,735.1,0.4
32.17,735.11,-0.41
31.79,735.12,-1.08
32.49,735.13,1.98
32.6,735.14,0.31
32.95,735.15,0.99
32.91,735.16,-0.11
32.7,735.17,-0.6
32.44,735.18,-0.74
32.49,735.19,0.15
32.72,735.2,0.64
32.64,735.21,-0.21
32.34,735.22,-0.86
32.14,735.23,-0.55
32.29,735.24,0.41
32.12,735.25,-0.48
32.58,735.26,1.32
32.86,735.27,0.78
32.88,735.28,0.07
32.84,735.29,-0.12
32.84,735.3,0.0
32.78,735.31,-0.17
32.16,735.32,-1.76
31.96,735.33,-0.58
32.21,735.34,0.73
32.75,735.35,1.52
32.65,735.36,-0.27
32.98,735.37,0.91
32.97,735.38,-0.03
33.27,735.39,0.86
33.21,735.4,-0.18
33.07,735.41,-0.4
32.53,735.42,-1.51
32.39,735.43,-0.39
32.11,735.44,-0.81
32.37,735.45,0.73
32.41,735.46,0.11
32.32,735.47,-0.26
32.02,735.48,-0.84
32.24,735.49,0.61
32.52,735.5,0.81
32.45,735.51,-0.21
32.93,735.52,1.35
33.07,735.53,0.39
32.73,735.54,-0.94
32.73,735.55,-0.02
33.06,735.56,0.94
32.9,735.57,-0.44
32.98,735.58,0.21
33.19,735.59,0.59
32.85,735.6,-0.96
32.22,735.61,-1.78
32.17,735.62,-0.14
32.25,735.63,0.24
32.54,735.64,0.8
33.12,735.65,1.66
33.39,735.66,0.77
33.36,735.67,-0.1
33.13,735.68,-0.64
33.24,735.69,0.3
33.19,735.7,-0.13
33.21,735.71,0.04
32.29,735.72,-2.61
32.11,735.73,-0.48
32.39,735.74,0.78
32.44,735.75,0.13
32.23,735.76,-0.58
32.29,735.77,0.17
32.37,735.78,0.22
32.89,735.79,1.47
32.77,735.8,-0.33
32.92,735.81,0.42
33.14,735.82,0.63
33.16,735.83,0.06
33.23,735.84,0.19
32.94,735.85,-0.81
32.86,735.86,-0.25
32.87,735.87,0.03
32.76,735.88,-0.31
32.78,735.89,0.06
32.83,735.9,0.16
32.36,735.91,-1.34
32.41,735.92,0.15
32.39,735.93,-0.05
32.32,735.94,-0.21
32.23,735.95,-0.24
32.48,735.96,0.69
32.83,735.97,0.99
32.93,735.98,0.3
32.68,735.99,-0.72
32.43,736.0,-0.71
32.29,736.01,-0.39
32.49,736.02,0.56
32.95,736.03,1.29
33.27,736.04,0.92
33.19,736.05,-0.23
33.22,736.06,0.07
33.25,736.07,0.11
32.96,736.08,-0.82
32.94,736.09,-0.07
32.99,736.1,0.14
33.09,736.11,0.28
33.0,736.12,-0.26
32.99,736.13,0.0
33.16,736.14,0.47
33.24,736.15,0.21
33.15,736.16,-0.23
32.87,736.17,-0.8
32.5,736.18,-1.05
32.14,736.19,-1.02
31.78,736.2,-1.01
31.57,736.21,-0.6
31.52,736.22,-0.12
31.61,736.23,0.24
31.4,736.24,-0.6
31.76,736.25,1.04
32.0,736.26,0.68
32.42,736.27,1.19
32.72,736.28,0.86
32.79,736.29,0.2
33.0,736.3,0.59
32.82,736.31,-0.52
32.47,736.32,-0.99
32.49,736.33,0.05
32.45,736.34,-0.12
32.19,736.35,-0.73
32.06,736.36,-0.38
32.34,736.37,0.8
32.44,736.38,0.29
32.38,736.39,-0.18
32.09,736.4,-0.82
31.83,736.41,-0.73
31.66,736.42,-0.49
31.96,736.43,0.85
32.11,736.44,0.42
32.46,736.45,1.0
32.47,736.46,0.04
32.56,736.47,0.25
32.68,736.48,0.32
32.42,736.49,-0.73
32.28,736.5,-0.39
32.28,736.51,-0.01
32.32,736.52,0.12
32.39,736.53,0.2
32.25,736.54,-0.41
31.84,736.55,-1.15
31.82,736.56,-0.06
32.02,736.57,0.57
32.01,736.58,-0.03
32.23,736.59,0.63
32.19,736.6,-0.13
32.36,736.61,0.48
32.57,736.62,0.6
32.66,736.63,0.26
32.71,736.64,0.13
32.27,736.65,-1.23
32.2,736.66,-0.2
32.12,736.67,-0.25
31.75,736.68,-1.04
31.35,736.69,-1.12
31.42,736.7,0.19
31.65,736.71,0.66
31.61,736.72,-0.12
31.45,736.73,-0.46
31.71,736.74,0.74
32.03,736.75,0.91
32.45,736.76,1.18
32.02,736.77,-1.22
31.65,736.78,-1.03
31.55,736.79,-0.29
31.57,736.8,0.06
31.63,736.81,0.15
31.42,736.82,-0.58
31.42,736.83,-0.01
31.83,736.84,1.15
32.05,736.85,0.64
31.92,736.86,-0.37
31.95,736.87,0.07
31.98,736.88,0.1
32.08,736.89,0.27
31.86,736.9,-0.63
31.58,736.91,-0.79
31.13,736.92,-1.28
31.14,736.93,0.03
31.47,736.94,0.92
31.72,736.95,0.72
31.59,736.96,-0.36
31.52,736.97,-0.22
30.98,736.98,-1.52
31.02,736.99,0.12
31.21,737.0,0.53
31.27,737.01,0.15
31.56,737.02,0.82
31.35,737.03,-0.58
31.0,737.04,-1.01
31.03,737.05,0.08
31.05,737.06,0.06
31.12,737.07,0.2
31.29,737.08,0.48
31.37,737.09,0.24
31.73,737.1,1.02
31.59,737.11,-0.41
31.61,737.12,0.07
32.0,737.13,1.1
32.1,737.14,0.28
31.81,737.15,-0.82
31.76,737.16,-0.14
31.16,737.17,-1.69
30.92,737.18,-0.69
31.07,737.19,0.42
31.26,737.2,0.55
31.69,737.21,1.21
31.67,737.22,-0.06
31.55,737.23,-0.34
31.46,737.24,-0.25
31.41,737.25,-0.15
31.44,737.26,0.09
31.18,737.27,-0.73
30.72,737.28,-1.31
30.77,737.29,0.14
31.04,737.3,0.77
31.54,737.31,1.4
31.89,737.32,0.99
31.95,737.33,0.17
31.9,737.34,-0.12
32.1,737.35,0.55
31.96,737.36,-0.4
32.04,737.37,0.22
32.19,737.38,0.42
32.03,737.39,-0.45
31.79,737.4,-0.66
31.59,737.41,-0.57
31.56,737.42,-0.1
31.83,737.43,0.78
31.88,737.44,0.14
31.5,737.45,-1.09
31.76,737.46,0.74
32.09,737.47,0.93
32.07,737.48,-0.06
32.29,737.49,0.62
32.22,737.5,-0.2
32.19,737.51,-0.09
32.13,737.52,-0.17
31.97,737.53,-0.45
31.88,737.54,-0.24
31.79,737.55,-0.26
31.67,737.56,-0.36
31.86,737.57,0.55
32.04,737.58,0.51
32.09,737.59,0.13
32.04,737.6,-0.13
31.7,737.61,-0.96
31.87,737.62,0.46
31.88,737.63,0.03
31.79,737.64,-0.26
31.65,737.65,-0.37
31.73,737.66,0.22
31.89,737.67,0.46
32.07,737.68,0.51
32.09,737.69,0.04
31.96,737.7,-0.35
32.02,737.71,0.17
31.8,737.72,-0.64
31.5,737.73,-0.84
31.53,737.74,0.08
31.53,737.75,-0.01
31.69,737.76,0.45
31.74,737.77,0.14
31.29,737.78,-1.27
31.27,737.79,-0.06
31.4,737.8,0.37
31.66,737.81,0.75
31.75,737.82,0.25
32.05,737.83,0.86
32.1,737.84,0.15
32.04,737.85,-0.18
32.26,737.86,0.63
32.13,737.87,-0.37
32.06,737.88,-0.22
32.35,737.89,0.84
32.42,737.9,0.19
32.56,737.91,0.4
32.54,737.92,-0.05
32.05,737.93,-1.41
31.65,737.94,-1.12
31.45,737.95,-0.56
31.54,737.96,0.25
31.7,737.97,0.45
32.01,737.98,0.89
32.19,737.99,0.51
32.72,738.0,1.49
32.84,738.01,0.33
32.75,738.02,-0.24
32.45,738.03,-0.85
32.3,738.04,-0.43
32.58,738.05,0.79
32.68,738.06,0.28
32.67,738.07,-0.03
32.31,738.08,-1.01
31.84,738.09,-1.34
31.97,738.1,0.37
32.43,738.11,1.31
32.37,738.12,-0.17
32.8,738.13,1.23
32.62,738.14,-0.53
32.55,738.15,-0.19
32.37,738.16,-0.5
32.38,738.17,0.02
32.42,738.18,0.12
32.36,738.19,-0.17
32.78,738.2,1.18
32.82,738.21,0.12
32.61,738.22,-0.59
32.47,738.23,-0.39
32.61,738.24,0.39
32.67,738.25,0.16
32.68,738.26,0.05
32.53,738.27,-0.43
32.45,738.28,-0.25
32.3,738.29,-0.42
32.14,738.3,-0.46
32.41,738.31,0.76
32.55,738.32,0.41
32.58,738.33,0.07
32.46,738.34,-0.34
32.34,738.35,-0.33
32.61,738.36,0.76
32.73,738.37,0.34
32.47,738.38,-0.73
32.42,738.39,-0.14
32.49,738.4,0.19
32.52,738.41,0.09
