Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
33.32,710.23,-0.97
33.48,710.24,0.46
33.44,710.25,-0.14
32.98,710.26,-1.29
32.87,710.27,-0.31
32.91,710.28,0.1
33.07,710.29,0.46
32.91,710.3,-0.47
32.91,710.31,0.02
32.8,710.32,-0.32
32.91,710.33,0.32
33.01,710.34,0.29
32.95,710.35,-0.18
32.9,710.36,-0.14
33.23,710.37,0.91
33.34,710.38,0.31
33.12,710.39,-0.61
32.97,710.4,-0.43
32.84,710.41,-0.37
32.92,710.42,0.24
32.73,710.43,-0.54
32.83,710.44,0.27
32.72,710.45,-0.32
32.47,710.46,-0.7
32.44,710.47,-0.1
32.02,710.48,-1.17
31.91,710.49,-0.31
32.2,710.5,0.82
32.46,710.51,0.75
32.57,710.52,0.31
32.53,710.53,-0.13
32.65,710.54,0.35
32.53,710.55,-0.35
33.06,710.56,1.5
33.52,710.57,1.3
33.51,710.58,-0.02
33.32,710.59,-0.54
33.8,710.6,1.37
33.65,710.61,-0.42
33.62,710.62,-0.09
33.51,710.63,-0.31
33.19,710.64,-0.92
33.14,710.65,-0.12
32.81,710.66,-0.94
32.79,710.67,-0.05
32.41,710.68,-1.08
32.49,710.69,0.21
32.41,710.7,-0.22
32.42,710.71,0.04
32.9,710.72,1.35
33.24,710.73,0.98
33.09,710.74,-0.44
33.15,710.75,0.17
33.08,710.76,-0.2
32.96,710.77,-0.34
32.96,710.78,0.0
32.94,710.79,-0.05
32.98,710.8,0.12
33.01,710.81,0.08
32.74,710.82,-0.76
32.72,710.83,-0.08
32.48,710.84,-0.67
32.75,710.85,0.78
32.95,710.86,0.56
33.17,710.87,0.62
33.1,710.88,-0.19
32.96,710.89,-0.4
32.79,710.9,-0.48
32.84,710.91,0.13
32.68,710.92,-0.45
32.37,710.93,-0.89
32.12,710.94,-0.71
32.82,710.95,2.0
33.18,710.96,1.02
33.13,710.97,-0.15
33.19,710.98,0.17
33.23,710.99,0.1
33.4,711.0,0.5
33.36,711.01,-0.12
33.67,711.02,0.87
33.64,711.03,-0.09
33.55,711.04,-0.23
33.65,711.05,0.27
33.58,711.06,-0.21
33.52,711.07,-0.15
33.36,711.08,-0.46
33.2,711.09,-0.47
33.02,711.1,-0.49
32.87,711.11,-0.42
32.74,711.12,-0.38
32.96,711.13,0.62
32.59,711.14,-1.04
32.69,711.15,0.3
32.66,711.16,-0.11
32.34,711.17,-0.88
32.71,711.18,1.04
32.87,711.19,0.44
33.19,711.2,0.91
33.09,711.21,-0.3
32.96,711.22,-0.36
33.48,711.23,1.48
33.43,711.24,-0.15
33.41,711.25,-0.05
33.14,711.26,-0.79
33.18,711.27,0.12
33.21,711.28,0.1
33.36,711.29,0.41
33.03,711.3,-0.93
32.86,711.31,-0.47
33.09,711.32,0.65
33.04,711.33,-0.16
32.66,711.34,-1.06
32.54,711.35,-0.34
32.7,711.36,0.47
32.5,711.37,-0.59
32.69,711.38,0.55
32.81,711.39,0.33
32.92,711.4,0.33
33.3,711.41,1.06
33.55,711.42,0.73
33.57,711.43,0.06
33.55,711.44,-0.06
33.55,711.45,-0.02
33.12,711.46,-1.2
32.96,711.47,-0.46
32.72,711.48,-0.68
32.44,711.49,-0.78
32.47,711.5,0.07
32.73,711.51,0.73
32.87,711.52,0.4
33.05,711.53,0.52
32.67,711.54,-1.07
32.75,711.55,0.23
32.82,711.56,0.2
32.98,711.57,0.44
32.81,711.58,-0.49
33.2,711.59,1.11
33.15,711.6,-0.13
32.98,711.61,-0.49
32.79,711.62,-0.55
32.68,711.63,-0.29
32.8,711.64,0.34
32.74,711.65,-0.18
