Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
0.0,214.0,0.59
0.0,214.01,0.2
0.0,214.02,0.16
0.0,214.03,-0.65
0.0,214.04,0.08
0.0,214.05,-0.12
0.0,214.06,0.43
0.0,214.07,-0.54
0.0,214.08,0.68
0.0,214.09,0.06
0.0,214.1,0.44
0.0,214.11,-0.26
0.0,214.12,0.1
0.0,214.13,-0.43
0.0,214.14,-0.03
0.0,214.15,-0.01
0.0,214.16,-0.59
0.0,214.17,0.33
0.0,214.18,0.26
0.0,214.19,0.09
0.0,214.2,0.95
0.0,214.21,-0.38
0.0,214.22,-0.81
0.0,214.23,-0.41
0.0,214.24,-0.04
0.0,214.25,0.36
0.0,214.26,0.61
0.0,214.27,0.33
0.0,214.28,-0.07
0.0,214.29,-0.13
0.0,214.3,-0.39
0.0,214.31,-0.23
0.0,214.32,-0.12
0.0,214.33,0.01
0.0,214.34,0.44
0.0,214.35,-0.08
0.0,214.36,-0.48
0.0,214.37,-0.07
0.0,214.38,-0.07
0.0,214.39,-0.24
0.0,214.4,0.14
0.0,214.41,-0.09
0.0,214.42,0.26
0.0,214.43,0.27
0.0,214.44,-0.05
0.0,214.45,-0.41
0.0,214.46,0.03
0.0,214.47,0.42
0.0,214.48,-0.38
0.0,214.49,0.22
0.0,214.5,-0.01
0.0,214.51,-0.21
0.0,214.52,-0.07
0.0,214.53,0.24
0.0,214.54,-0.08
0.0,214.55,0.21
0.0,214.56,0.34
0.0,214.57,-0.3
0.0,214.58,-0.37
0.0,214.59,0.35
0.0,214.6,-0.04
0.0,214.61,-0.08
0.0,214.62,-0.26
0.0,214.63,0.16
0.0,214.64,-0.2
0.0,214.65,0.53
0.0,214.66,0.59
0.0,214.67,-0.27
0.0,214.68,-0.4
0.0,214.69,-0.04
0.0,214.7,0.18
0.0,214.71,0.05
0.0,214.72,-0.12
0.0,214.73,0.05
0.0,214.74,-0.41
0.0,214.75,0.37
0.0,214.76,-0.17
0.0,214.77,-0.2
0.0,214.78,0.07
0.0,214.79,0.53
0.0,214.8,-0.5
0.0,214.81,0.04
0.0,214.82,0.31
0.0,214.83,-0.46
0.0,214.84,0.0
0.0,214.85,0.35
0.0,214.86,0.55
0.0,214.87,-0.38
0.0,214.88,-0.41
0.0,214.89,0.06
0.0,214.9,0.16
0.0,214.91,0.05
0.0,214.92,-0.14
0.0,214.93,0.57
0.0,214.94,-0.73
0.0,214.95,-0.03
0.0,214.96,0.25
0.0,214.97,-0.25
0.0,214.98,0.04
0.0,214.99,0.51
