Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
0.0,142.0,-0.2
0.0,142.01,-0.91
0.0,142.02,1.49
0.0,142.03,0.35
0.0,142.04,-0.08
0.0,142.05,-1.16
0.0,142.06,0.3
0.0,142.07,-0.24
0.0,142.08,-0.16
0.0,142.09,-0.08
0.0,142.1,0.06
0.0,142.11,-0.27
0.0,142.12,0.07
0.0,142.13,-0.2
0.0,142.14,0.79
0.0,142.15,-0.56
0.0,142.16,0.09
0.0,142.17,0.48
0.0,142.18,0.15
0.0,142.19,-0.12
0.0,142.2,-0.17
0.0,142.21,-0.41
0.0,142.22,-0.22
0.0,142.23,0.35
0.0,142.24,0.37
0.0,142.25,-0.64
0.0,142.26,0.53
0.0,142.27,0.14
0.0,142.28,-0.37
0.0,142.29,-0.24
0.0,142.3,-0.07
0.0,142.31,0.12
0.0,142.32,0.08
0.0,142.33,0.13
0.0,142.34,1.17
0.0,142.35,-1.62
0.0,142.36,-0.01
0.0,142.37,0.49
0.0,142.38,-0.54
0.0,142.39,0.08
0.0,142.4,0.28
0.0,142.41,-0.2
0.0,142.42,0.28
0.0,142.43,-0.38
0.0,142.44,0.26
0.0,142.45,1.01
0.0,142.46,-0.58
0.0,142.47,-0.74
0.0,142.48,0.01
0.0,142.49,0.32
0.0,142.5,-0.2
0.0,142.51,0.39
0.0,142.52,-0.18
0.0,142.53,-0.3
0.0,142.54,-0.06
0.0,142.55,0.23
0.0,142.56,1.08
0.0,142.57,-1.12
0.0,142.58,0.06
0.0,142.59,0.11
0.0,142.6,-0.35
0.0,142.61,0.25
0.0,142.62,0.2
0.0,142.63,0.23
0.0,142.64,-0.38
0.0,142.65,0.45
0.0,142.66,-0.79
0.0,142.67,0.01
0.0,142.68,1.25
0.0,142.69,-0.66
0.0,142.7,-0.27
0.0,142.71,0.16
0.0,142.72,-0.29
0.0,142.73,0.11
0.0,142.74,-0.05
0.0,142.75,0.12
0.0,142.76,0.03
0.0,142.77,0.14
0.0,142.78,-0.37
0.0,142.79,0.6
0.0,142.8,0.0
0.0,142.81,0.29
0.0,142.82,-0.65
0.0,142.83,0.22
0.0,142.84,-0.51
0.0,142.85,0.16
0.0,142.86,0.09
0.0,142.87,0.27
0.0,142.88,-0.24
0.0,142.89,0.42
0.0,142.9,-0.33
0.0,142.91,-0.21
0.0,142.92,0.25
0.0,142.93,0.05
0.0,142.94,0.4
0.0,142.95,-0.52
0.0,142.96,-0.02
0.0,142.97,0.14
0.0,142.98,0.51
0.0,142.99,-0.77
