Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
24.31,472.72,4.13
24.24,472.73,-0.2
23.59,472.74,-1.85
24.3,472.75,2.02
23.35,472.76,-2.7
22.04,472.77,-3.7
22.07,472.78,0.08
22.51,472.79,1.25
22.45,472.8,-0.18
22.16,472.81,-0.81
21.84,472.82,-0.91
22.17,472.83,0.92
21.82,472.84,-0.97
20.99,472.85,-2.37
21.4,472.86,1.16
22.49,472.87,3.09
22.49,472.88,0.01
21.94,472.89,-1.56
22.66,472.9,2.06
23.12,472.91,1.3
22.83,472.92,-0.84
22.31,472.93,-1.48
21.9,472.94,-1.15
21.76,472.95,-0.39
21.23,472.96,-1.52
23.41,472.97,6.18
23.85,472.98,1.24
23.91,472.99,0.17
22.98,473.0,-2.65
21.91,473.01,-3.01
20.89,473.02,-2.9
20.99,473.03,0.27
21.15,473.04,0.46
20.33,473.05,-2.31
19.96,473.06,-1.06
20.68,473.07,2.04
21.47,473.08,2.24
21.05,473.09,-1.21
21.33,473.1,0.79
21.13,473.11,-0.57
21.73,473.12,1.72
20.77,473.13,-2.71
21.86,473.14,3.09
21.71,473.15,-0.44
22.06,473.16,0.99
21.95,473.17,-0.29
20.82,473.18,-3.21
21.79,473.19,2.74
23.32,473.2,4.33
22.88,473.21,-1.22
22.68,473.22,-0.59
22.64,473.23,-0.09
21.94,473.24,-1.99
21.63,473.25,-0.87
21.01,473.26,-1.78
20.89,473.27,-0.33
21.17,473.28,0.8
22.01,473.29,2.38
23.79,473.3,5.04
24.47,473.31,1.92
23.33,473.32,-3.25
21.8,473.33,-4.33
21.86,473.34,0.16
22.28,473.35,1.21
21.22,473.36,-3.0
20.82,473.37,-1.14
21.05,473.38,0.66
21.53,473.39,1.36
20.59,473.4,-2.66
19.64,473.41,-2.7
19.48,473.42,-0.44
19.86,473.43,1.08
19.73,473.44,-0.37
20.45,473.45,2.04
21.65,473.46,3.4
23.09,473.47,4.07
23.44,473.48,0.98
23.13,473.49,-0.88
20.94,473.5,-6.21
19.44,473.51,-4.22
18.91,473.52,-1.52
20.03,473.53,3.17
21.52,473.54,4.23
22.95,473.55,4.04
22.85,473.56,-0.29
21.8,473.57,-2.98
18.99,473.58,-7.96
18.33,473.59,-1.85
17.49,473.6,-2.38
17.74,473.61,0.69
18.83,473.62,3.1
20.15,473.63,3.73
21.32,473.64,3.3
20.3,473.65,-2.89
19.11,473.66,-3.36
19.0,473.67,-0.32
19.08,473.68,0.23
20.11,473.69,2.93
21.71,473.7,4.53
22.71,473.71,2.83
21.71,473.72,-2.83
21.08,473.73,-1.78
20.44,473.74,-1.81
19.57,473.75,-2.47
19.1,473.76,-1.34
17.26,473.77,-5.22
17.31,473.78,0.16
17.52,473.79,0.6
17.61,473.8,0.23
18.21,473.81,1.71
18.22,473.82,0.03
16.65,473.83,-4.44
15.94,473.84,-2.02
17.48,473.85,4.35
19.51,473.86,5.75
20.96,473.87,4.12
20.66,473.88,-0.85
19.68,473.89,-2.79
19.66,473.9,-0.06
19.13,473.91,-1.48
19.56,473.92,1.22
20.11,473.93,1.55
20.28,473.94,0.48
19.95,473.95,-0.93
19.45,473.96,-1.42
19.46,473.97,0.04
18.69,473.98,-2.2
18.78,473.99,0.27
18.6,474.0,-0.52
17.5,474.01,-3.1
17.67,474.02,0.48
16.18,474.03,-4.22
16.05,474.04,-0.37
18.05,474.05,5.67
18.76,474.06,2.0
18.69,474.07,-0.2
19.29,474.08,1.7
20.03,474.09,2.11
18.24,474.1,-5.07
15.49,474.11,-7.81
14.3,474.12,-3.35
14.1,474.13,-0.58
14.22,474.14,0.33
14.5,474.15,0.8
15.96,474.16,4.13
17.62,474.17,4.7
17.93,474.18,0.89
18.76,474.19,2.35
18.59,474.2,-0.49
18.33,474.21,-0.74
17.32,474.22,-2.84
16.62,474.23,-2.0
16.37,474.24,-0.7
16.39,474.25,0.07
16.07,474.26,-0.91
15.78,474.27,-0.83
15.43,474.28,-0.99
15.55,474.29,0.34
16.72,474.3,3.31
16.96,474.31,0.69
18.46,474.32,4.24
19.03,474.33,1.61
18.2,474.34,-2.35
18.33,474.35,0.37
16.19,474.36,-6.05
13.51,474.37,-7.59
11.98,474.38,-4.36
12.52,474.39,1.54
14.11,474.4,4.52
16.55,474.41,6.91
17.57,474.42,2.87
18.09,474.43,1.5
17.12,474.44,-2.76
16.78,474.45,-0.95
15.91,474.46,-2.47
15.89,474.47,-0.06
15.96,474.48,0.2
15.36,474.49,-1.69
14.47,474.5,-2.52
13.72,474.51,-2.12
14.64,474.52,2.6
16.04,474.53,3.96
