Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
33.01,460.61,2.62
33.3,460.62,0.83
33.09,460.63,-0.61
31.9,460.64,-3.37
30.38,460.65,-4.31
29.23,460.66,-3.24
29.59,460.67,1.02
30.53,460.68,2.65
30.04,460.69,-1.39
30.27,460.7,0.65
31.33,460.71,3.01
32.46,460.72,3.21
30.19,460.73,-6.43
29.35,460.74,-2.4
27.57,460.75,-5.03
26.72,460.76,-2.41
26.16,460.77,-1.57
25.62,460.78,-1.55
26.49,460.79,2.47
26.5,460.8,0.05
25.84,460.81,-1.88
25.12,460.82,-2.04
24.47,460.83,-1.84
24.4,460.84,-0.2
23.7,460.85,-1.98
25.66,460.86,5.56
23.87,460.87,-5.08
23.56,460.88,-0.89
23.94,460.89,1.08
23.95,460.9,0.04
24.63,460.91,1.91
26.09,460.92,4.13
29.65,460.93,10.09
33.81,460.94,11.8
33.66,460.95,-0.43
34.48,460.96,2.33
37.92,460.97,9.73
39.75,460.98,5.19
36.4,460.99,-9.49
32.71,461.0,-10.44
31.7,461.01,-2.87
32.01,461.02,0.9
31.86,461.03,-0.42
33.04,461.04,3.32
33.67,461.05,1.8
33.06,461.06,-1.73
29.97,461.07,-8.75
27.97,461.08,-5.66
27.19,461.09,-2.22
27.98,461.1,2.23
28.79,461.11,2.28
28.64,461.12,-0.42
27.76,461.13,-2.47
26.25,461.14,-4.29
32.49,461.15,17.68
28.26,461.16,-11.97
33.24,461.17,14.09
39.07,461.18,16.52
41.18,461.19,5.98
38.81,461.2,-6.73
37.51,461.21,-3.68
38.32,461.22,2.3
40.4,461.23,5.89
37.03,461.24,-9.56
36.82,461.25,-0.59
38.42,461.26,4.53
42.08,461.27,10.38
43.82,461.28,4.92
43.84,461.29,0.07
44.18,461.3,0.95
39.21,461.32,-17.18
35.2,461.33,-11.36
27.24,461.34,-22.54
20.73,461.35,-18.46
21.13,461.36,1.13
21.19,461.37,0.16
21.63,461.38,1.25
18.83,461.39,-7.91
15.69,461.4,-8.91
12.68,461.41,-8.53
10.5,461.42,-6.16
11.45,461.43,2.69
13.27,461.44,5.16
15.69,461.45,6.85
19.16,461.46,9.81
15.57,461.47,-10.15
16.3,461.48,2.08
17.41,461.49,3.12
21.23,461.5,10.83
36.15,461.51,0.0
27.0,461.52,-25.91
31.23,461.53,11.98
35.77,461.54,12.88
36.82,461.55,2.95
36.98,461.56,0.46
35.69,461.57,-3.65
34.62,461.58,-3.04
35.68,461.59,3.01
35.0,461.6,-1.93
32.52,461.61,-7.03
30.99,461.62,-4.35
32.14,461.63,3.25
31.04,461.64,-3.12
31.31,461.65,0.79
31.19,461.66,-0.34
30.18,461.67,-2.87
29.4,461.68,-2.22
32.34,461.69,8.34
36.05,461.7,10.49
36.21,461.71,0.45
32.98,461.72,-9.13
29.29,461.73,-10.47
26.01,461.74,-9.29
24.78,461.75,-3.46
25.57,461.76,2.23
25.33,461.77,-0.69
26.85,461.78,4.3
29.63,461.79,7.89
31.61,461.8,5.61
34.45,461.81,8.03
37.96,461.82,9.93
36.35,461.83,-4.56
32.59,461.84,-10.64
31.14,461.85,-4.11
32.8,461.86,4.69
35.26,461.87,6.98
35.01,461.88,-0.71
33.98,461.89,-2.93
