Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
42.28,374.73,-0.97
42.35,374.74,0.18
42.43,374.75,0.24
42.22,374.76,-0.6
42.36,374.77,0.39
42.38,374.78,0.06
42.42,374.79,0.12
42.59,374.8,0.46
42.51,374.81,-0.22
42.72,374.82,0.61
42.76,374.83,0.09
42.8,374.84,0.13
42.8,374.85,0.0
42.66,374.86,-0.4
42.62,374.87,-0.13
42.75,374.88,0.37
42.79,374.89,0.11
42.81,374.9,0.08
42.89,374.91,0.21
42.88,374.92,-0.01
43.04,374.93,0.44
43.07,374.94,0.1
42.87,374.95,-0.57
42.72,374.96,-0.42
42.55,374.97,-0.48
42.93,374.98,1.07
43.16,374.99,0.65
43.11,375.0,-0.13
43.25,375.01,0.38
43.48,375.02,0.65
43.36,375.03,-0.34
43.3,375.04,-0.17
43.16,375.05,-0.39
43.06,375.06,-0.27
42.78,375.07,-0.81
42.96,375.08,0.5
43.06,375.09,0.29
42.98,375.1,-0.22
43.0,375.11,0.04
42.89,375.12,-0.3
42.61,375.13,-0.79
42.63,375.14,0.04
42.83,375.15,0.59
42.94,375.16,0.29
42.88,375.17,-0.16
42.86,375.18,-0.06
42.59,375.19,-0.77
42.5,375.2,-0.25
42.55,375.21,0.14
42.13,375.22,-1.19
42.07,375.23,-0.16
42.16,375.24,0.24
42.34,375.25,0.52
42.68,375.26,0.97
42.85,375.27,0.47
42.91,375.28,0.2
42.98,375.29,0.18
42.8,375.3,-0.52
42.84,375.31,0.11
42.97,375.32,0.38
42.82,375.33,-0.42
42.83,375.34,0.03
43.01,375.35,0.49
42.98,375.36,-0.07
43.17,375.37,0.54
43.38,375.38,0.58
43.17,375.39,-0.58
43.06,375.4,-0.32
42.88,375.41,-0.52
43.04,375.42,0.45
43.2,375.43,0.47
43.26,375.44,0.16
43.4,375.45,0.39
43.39,375.46,-0.02
43.27,375.47,-0.34
43.07,375.48,-0.58
42.8,375.49,-0.75
42.61,375.5,-0.54
42.67,375.51,0.17
43.07,375.52,1.14
43.0,375.53,-0.22
43.2,375.54,0.58
42.86,375.55,-0.96
42.84,375.56,-0.05
42.84,375.57,-0.01
43.23,375.58,1.11
43.21,375.59,-0.05
43.3,375.6,0.25
43.38,375.61,0.21
43.16,375.62,-0.62
43.1,375.63,-0.16
43.15,375.64,0.14
43.1,375.65,-0.14
43.48,375.66,1.07
43.58,375.67,0.29
43.33,375.68,-0.7
43.24,375.69,-0.26
42.97,375.7,-0.78
43.05,375.71,0.24
43.07,375.72,0.05
43.09,375.73,0.05
42.87,375.74,-0.61
42.76,375.75,-0.31
42.57,375.76,-0.55
42.61,375.77,0.11
42.65,375.78,0.14
42.77,375.79,0.32
42.7,375.8,-0.19
42.88,375.81,0.52
43.17,375.82,0.82
43.07,375.83,-0.28
42.95,375.84,-0.35
42.81,375.85,-0.4
42.7,375.86,-0.31
43.07,375.87,1.04
43.2,375.88,0.37
43.29,375.89,0.25
43.44,375.9,0.42
43.12,375.91,-0.9
43.23,375.92,0.33
43.16,375.93,-0.22
43.38,375.94,0.64
43.45,375.95,0.18
43.17,375.96,-0.79
43.12,375.97,-0.14
43.27,375.98,0.43
43.16,375.99,-0.3
43.27,376.0,0.29
43.3,376.01,0.09
43.56,376.02,0.75
43.59,376.03,0.07
43.24,376.04,-0.99
43.45,376.05,0.61
43.39,376.06,-0.16
43.7,376.07,0.88
43.68,376.08,-0.05
43.52,376.09,-0.46
43.3,376.1,-0.64
43.05,376.11,-0.7
42.97,376.12,-0.23
43.2,376.13,0.64
43.2,376.14,0.01
43.42,376.15,0.61
43.27,376.16,-0.41
43.4,376.17,0.37
43.44,376.18,0.09
43.38,376.19,-0.15
43.33,376.2,-0.16
42.97,376.21,-0.99
42.89,376.22,-0.25
42.98,376.23,0.27
43.1,376.24,0.32
43.15,376.25,0.14
43.4,376.26,0.72
43.14,376.27,-0.74
42.99,376.28,-0.44
43.01,376.29,0.07
43.12,376.3,0.32
43.02,376.31,-0.28
43.13,376.32,0.3
43.22,376.33,0.24
43.45,376.34,0.67
43.43,376.35,-0.07
43.8,376.36,1.05
43.72,376.37,-0.23
43.52,376.38,-0.55
43.31,376.39,-0.59
43.03,376.4,-0.82
42.98,376.41,-0.12
42.91,376.42,-0.21
42.84,376.43,-0.2
43.09,376.44,0.71
43.25,376.45,0.45
43.18,376.46,-0.18
43.09,376.47,-0.26
43.06,376.48,-0.08
43.17,376.49,0.29
43.56,376.5,1.11
43.62,376.51,0.17
43.3,376.52,-0.91
42.99,376.53,-0.86
42.84,376.54,-0.43
43.23,376.55,1.12
43.48,376.56,0.7
43.59,376.57,0.31
43.45,376.58,-0.39
43.27,376.59,-0.52
43.39,376.6,0.33
43.62,376.61,0.65
43.61,376.62,-0.01
43.43,376.63,-0.51
43.41,376.64,-0.07
43.56,376.65,0.42
43.56,376.66,-0.01
43.43,376.67,-0.36
43.53,376.68,0.29
43.54,376.69,0.03
43.38,376.7,-0.44
43.28,376.71,-0.3
42.98,376.72,-0.83
42.66,376.73,-0.91
42.46,376.74,-0.56
42.39,376.75,-0.21
42.54,376.76,0.42
42.68,376.77,0.41
42.85,376.78,0.48
42.9,376.79,0.14
42.77,376.8,-0.39
42.86,376.81,0.25
43.05,376.82,0.54
43.21,376.83,0.46
43.31,376.84,0.26
43.51,376.85,0.58
43.97,376.86,1.3
44.07,376.87,0.27
44.37,376.88,0.85
44.27,376.89,-0.26
44.08,376.9,-0.54
44.63,376.91,1.54
44.29,377.09,-2.74
44.78,377.1,1.4
43.55,377.11,-3.5
43.84,377.12,0.84
43.04,377.13,-2.26
43.52,377.14,1.36
42.66,377.15,-2.44
42.85,377.16,0.53
42.74,377.17,-0.3
42.97,377.18,0.65
43.08,377.19,0.31
43.28,377.2,0.54
43.29,377.21,0.05
