Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
26.77,423.54,3.45
32.32,423.55,15.73
36.09,423.56,10.69
34.41,423.57,-4.76
33.64,423.58,-2.19
30.88,423.59,-7.82
27.25,423.6,-10.27
26.09,423.61,-3.29
25.62,423.62,-1.34
25.96,423.63,0.96
28.91,423.64,8.36
33.98,423.65,14.35
37.53,423.66,10.07
35.81,423.67,-4.89
34.16,423.68,-4.67
33.71,423.69,-1.25
33.51,423.7,-0.57
34.32,423.71,2.28
24.64,423.72,-27.42
24.91,423.73,0.77
25.68,423.74,2.2
25.95,423.75,0.76
25.59,423.76,-1.03
25.47,423.77,-0.34
24.91,423.78,-1.59
26.66,423.79,4.95
27.81,423.8,3.28
34.28,423.81,18.31
37.99,423.82,10.52
38.42,423.83,1.21
38.21,423.84,-0.57
42.08,423.85,10.96
37.91,423.86,-11.83
33.28,423.87,-13.1
28.89,423.88,-12.44
28.65,423.89,-0.67
28.09,423.9,-1.59
25.36,423.91,-7.74
26.0,423.92,1.81
24.96,423.93,-2.93
24.77,423.94,-0.54
25.35,423.95,1.64
26.71,423.96,3.87
28.06,423.97,3.83
27.94,423.98,-0.35
25.24,423.99,-7.65
24.35,424.0,-2.53
26.3,424.01,5.51
30.57,424.02,12.12
36.31,424.03,16.25
42.69,424.04,18.05
43.46,424.05,2.2
43.04,424.06,-1.21
39.03,424.07,-11.36
38.15,424.08,-2.49
34.79,424.09,-9.5
32.93,424.1,-5.29
35.85,424.11,8.29
36.31,424.12,1.3
33.58,424.13,-7.75
31.84,424.14,-4.91
25.91,424.15,-16.8
25.45,424.16,-1.3
25.59,424.17,0.4
26.67,424.18,3.05
29.2,424.19,7.16
29.93,424.2,2.06
26.19,424.21,-10.59
24.42,424.22,-5.01
25.83,424.23,4.01
26.09,424.24,0.72
26.49,424.25,1.13
25.7,424.26,-2.23
25.27,424.27,-1.2
24.51,424.28,-2.17
26.05,424.29,4.38
28.72,424.3,7.55
31.47,424.31,7.78
35.64,424.32,11.83
36.61,424.33,2.74
41.82,424.34,14.76
39.5,424.35,-6.59
33.98,424.36,-15.63
33.67,424.37,-0.87
36.86,424.38,9.05
38.96,424.39,5.95
38.34,424.4,-1.76
32.0,424.41,-17.96
26.57,424.42,-15.39
