Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
0.0,1609.49,0.31
0.0,1609.5,0.39
0.0,1609.51,0.9
0.0,1609.52,-0.27
1.06,1609.53,1.09
0.0,1609.54,-2.38
0.0,1609.55,0.61
0.0,1609.56,-0.38
0.0,1609.57,1.06
0.0,1609.58,-1.25
0.0,1609.59,-0.28
0.0,1609.6,2.33
1.07,1609.61,0.31
0.0,1609.62,-1.69
0.0,1609.63,-0.32
0.0,1609.64,0.64
0.0,1609.65,-0.04
0.0,1609.66,-0.08
1.18,1609.67,1.8
0.0,1609.68,-1.4
0.0,1609.69,-0.13
0.0,1609.7,-0.12
0.0,1609.71,0.28
0.0,1609.72,0.61
0.0,1609.73,-0.65
0.0,1609.74,-1.39
0.0,1609.75,0.44
0.0,1609.76,-0.03
0.0,1609.77,1.3
0.0,1609.78,-0.67
0.0,1609.79,-1.2
0.0,1609.8,1.1
0.0,1609.81,-0.71
0.0,1609.82,0.34
0.0,1609.83,-0.38
0.0,1609.84,-0.02
0.0,1609.85,0.17
0.0,1609.86,0.45
0.0,1609.87,0.21
1.06,1609.88,1.46
0.0,1609.89,-2.04
0.0,1609.9,-0.61
0.0,1609.91,1.45
1.33,1609.92,1.97
0.0,1609.93,-1.59
0.0,1609.94,-0.11
0.0,1609.95,-0.23
0.0,1609.96,-0.09
0.0,1609.97,-1.34
0.0,1609.98,0.51
0.0,1609.99,-0.5
0.0,1610.0,1.74
1.35,1610.01,1.66
0.0,1610.02,-1.35
0.0,1610.03,-1.8
0.0,1610.04,0.02
0.0,1610.05,-0.09
0.0,1610.06,0.45
1.01,1610.07,1.82
0.0,1610.08,-0.83
0.0,1610.09,-1.58
0.0,1610.1,-0.15
0.0,1610.11,2.24
0.0,1610.12,-0.74
1.05,1610.13,1.17
1.06,1610.14,0.03
0.0,1610.15,-1.88
0.0,1610.16,-0.44
0.0,1610.17,0.1
0.0,1610.18,-0.14
0.0,1610.19,-0.14
0.0,1610.2,0.31
0.0,1610.21,0.4
0.0,1610.22,-0.87
0.0,1610.23,1.91
1.54,1610.24,2.12
1.38,1610.25,-0.47
0.0,1610.26,-1.91
0.0,1610.27,0.14
1.06,1610.28,0.89
0.0,1610.29,-1.69
0.0,1610.3,-0.07
0.0,1610.31,0.0
0.0,1610.32,-0.69
0.0,1610.33,-0.46
0.0,1610.34,0.26
0.0,1610.35,0.33
0.0,1610.36,0.34
0.0,1610.37,0.73
0.0,1610.38,0.1
0.0,1610.39,0.93
0.0,1610.4,-0.03
0.0,1610.41,-0.29
0.0,1610.42,-1.37
0.0,1610.43,-0.77
0.0,1610.44,2.42
0.0,1610.45,-0.97
0.0,1610.46,-0.87
0.0,1610.47,-0.6
1.37,1610.48,3.54
0.0,1610.49,-3.16
0.0,1610.5,1.01
0.0,1610.51,0.36
1.11,1610.52,1.04
0.0,1610.53,-0.43
0.0,1610.54,-2.18
0.0,1610.55,-0.07
0.0,1610.56,0.27
0.0,1610.57,0.31
0.0,1610.58,1.03
0.0,1610.59,-0.54
0.0,1610.6,0.47
0.0,1610.61,-1.2
0.0,1610.62,-0.32
0.0,1610.63,1.58
0.0,1610.64,-0.87
0.0,1610.65,0.16
0.0,1610.66,0.79
0.0,1610.67,-0.46
0.0,1610.68,-0.37
0.0,1610.69,0.0
0.0,1610.7,-0.05
1.15,1610.71,1.99
1.14,1610.72,-0.02
1.26,1610.73,0.32
1.15,1610.74,-0.3
0.0,1610.75,-0.83
0.0,1610.76,-1.73
0.0,1610.77,-0.28
0.0,1610.78,1.99
0.0,1610.79,-1.25
0.0,1610.8,0.66
1.05,1610.81,1.14
1.44,1610.82,1.11
0.0,1610.83,-1.74
0.0,1610.84,-0.07
0.0,1610.85,-0.73
0.0,1610.86,-0.05
0.0,1610.87,-0.79
0.0,1610.88,0.11
0.0,1610.89,1.4
1.01,1610.9,0.65
1.63,1610.91,1.75
1.19,1610.92,-1.23
0.0,1610.93,-3.08
1.16,1610.94,2.99
1.4,1610.95,0.68
0.0,1610.96,-1.3
1.21,1610.97,0.76
0.0,1610.98,-1.59
1.09,1610.99,1.26
1.01,1611.0,-0.24
0.0,1611.01,-0.24
0.0,1611.02,-1.8
0.0,1611.03,0.4
1.44,1611.04,2.85
0.0,1611.05,-1.69
1.17,1611.06,0.93
0.0,1611.07,-0.8
0.0,1611.08,-0.49
0.0,1611.09,-1.53
0.0,1611.1,1.27
0.0,1611.11,-0.84
0.0,1611.12,-0.62
0.0,1611.13,0.29
0.0,1611.14,-0.18
0.0,1611.15,1.67
0.0,1611.16,-0.15
0.0,1611.17,-0.52
0.0,1611.18,-0.05
0.0,1611.19,0.12
0.0,1611.2,-0.26
0.0,1611.21,1.02
0.0,1611.22,0.45
0.0,1611.23,-0.71
0.0,1611.24,-0.15
0.0,1611.25,0.23
0.0,1611.26,-1.72
0.0,1611.27,0.36
0.0,1611.28,0.61
0.0,1611.29,-0.19
0.0,1611.3,-0.42
0.0,1611.31,0.1
0.0,1611.32,1.56
1.32,1611.33,1.36
0.0,1611.34,-2.19
0.0,1611.35,-0.78
0.0,1611.36,0.73
0.0,1611.37,-0.96
0.0,1611.38,1.06
0.0,1611.39,0.14
0.0,1611.4,-0.84
0.0,1611.41,1.12
0.0,1611.42,-1.07
0.0,1611.43,0.67
0.0,1611.44,-0.14
0.0,1611.45,0.05
0.0,1611.46,-0.31
0.0,1611.47,0.25
0.0,1611.48,-1.28
0.0,1611.49,0.84
0.0,1611.5,-0.52
0.0,1611.51,0.55
0.0,1611.52,-0.6
0.0,1611.53,-0.17
0.0,1611.54,-0.24
0.0,1611.55,0.27
0.0,1611.56,2.05
0.0,1611.57,-0.9
0.0,1611.58,-0.99
0.0,1611.59,1.08
0.0,1611.6,-0.17
0.0,1611.61,0.27
0.0,1611.62,-0.56
0.0,1611.63,0.69
0.0,1611.64,-1.22
0.0,1611.65,0.4
0.0,1611.66,-0.62
0.0,1611.67,0.05
0.0,1611.68,0.42
0.0,1611.69,-0.6
0.0,1611.7,0.24
1.09,1611.71,2.62
0.0,1611.72,-2.15
0.0,1611.73,0.74
0.0,1611.74,-1.08
0.0,1611.75,0.94
0.0,1611.76,-1.22
0.0,1611.77,0.27
0.0,1611.78,1.3
0.0,1611.79,0.3
0.0,1611.8,-1.4
0.0,1611.81,1.08
0.0,1611.82,0.12
1.09,1611.83,1.09
0.0,1611.84,-1.03
0.0,1611.85,-0.04
0.0,1611.86,-1.71
0.0,1611.87,0.38
0.0,1611.88,0.07
0.0,1611.89,-0.18
0.0,1611.9,0.72
0.0,1611.91,-1.26
0.0,1611.92,0.66
0.0,1611.93,0.6
0.0,1611.94,-0.43
0.0,1611.95,-0.13
1.33,1611.96,3.03
0.0,1611.97,-3.24
0.0,1611.98,-0.24
0.0,1611.99,0.18
0.0,1612.0,-0.18
0.0,1612.01,-0.14
0.0,1612.02,0.32
0.0,1612.03,0.16
0.0,1612.04,1.1
0.0,1612.05,-1.6
0.0,1612.06,1.29
0.0,1612.07,-0.15
0.0,1612.08,0.91
0.0,1612.09,-1.46
1.28,1612.1,2.89
1.36,1612.11,0.24
0.0,1612.12,-3.14
0.0,1612.13,-0.37
0.0,1612.14,1.14
0.0,1612.15,-0.42
0.0,1612.16,-0.29
0.0,1612.17,0.07
0.0,1612.18,-0.07
0.0,1612.19,0.46
0.0,1612.2,-1.06
0.0,1612.21,0.44
0.0,1612.22,0.85
0.0,1612.23,-0.31
0.0,1612.24,-0.84
0.0,1612.25,-0.06
0.0,1612.26,1.33
0.0,1612.27,-0.5
0.0,1612.28,-0.37
0.0,1612.29,1.71
1.07,1612.3,0.61
0.0,1612.31,-1.11
0.0,1612.32,-0.72
0.0,1612.33,-0.54
0.0,1612.34,0.56
0.0,1612.35,-0.91
0.0,1612.36,0.55
0.0,1612.37,0.66
1.3,1612.38,2.18
1.22,1612.39,-0.24
1.61,1612.4,1.12
0.0,1612.41,-2.24
1.04,1612.42,0.62
0.0,1612.43,-1.73
0.0,1612.44,-0.13
0.0,1612.45,-0.33
0.0,1612.46,0.16
0.0,1612.47,0.19
0.0,1612.48,-0.2
0.0,1612.49,-0.71
0.0,1612.5,0.71
0.0,1612.51,-0.46
0.0,1612.52,-0.23
0.0,1612.53,1.1
0.0,1612.54,-0.02
0.0,1612.55,-0.07
0.0,1612.56,-0.46
0.0,1612.57,-0.56
0.0,1612.58,0.77
0.0,1612.59,1.25
0.0,1612.6,-1.42
0.0,1612.61,-0.18
0.0,1612.62,0.13
0.0,1612.63,-0.19
0.0,1612.64,-0.48
0.0,1612.65,0.56
0.0,1612.66,1.31
0.0,1612.67,-0.84
0.0,1612.68,0.57
0.0,1612.69,-1.25
0.0,1612.7,0.24
0.0,1612.71,0.06
0.0,1612.72,0.38
0.0,1612.73,1.14
0.0,1612.74,-1.82
0.0,1612.75,0.27
0.0,1612.76,1.16
0.0,1612.77,-1.76
0.0,1612.78,0.98
0.0,1612.79,0.7
0.0,1612.8,0.03
0.0,1612.81,0.22
0.0,1612.82,-0.71
0.0,1612.83,0.54
0.0,1612.84,-0.88
0.0,1612.85,0.09
0.0,1612.86,0.12
0.0,1612.87,-0.22
0.0,1612.88,0.48
0.0,1612.89,-1.03
0.0,1612.9,0.49
0.0,1612.91,-0.35
0.0,1612.92,0.14
0.0,1612.93,1.06
0.0,1612.94,0.27
0.0,1612.95,-1.54
0.0,1612.96,-0.1
0.0,1612.97,0.54
0.0,1612.98,-0.15
0.0,1612.99,0.43
0.0,1613.0,-0.65
0.0,1613.01,-0.12
0.0,1613.02,1.44
0.0,1613.03,-1.38
0.0,1613.04,-0.17
1.17,1613.05,2.95
0.0,1613.06,-2.84
0.0,1613.07,0.15
0.0,1613.08,-0.37
0.0,1613.09,0.75
0.0,1613.1,-0.87
0.0,1613.11,2.34
0.0,1613.12,-0.93
0.0,1613.13,-0.07
0.0,1613.14,0.79
0.0,1613.15,0.05
0.0,1613.16,-0.33
0.0,1613.17,-0.26
0.0,1613.18,-0.97
1.07,1613.19,2.29
1.68,1613.2,1.72
2.1,1613.21,1.2
2.38,1613.22,0.79
1.4,1613.23,-2.77
1.33,1613.24,-0.2
0.0,1613.25,-3.03
0.0,1613.26,1.67
1.3,1613.27,1.27
0.0,1613.28,-2.12
0.0,1613.29,-0.87
0.0,1613.3,0.13
0.0,1613.31,0.64
0.0,1613.32,-0.11
0.0,1613.33,-0.63
0.0,1613.34,-0.17
0.0,1613.35,-0.2
0.0,1613.36,0.77
0.0,1613.37,0.01
0.0,1613.38,1.1
0.0,1613.39,-0.43
0.0,1613.4,-0.08
0.0,1613.41,-1.29
0.0,1613.42,1.03
0.0,1613.43,-0.16
0.0,1613.44,-0.76
0.0,1613.45,-0.07
0.0,1613.46,1.45
0.0,1613.47,-1.63
0.0,1613.48,0.07
0.0,1613.49,0.25
0.0,1613.5,0.42
0.0,1613.51,-0.56
0.0,1613.52,0.67
0.0,1613.53,-0.65
1.04,1613.54,2.44
0.0,1613.55,-0.36
0.0,1613.56,-1.83
0.0,1613.57,1.26
0.0,1613.58,-0.41
0.0,1613.59,-0.33
0.0,1613.6,-0.91
0.0,1613.61,0.18
0.0,1613.62,0.26
0.0,1613.63,-0.21
0.0,1613.64,0.58
0.0,1613.65,-1.03
0.0,1613.66,0.39
0.0,1613.67,-0.32
0.0,1613.68,-0.02
0.0,1613.69,-0.06
0.0,1613.7,1.94
0.0,1613.71,-1.07
0.0,1613.72,1.06
1.26,1613.73,1.52
1.31,1613.74,0.13
0.0,1613.75,-2.99
0.0,1613.76,1.73
0.0,1613.77,0.0
0.0,1613.78,-0.85
0.0,1613.79,0.31
1.0,1613.8,0.92
0.0,1613.81,-1.38
0.0,1613.82,-0.57
0.0,1613.83,0.41
0.0,1613.84,0.41
0.0,1613.85,-0.07
0.0,1613.86,-1.12
0.0,1613.87,1.12
0.0,1613.88,-0.64
0.0,1613.89,-0.72
0.0,1613.9,-0.12
0.0,1613.91,0.24
0.0,1613.92,-0.16
0.0,1613.93,0.12
0.0,1613.94,0.47
0.0,1613.95,-0.46
0.0,1613.96,0.13
0.0,1613.97,-0.09
0.0,1613.98,-0.05
0.0,1613.99,-0.06
0.0,1614.0,1.45
0.0,1614.01,-0.99
0.0,1614.02,0.52
0.0,1614.03,-0.53
0.0,1614.04,0.41
0.0,1614.05,0.36
0.0,1614.06,-0.19
0.0,1614.07,0.61
0.0,1614.08,-0.16
0.0,1614.09,-1.12
0.0,1614.1,0.12
0.0,1614.11,-0.35
0.0,1614.12,0.81
0.0,1614.13,-0.24
0.0,1614.14,0.1
0.0,1614.15,-1.07
0.0,1614.16,0.24
0.0,1614.17,0.65
0.0,1614.18,0.85
0.0,1614.19,0.42
0.0,1614.2,-0.1
0.0,1614.21,-0.64
0.0,1614.22,0.73
0.0,1614.23,-0.13
0.0,1614.24,0.75
0.0,1614.25,-2.37
0.0,1614.26,0.8
0.0,1614.27,-0.32
0.0,1614.28,0.35
0.0,1614.29,-0.59
0.0,1614.3,0.09
0.0,1614.31,0.23
0.0,1614.32,0.55
0.0,1614.33,0.36
0.0,1614.34,-0.32
0.0,1614.35,-0.01
0.0,1614.36,-0.33
0.0,1614.37,-0.35
1.06,1614.38,2.12
0.0,1614.39,-1.2
0.0,1614.4,-0.83
0.0,1614.41,0.14
0.0,1614.42,-0.75
0.0,1614.43,1.92
0.0,1614.44,-0.94
0.0,1614.45,-0.3
0.0,1614.46,-0.72
0.0,1614.47,1.1
0.0,1614.48,-0.53
0.0,1614.49,-0.41
0.0,1614.5,0.06
0.0,1614.51,-0.25
0.0,1614.52,0.0
0.0,1614.53,0.84
0.0,1614.54,-0.7
0.0,1614.55,0.3
0.0,1614.56,1.1
1.38,1614.57,2.06
0.0,1614.58,-2.81
0.0,1614.59,-0.63
0.0,1614.6,0.13
0.0,1614.61,0.79
0.0,1614.62,-0.58
0.0,1614.63,0.69
0.0,1614.64,-1.18
0.0,1614.65,2.05
0.0,1614.66,-1.25
0.0,1614.67,-0.21
0.0,1614.68,-0.17
0.0,1614.69,-0.14
0.0,1614.7,-0.06
0.0,1614.71,0.69
0.0,1614.72,-0.25
0.0,1614.73,-0.17
0.0,1614.74,0.99
0.0,1614.75,-1.25
0.0,1614.76,-0.24
0.0,1614.77,1.8
0.0,1614.78,-0.02
0.0,1614.79,-0.86
0.0,1614.8,-0.22
0.0,1614.81,1.32
0.0,1614.82,-0.35
0.0,1614.83,-0.34
0.0,1614.84,0.42
0.0,1614.85,-1.11
0.0,1614.86,0.41
0.0,1614.87,-0.95
0.0,1614.88,0.5
0.0,1614.89,-0.51
0.0,1614.9,1.1
0.0,1614.91,-1.2
0.0,1614.92,0.89
0.0,1614.93,-1.08
0.0,1614.94,1.38
0.0,1614.95,-0.39
0.0,1614.96,1.31
0.0,1614.97,-1.0
0.0,1614.98,0.22
0.0,1614.99,0.35
0.0,1615.0,-0.21
0.0,1615.01,-0.76
0.0,1615.02,0.42
0.0,1615.03,-1.16
0.0,1615.04,1.19
0.0,1615.05,-0.29
0.0,1615.06,1.27
0.0,1615.07,-1.55
0.0,1615.08,-0.29
0.0,1615.09,0.14
0.0,1615.1,-0.28
0.0,1615.11,0.03
0.0,1615.12,0.92
0.0,1615.13,-0.94
0.0,1615.14,-0.07
0.0,1615.15,0.95
0.0,1615.16,-1.27
0.0,1615.17,0.24
0.0,1615.18,0.87
0.0,1615.19,-0.72
0.0,1615.2,0.03
0.0,1615.21,0.52
0.0,1615.22,-0.29
0.0,1615.23,0.58
0.0,1615.24,-1.01
0.0,1615.25,0.86
0.0,1615.26,-0.2
0.0,1615.27,-0.14
0.0,1615.28,1.78
0.0,1615.29,-1.12
0.0,1615.3,0.55
0.0,1615.31,0.52
0.0,1615.32,-2.12
1.37,1615.33,3.49
1.08,1615.34,-0.82
1.45,1615.35,1.03
0.0,1615.36,-2.62
0.0,1615.37,0.13
0.0,1615.38,-0.85
0.0,1615.39,-0.34
0.0,1615.4,0.76
0.0,1615.41,0.48
0.0,1615.42,-1.28
0.0,1615.43,1.7
0.0,1615.44,-1.66
0.0,1615.45,0.95
0.0,1615.46,-0.24
0.0,1615.47,-0.26
0.0,1615.48,0.4
0.0,1615.49,0.1
0.0,1615.5,-0.58
0.0,1615.51,0.44
0.0,1615.52,-0.92
0.0,1615.53,-0.18
0.0,1615.54,0.24
0.0,1615.55,0.32
0.0,1615.56,0.37
0.0,1615.57,0.33
0.0,1615.58,0.57
0.0,1615.59,-0.29
0.0,1615.6,0.97
0.0,1615.61,-1.14
0.0,1615.62,-1.14
0.0,1615.63,0.56
0.0,1615.64,0.4
0.0,1615.65,-0.34
0.0,1615.66,0.65
0.0,1615.67,0.82
0.0,1615.68,-1.02
0.0,1615.69,0.61
0.0,1615.7,-1.04
0.0,1615.71,0.21
0.0,1615.72,-0.99
0.0,1615.73,2.52
0.0,1615.74,-0.98
0.0,1615.75,-1.37
0.0,1615.76,-0.12
0.0,1615.77,-0.11
0.0,1615.78,0.98
0.0,1615.79,0.26
0.0,1615.8,0.5
1.24,1615.81,1.6
1.15,1615.82,-0.26
1.08,1615.83,-0.2
0.0,1615.84,-1.41
0.0,1615.85,0.06
0.0,1615.86,-0.93
0.0,1615.87,-0.06
0.0,1615.88,0.99
0.0,1615.89,0.33
0.0,1615.9,0.39
0.0,1615.91,-0.23
0.0,1615.92,0.62
1.2,1615.93,0.6
1.29,1615.94,0.26
1.29,1615.95,0.0
0.0,1615.96,-1.64
0.0,1615.97,-1.23
0.0,1615.98,-0.33
0.0,1615.99,0.97
0.0,1616.0,-0.23
0.0,1616.01,0.59
0.0,1616.02,0.81
1.13,1616.03,0.62
1.28,1616.04,0.41
0.0,1616.05,-1.36
1.04,1616.06,0.69
0.0,1616.07,-2.37
0.0,1616.08,1.77
0.0,1616.09,-0.19
0.0,1616.1,-0.93
1.13,1616.11,1.97
0.0,1616.12,-0.64
0.0,1616.13,-1.48
0.0,1616.14,-0.09
0.0,1616.15,0.25
0.0,1616.16,-0.51
0.0,1616.17,1.34
0.0,1616.18,-0.55
0.0,1616.19,-0.86
0.0,1616.2,0.01
0.0,1616.21,1.01
0.0,1616.22,-0.57
0.0,1616.23,0.71
0.0,1616.24,-1.69
0.0,1616.25,0.52
0.0,1616.26,0.98
0.0,1616.27,0.62
0.0,1616.28,0.04
0.0,1616.29,-0.82
0.0,1616.3,-1.17
0.0,1616.31,0.07
0.0,1616.32,1.51
0.0,1616.33,-1.38
0.0,1616.34,0.12
0.0,1616.35,0.81
0.0,1616.36,-0.38
0.0,1616.37,1.55
1.0,1616.38,0.22
0.0,1616.39,-0.43
1.4,1616.4,1.57
0.0,1616.41,-2.21
0.0,1616.42,-1.17
0.0,1616.43,0.47
0.0,1616.44,0.9
0.0,1616.45,-1.33
1.1,1616.46,2.48
0.0,1616.47,-1.16
0.0,1616.48,-1.0
0.0,1616.49,-0.46
0.0,1616.5,1.55
0.0,1616.51,-1.38
0.0,1616.52,1.81
0.0,1616.53,-1.95
0.0,1616.54,0.3
0.0,1616.55,-0.12
0.0,1616.56,-0.07
0.0,1616.57,-0.33
0.0,1616.58,0.25
0.0,1616.59,0.28
0.0,1616.6,0.22
0.0,1616.61,-0.99
0.0,1616.62,0.49
0.0,1616.63,2.2
1.3,1616.64,0.95
0.0,1616.65,-1.43
1.32,1616.66,1.49
1.13,1616.67,-0.54
0.0,1616.68,-0.93
0.0,1616.69,-1.49
0.0,1616.7,-0.31
0.0,1616.71,-0.15
0.0,1616.72,0.88
0.0,1616.73,-0.3
0.0,1616.74,-0.06
0.0,1616.75,0.46
0.0,1616.76,-0.92
0.0,1616.77,0.87
0.0,1616.78,0.09
0.0,1616.79,-0.99
0.0,1616.8,0.88
0.0,1616.81,-0.46
0.0,1616.82,-0.32
0.0,1616.83,1.41
0.0,1616.84,-0.66
0.0,1616.85,-0.63
0.0,1616.86,-0.13
0.0,1616.87,-0.16
0.0,1616.88,-0.06
0.0,1616.89,0.91
0.0,1616.9,-0.51
0.0,1616.91,0.77
0.0,1616.92,-0.48
0.0,1616.93,-0.33
0.0,1616.94,0.15
0.0,1616.95,-0.17
0.0,1616.96,0.0
0.0,1616.97,-0.31
0.0,1616.98,0.69
0.0,1616.99,-0.63
0.0,1617.0,0.44
0.0,1617.01,0.42
0.0,1617.02,-0.16
0.0,1617.03,-0.41
0.0,1617.04,-0.09
0.0,1617.05,-0.19
0.0,1617.06,0.05
0.0,1617.07,0.11
0.0,1617.08,1.02
0.0,1617.09,-0.08
0.0,1617.1,-0.57
0.0,1617.11,0.58
0.0,1617.12,-0.88
0.0,1617.13,0.01
1.05,1617.14,2.42
0.0,1617.15,-1.25
0.0,1617.16,-0.61
0.0,1617.17,-0.76
0.0,1617.18,0.55
0.0,1617.19,-0.35
0.0,1617.2,0.15
0.0,1617.21,0.9
0.0,1617.22,-1.02
0.0,1617.23,2.17
1.03,1617.24,0.19
0.0,1617.25,-2.18
0.0,1617.26,-0.32
0.0,1617.27,0.71
0.0,1617.28,0.31
0.0,1617.29,-0.78
0.0,1617.3,0.69
0.0,1617.31,0.57
0.0,1617.32,0.86
0.0,1617.33,-1.97
0.0,1617.34,0.26
0.0,1617.35,0.21
0.0,1617.36,0.84
0.0,1617.37,0.5
0.0,1617.38,-0.45
0.0,1617.39,-1.15
0.0,1617.4,0.71
0.0,1617.41,0.14
0.0,1617.42,-1.42
