UTC time,Satellites,Speed (km/h),Heading (Degrees),Latitude,Longitude,BrakeTrigger,Dgps,Wav file,Dual Antenna Status,Height (m),Vertical velocity (km/h),Trigger event time (s),Elapsed time (s),Distance (m),Lateral acceleration (g),Longitudinal acceleration (g),Relative height (m),Radius of turn (m),Speed_|_ReplacedChannel_|__|_ContextSpecificChannel_|_f82f7070-678c-48b4-9531-f2a604a7595e,Longitudinal acceleration_|_ReplacedChannel_|__|_ContextSpecificChannel_|_f82f7070-678c-48b4-9531-f2a604a7595e (g)
042228.900,7,0.22,346.6,12°57.649418 N,77°30.795995 E,0,0,0,0,747.34,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.192905472636816,0.00
042228.910,7,0.33,307.7,12°57.649419 N,77°30.795978 E,0,0,0,0,747.41,1.43,0.00,0.01,0.00,0.64,0.33,0.00,0.00,0.192641791044776,0.00
042228.920,7,0.16,354.8,12°57.649420 N,77°30.795978 E,0,0,0,0,747.41,0.89,0.00,0.02,0.00,-0.36,-0.50,0.01,0.00,0.19307960199005,0.00
042228.930,7,0.10,273.4,12°57.649419 N,77°30.795977 E,0,0,0,0,747.41,0.76,0.00,0.03,0.00,0.40,-0.16,0.01,0.00,0.193223880597015,0.00
042228.940,7,0.08,214.6,12°57.649419 N,77°30.795977 E,0,0,0,0,747.40,-0.08,0.00,0.04,0.00,0.23,-0.06,0.01,0.00,0.194194029850746,0.00
042228.950,7,0.21,181.2,12°57.649419 N,77°30.795977 E,0,0,0,0,747.40,-0.58,0.00,0.05,0.00,0.35,0.38,0.01,0.00,0.19352736318408,0.00
042228.960,7,0.23,164.3,12°57.649418 N,77°30.795977 E,0,0,0,0,747.40,-0.40,0.00,0.06,0.00,0.19,0.04,0.01,0.00,0.193706467661692,0.00
042228.970,7,0.11,221.6,12°57.649419 N,77°30.795976 E,0,0,0,0,747.40,-0.11,0.00,0.07,0.00,-0.31,-0.34,0.01,0.00,0.195124378109453,0.00
042228.980,7,0.17,282.1,12°57.649419 N,77°30.795976 E,0,0,0,0,747.41,0.34,0.00,0.08,0.00,-0.50,0.17,0.01,0.00,0.195363184079602,0.00
042228.990,7,0.27,287.0,12°57.649420 N,77°30.795975 E,0,0,0,0,747.41,0.36,0.00,0.09,0.00,-0.06,0.28,0.01,0.00,0.194427860696518,0.00
042229.000,7,0.07,312.0,12°57.649420 N,77°30.795975 E,0,0,0,0,747.41,0.23,0.00,0.10,0.00,-0.09,-0.55,0.01,0.00,0.19407960199005,0.00
042229.010,7,0.17,244.6,12°57.649419 N,77°30.795975 E,0,0,0,0,747.41,0.04,0.00,0.11,0.00,0.56,0.27,0.01,0.00,0.193378109452736,0.00
042229.020,7,0.09,147.6,12°57.649419 N,77°30.795975 E,0,0,0,0,747.41,-0.35,0.00,0.12,0.00,0.41,-0.24,0.01,0.00,0.19392039800995,0.00
042229.030,7,0.11,140.2,12°57.649419 N,77°30.795975 E,0,0,0,0,747.41,-0.61,0.00,0.13,0.00,0.04,0.08,0.01,0.00,0.195338308457712,0.00
042229.040,7,0.10,119.7,12°57.649419 N,77°30.795975 E,0,0,0,0,747.41,-0.49,0.00,0.14,0.00,0.10,-0.03,0.01,0.00,0.196398009950249,0.00
042229.050,7,0.06,120.8,12°57.649419 N,77°30.795974 E,0,0,0,0,747.42,-0.20,0.00,0.15,0.00,0.00,-0.13,0.01,0.00,0.197412935323383,0.00
042229.060,7,0.05,253.2,12°57.649419 N,77°30.795974 E,0,0,0,0,747.42,0.43,0.00,0.16,0.00,-0.32,-0.02,0.01,0.00,0.19844776119403,0.00
042229.070,7,0.25,9.1,12°57.649421 N,77°30.795975 E,0,0,0,0,747.43,0.17,0.00,0.17,0.00,2.99,0.56,0.01,0.00,0.198437810945274,0.00
042229.080,7,0.32,319.8,12°57.649421 N,77°30.795974 E,0,0,0,0,747.43,0.41,0.00,0.18,0.00,0.79,0.21,0.01,0.00,0.198457711442786,0.00
042229.090,7,0.07,289.7,12°57.649420 N,77°30.795974 E,0,0,0,0,747.43,-0.51,0.00,0.19,0.00,0.11,-0.71,0.01,0.00,0.198611940298508,0.00
042229.100,7,0.06,18.1,12°57.649421 N,77°30.795974 E,0,0,0,0,747.43,-0.77,0.00,0.20,0.00,0.78,-0.04,0.01,0.00,0.19818407960199,0.00
042229.110,7,0.17,290.6,12°57.649421 N,77°30.795973 E,0,0,0,0,747.43,-0.33,0.00,0.21,0.00,-2.30,0.32,0.01,0.00,0.197681592039801,0.00
042229.120,7,0.18,291.2,12°57.649421 N,77°30.795973 E,0,0,0,0,747.43,-0.11,0.00,0.22,0.00,-0.01,0.03,0.01,0.00,0.197383084577115,0.00
042229.130,7,0.23,249.8,12°57.649420 N,77°30.795971 E,0,0,0,0,747.43,0.27,0.00,0.23,0.00,0.47,0.13,0.01,0.00,0.198029850746269,0.00
042229.140,7,0.14,259.2,12°57.649420 N,77°30.795971 E,0,0,0,0,747.43,0.31,0.00,0.24,0.00,-0.07,-0.25,0.01,0.00,0.198626865671642,0.00
042229.150,7,0.29,264.2,12°57.649420 N,77°30.795971 E,0,0,0,0,747.43,0.29,0.00,0.25,0.00,-0.07,0.42,0.01,0.00,0.198238805970149,0.00
042229.160,7,0.38,233.2,12°57.649419 N,77°30.795970 E,0,0,0,0,747.44,0.57,0.00,0.26,0.00,0.59,0.27,0.01,0.00,0.198014925373134,0.00
042229.170,7,0.20,237.6,12°57.649420 N,77°30.795970 E,0,0,0,0,747.44,0.49,0.00,0.27,0.00,-0.04,-0.52,0.01,0.00,0.19718407960199,0.00
042229.180,7,0.13,78.5,12°57.649421 N,77°30.795969 E,0,0,0,0,747.44,-0.16,0.00,0.28,0.00,1.05,-0.18,0.01,0.00,0.196542288557214,0.00
042229.190,7,0.35,37.9,12°57.649422 N,77°30.795970 E,0,0,0,0,747.44,-0.21,0.00,0.29,0.00,0.70,0.60,0.01,0.00,0.196014925373134,0.00
042229.200,7,0.36,61.3,12°57.649421 N,77°30.795971 E,0,0,0,0,747.43,-0.82,0.00,0.30,0.00,-0.42,0.04,0.01,0.00,0.195497512437811,0.00
042229.210,7,0.29,61.0,12°57.649422 N,77°30.795971 E,0,0,0,0,747.43,-0.70,0.00,0.31,0.00,0.00,-0.19,0.01,0.00,0.195134328358209,0.00
042229.220,7,0.06,231.3,12°57.649421 N,77°30.795969 E,0,0,0,0,747.44,0.15,0.00,0.32,0.00,-0.53,-0.65,0.01,0.00,0.195059701492537,0.00
042229.230,7,0.13,236.7,12°57.649421 N,77°30.795969 E,0,0,0,0,747.43,-0.43,0.00,0.33,0.00,-0.04,0.20,0.01,0.00,0.195129353233831,0.00
042229.240,7,0.28,263.1,12°57.649421 N,77°30.795968 E,0,0,0,0,747.43,-0.28,0.00,0.34,0.00,-0.36,0.40,0.01,0.00,0.195353233830846,0.00
042229.250,7,0.25,253.8,12°57.649421 N,77°30.795968 E,0,0,0,0,747.45,0.11,0.00,0.35,0.00,0.12,-0.07,0.01,0.00,0.195830845771144,0.00
042229.260,7,0.06,235.0,12°57.649421 N,77°30.795968 E,0,0,0,0,747.45,0.22,0.00,0.36,0.00,0.06,-0.53,0.01,0.00,0.197402985074627,0.00
042229.270,7,0.09,165.5,12°57.649421 N,77°30.795968 E,0,0,0,0,747.45,0.27,0.00,0.37,0.00,0.31,0.08,0.01,0.00,0.19834328358209,0.00
042229.280,7,0.14,115.2,12°57.649422 N,77°30.795968 E,0,0,0,0,747.46,0.08,0.00,0.38,0.00,0.34,0.13,0.01,0.00,0.198179104477612,0.00
042229.290,7,0.14,104.3,12°57.649422 N,77°30.795968 E,0,0,0,0,747.46,-0.18,0.00,0.39,0.00,0.08,0.01,0.01,0.00,0.197671641791045,0.00
042229.300,7,0.03,288.0,12°57.649422 N,77°30.795968 E,0,0,0,0,747.45,-0.33,0.00,0.40,0.00,-0.31,-0.30,0.01,0.00,0.198432835820896,0.00
042229.310,7,0.23,309.4,12°57.649422 N,77°30.795966 E,0,0,0,0,747.45,0.08,0.00,0.41,0.00,-0.24,0.54,0.01,0.00,0.198970149253731,0.00
042229.320,7,0.21,292.7,12°57.649422 N,77°30.795965 E,0,0,0,0,747.45,0.14,0.00,0.42,0.00,0.18,-0.03,0.01,0.00,0.19910447761194,0.00
042229.330,7,0.07,337.2,12°57.649422 N,77°30.795965 E,0,0,0,0,747.45,-0.06,0.00,0.43,0.00,-0.15,-0.41,0.01,0.00,0.198323383084577,0.00
042229.340,7,0.08,322.7,12°57.649422 N,77°30.795964 E,0,0,0,0,747.45,-0.31,0.00,0.44,0.00,0.05,0.02,0.01,0.00,0.198666666666667,0.00
042229.350,7,0.24,63.6,12°57.649422 N,77°30.795964 E,0,0,0,0,747.45,-0.26,0.00,0.45,0.00,3.05,0.46,0.01,0.00,0.199781094527363,0.00
042229.360,7,0.26,62.3,12°57.649422 N,77°30.795963 E,0,0,0,0,747.46,-0.23,0.00,0.46,0.00,0.02,0.05,0.01,0.00,0.200059701492537,0.00
042229.370,7,0.13,116.9,12°57.649422 N,77°30.795963 E,0,0,0,0,747.46,-0.25,0.00,0.47,0.00,-0.36,-0.35,0.01,0.00,0.200034825870647,0.00
042229.380,7,0.29,135.4,12°57.649421 N,77°30.795963 E,0,0,0,0,747.46,-0.16,0.00,0.48,0.00,-0.26,0.44,0.00,0.01,0.199716417910448,0.00
042229.390,7,0.30,113.3,12°57.649421 N,77°30.795963 E,0,0,0,0,747.46,-0.41,0.00,0.49,0.00,0.33,0.03,0.00,0.01,0.19926368159204,0.00
042229.400,7,0.12,162.1,12°57.649421 N,77°30.795962 E,0,0,0,0,747.46,0.08,0.00,0.50,0.00,-0.30,-0.50,0.00,0.00,0.198427860696517,0.00
042229.410,7,0.10,176.1,12°57.649421 N,77°30.795962 E,0,0,0,0,747.46,-0.39,0.00,0.51,0.00,-0.07,-0.07,0.00,0.00,0.1988407960199,0.00
042229.420,7,0.13,185.3,12°57.649421 N,77°30.795961 E,0,0,0,0,747.46,-0.84,0.00,0.52,0.00,-0.06,0.08,0.00,0.01,0.198925373134328,0.00
042229.430,7,0.06,47.1,12°57.649422 N,77°30.795961 E,0,0,0,0,747.46,-0.33,0.00,0.53,0.00,0.39,-0.20,0.00,0.00,0.199044776119403,0.00
042229.440,7,0.29,83.0,12°57.649422 N,77°30.795962 E,0,0,0,0,747.46,-0.24,0.00,0.54,0.00,-0.51,0.65,0.00,0.01,0.19902487562189,0.00
042229.450,7,0.07,61.0,12°57.649422 N,77°30.795961 E,0,0,0,0,747.46,0.25,0.00,0.55,0.00,0.07,-0.63,0.00,0.00,0.199169154228856,0.00
042229.460,7,0.19,77.6,12°57.649422 N,77°30.795961 E,0,0,0,0,747.47,0.31,0.00,0.56,0.00,-0.16,0.37,0.00,0.02,0.199626865671642,0.00
042229.470,7,0.39,59.9,12°57.649423 N,77°30.795960 E,0,0,0,0,747.47,0.09,0.00,0.57,0.00,0.34,0.54,0.00,0.03,0.201427860696517,0.01
042229.480,7,0.10,310.0,12°57.649423 N,77°30.795959 E,0,0,0,0,747.48,0.49,0.00,0.58,0.00,-1.20,-0.82,0.00,0.00,0.202094527363184,0.00
042229.490,7,0.12,253.9,12°57.649423 N,77°30.795958 E,0,0,0,0,747.47,0.30,0.00,0.59,0.00,0.34,0.07,0.00,0.00,0.202353233830846,0.00
042229.500,7,0.10,68.3,12°57.649423 N,77°30.795958 E,0,0,0,0,747.48,0.05,0.00,0.60,0.00,0.88,-0.08,0.00,0.00,0.202248756218905,0.00
042229.510,7,0.15,163.1,12°57.649422 N,77°30.795958 E,0,0,0,0,747.48,0.57,0.00,0.61,0.00,-0.71,0.16,0.00,0.01,0.201975124378109,0.00
042229.520,7,0.19,239.9,12°57.649422 N,77°30.795957 E,0,0,0,0,747.49,0.89,0.00,0.62,0.00,-0.70,0.09,0.00,0.32,0.201900497512438,0.00
042229.530,7,0.19,285.7,12°57.649423 N,77°30.795956 E,0,0,0,0,747.49,0.76,0.00,0.63,0.00,-0.42,0.00,0.00,0.01,0.202771144278607,0.00
042229.540,7,0.42,266.9,12°57.649423 N,77°30.795955 E,0,0,0,0,747.50,0.33,0.00,0.64,0.00,0.39,0.66,0.01,0.03,0.202611940298507,0.00
042229.550,7,0.40,263.8,12°57.649423 N,77°30.795954 E,0,0,0,0,747.50,0.26,0.00,0.65,0.00,0.06,-0.06,0.01,0.02,0.20244776119403,0.00
042229.560,7,0.12,299.1,12°57.649424 N,77°30.795954 E,0,0,0,0,747.50,-0.13,0.00,0.66,0.00,-0.21,-0.79,0.01,0.01,0.201731343283582,0.00
042229.570,7,0.12,30.5,12°57.649424 N,77°30.795954 E,0,0,0,0,747.50,-0.60,0.00,0.67,0.00,1.54,-0.01,0.01,0.01,0.201477611940298,0.00
042229.580,7,0.23,98.9,12°57.649423 N,77°30.795954 E,0,0,0,0,747.50,-0.95,0.00,0.68,0.00,-0.78,0.32,0.01,0.02,0.201293532338308,0.00
042229.590,7,0.07,143.5,12°57.649423 N,77°30.795953 E,0,0,0,0,747.50,-0.80,0.00,0.69,0.00,-0.15,-0.45,0.01,0.00,0.201502487562189,0.00
042229.600,7,0.23,228.3,12°57.649422 N,77°30.795950 E,0,0,0,0,747.50,0.02,0.00,0.70,0.00,-0.96,0.45,0.00,0.01,0.201,0.00
042229.610,7,0.16,227.8,12°57.649423 N,77°30.795950 E,0,0,0,0,747.50,-0.09,0.00,0.71,0.00,0.00,-0.21,0.00,0.01,0.200378109452736,0.00
042229.620,7,0.08,103.2,12°57.649423 N,77°30.795950 E,0,0,0,0,747.50,0.04,0.00,0.72,0.00,0.49,-0.22,0.00,0.00,0.200686567164179,0.00
042229.630,7,0.10,24.8,12°57.649423 N,77°30.795950 E,0,0,0,0,747.51,0.19,0.00,0.73,0.00,0.38,0.06,0.00,0.01,0.201208955223881,0.00
042229.640,7,0.12,49.9,12°57.649424 N,77°30.795950 E,0,0,0,0,747.50,-0.29,0.00,0.74,0.00,-0.15,0.06,0.00,0.01,0.202094527363184,0.00
042229.650,7,0.26,56.2,12°57.649424 N,77°30.795950 E,0,0,0,0,747.50,-0.30,0.00,0.75,0.00,-0.08,0.39,0.00,0.01,0.202850746268657,0.00
042229.660,7,0.39,89.1,12°57.649424 N,77°30.795950 E,0,0,0,0,747.50,-0.72,0.00,0.76,0.00,-0.64,0.38,0.00,0.02,0.20336815920398,0.00
042229.670,7,0.31,78.5,12°57.649424 N,77°30.795949 E,0,0,0,0,747.51,-0.30,0.00,0.77,0.00,0.16,-0.22,0.00,0.01,0.202756218905473,0.00
042229.680,7,0.13,50.4,12°57.649425 N,77°30.795949 E,0,0,0,0,747.51,-0.02,0.00,0.78,0.00,0.17,-0.53,0.00,0.01,0.203114427860697,0.00
042229.690,7,0.07,295.6,12°57.649424 N,77°30.795947 E,0,0,0,0,747.51,0.17,0.00,0.79,0.00,-0.87,-0.15,0.00,0.00,0.20381592039801,0.00
042229.700,7,0.16,21.9,12°57.649425 N,77°30.795948 E,0,0,0,0,747.52,0.47,0.00,0.80,0.00,2.18,0.25,0.00,0.00,0.205243781094527,0.00
042229.710,7,0.09,35.4,12°57.649425 N,77°30.795947 E,0,0,0,0,747.52,0.28,0.00,0.81,0.00,-0.06,-0.19,0.00,0.00,0.206497512437811,0.00
042229.720,7,0.13,238.2,12°57.649424 N,77°30.795945 E,0,0,0,0,747.52,0.37,0.00,0.82,0.00,-1.28,0.10,0.00,0.01,0.205557213930348,0.00
042229.730,7,0.13,185.0,12°57.649424 N,77°30.795946 E,0,0,0,0,747.52,0.04,0.00,0.83,0.00,0.35,0.01,0.00,0.02,0.205149253731343,0.00
042229.740,7,0.10,126.7,12°57.649425 N,77°30.795946 E,0,0,0,0,747.52,-0.54,0.00,0.84,0.00,0.30,-0.08,0.00,0.01,0.205099502487562,0.00
042229.750,7,0.08,167.4,12°57.649425 N,77°30.795944 E,0,0,0,0,747.53,-0.25,0.00,0.85,0.00,-0.16,-0.07,0.00,0.01,0.204636815920398,0.00
042229.760,7,0.15,167.8,12°57.649424 N,77°30.795944 E,0,0,0,0,747.52,-0.55,0.00,0.86,0.00,0.00,0.19,0.00,0.01,0.204223880597015,0.00
042229.770,7,0.01,49.0,12°57.649425 N,77°30.795944 E,0,0,0,0,747.53,-0.23,0.00,0.87,0.00,0.07,-0.38,0.00,0.00,0.203756218905473,0.00
042229.780,7,0.12,45.0,12°57.649425 N,77°30.795944 E,0,0,0,0,747.53,0.02,0.00,0.88,0.00,0.02,0.31,0.00,0.01,0.20373631840796,0.00
042229.790,7,0.13,16.0,12°57.649426 N,77°30.795944 E,0,0,0,0,747.53,0.00,0.00,0.89,0.00,0.19,0.03,0.00,0.01,0.20352736318408,0.00
042229.800,7,0.13,35.4,12°57.649426 N,77°30.795944 E,0,0,0,0,747.53,0.31,0.00,0.90,0.00,-0.13,-0.01,0.00,0.02,0.203303482587065,0.00
042229.810,7,0.09,295.5,12°57.649426 N,77°30.795943 E,0,0,0,0,747.54,0.72,0.00,0.91,0.00,-1.20,-0.11,0.00,0.10,0.202786069651741,0.00
042229.820,7,0.26,311.4,12°57.649427 N,77°30.795941 E,0,0,0,0,747.54,0.68,0.00,0.92,0.00,-0.20,0.47,0.00,1.04,0.201925373134328,0.00
042229.830,7,0.11,355.0,12°57.649427 N,77°30.795942 E,0,0,0,0,747.54,-0.20,0.00,0.93,0.00,-0.24,-0.42,0.00,0.01,0.200955223880597,0.00
042229.840,7,0.15,257.3,12°57.649426 N,77°30.795941 E,0,0,0,0,747.53,-0.46,0.00,0.94,0.00,0.73,0.12,0.00,0.02,0.200378109452736,0.00
042229.850,7,0.17,271.3,12°57.649426 N,77°30.795940 E,0,0,0,0,747.54,-0.34,0.00,0.95,0.00,-0.12,0.05,0.00,0.03,0.200238805970149,0.00
042229.860,7,0.12,55.5,12°57.649427 N,77°30.795940 E,0,0,0,0,747.54,-0.55,0.00,0.96,0.00,1.26,-0.14,0.00,0.12,0.200169154228856,0.00
042229.870,7,0.28,57.8,12°57.649427 N,77°30.795940 E,0,0,0,0,747.54,-0.64,0.00,0.97,0.00,-0.03,0.45,0.00,0.50,0.199522388059701,0.00
042229.880,7,0.25,85.8,12°57.649427 N,77°30.795940 E,0,0,0,0,747.54,-0.32,0.00,0.98,0.00,-0.35,-0.08,0.00,0.06,0.199572139303483,0.00
042229.890,7,0.11,222.6,12°57.649427 N,77°30.795939 E,0,0,0,0,747.54,0.10,0.00,0.99,0.00,-0.76,-0.39,0.00,0.01,0.199422885572139,0.00
042229.900,7,0.10,186.5,12°57.649427 N,77°30.795938 E,0,0,0,0,747.55,0.13,0.00,1.00,0.00,0.18,-0.04,0.00,0.01,0.199044776119403,0.00
042229.910,7,0.16,189.6,12°57.649426 N,77°30.795937 E,0,0,0,0,747.55,0.16,0.00,1.01,0.00,-0.03,0.18,0.00,0.05,0.198477611940299,0.00
042229.920,7,0.30,215.4,12°57.649426 N,77°30.795937 E,0,0,0,0,747.56,0.45,0.00,1.02,0.00,-0.39,0.40,0.00,0.06,0.197820895522388,0.00
042229.930,7,0.25,224.7,12°57.649426 N,77°30.795936 E,0,0,0,0,747.56,0.15,0.00,1.03,0.00,-0.11,-0.17,0.00,0.05,0.197776119402985,0.00
042229.940,7,0.41,240.8,12°57.649426 N,77°30.795935 E,0,0,0,0,747.56,0.35,0.00,1.04,0.00,-0.33,0.47,0.00,0.02,0.197905472636816,0.00
042229.950,7,0.08,284.7,12°57.649426 N,77°30.795936 E,0,0,0,0,747.56,0.31,0.00,1.05,0.00,-0.18,-0.93,0.00,0.00,0.198398009950249,0.00
042229.960,7,0.25,37.0,12°57.649427 N,77°30.795936 E,0,0,0,0,747.56,0.44,0.00,1.06,0.00,3.09,0.48,0.00,0.01,0.198751243781095,0.00
042229.970,7,0.50,54.3,12°57.649428 N,77°30.795938 E,0,0,0,0,747.56,-0.15,0.00,1.07,0.00,-0.43,0.71,0.00,0.01,0.199880597014925,0.00
042229.980,7,0.26,48.4,12°57.649428 N,77°30.795936 E,0,0,0,0,747.56,0.24,0.00,1.08,0.00,0.08,-0.67,0.00,0.01,0.2001592039801,0.00
042229.990,7,0.03,140.4,12°57.649427 N,77°30.795935 E,0,0,0,0,747.57,0.21,0.00,1.09,0.00,-0.13,-0.67,0.00,0.00,0.19963184079602,0.00
042230.000,7,0.15,172.8,12°57.649426 N,77°30.795934 E,0,0,0,0,747.57,0.11,0.00,1.10,0.00,-0.23,0.33,0.00,0.00,0.199064676616915,0.00
042230.010,7,0.08,174.9,12°57.649427 N,77°30.795934 E,0,0,0,0,747.57,0.57,0.00,1.11,0.00,-0.01,-0.20,0.00,0.00,0.199174129353234,0.00
042230.020,7,0.33,227.4,12°57.649426 N,77°30.795933 E,0,0,0,0,747.58,0.74,0.00,1.12,0.00,-0.84,0.71,0.00,0.01,0.199701492537313,0.00
042230.030,7,0.50,236.7,12°57.649425 N,77°30.795932 E,0,0,0,0,747.58,0.61,0.00,1.13,0.00,-0.23,0.50,0.00,0.01,0.199791044776119,0.00
042230.040,7,0.43,261.4,12°57.649426 N,77°30.795931 E,0,0,0,0,747.59,1.07,0.00,1.14,0.00,-0.52,-0.20,0.01,0.01,0.199457711442786,0.00
042230.050,7,0.42,270.3,12°57.649427 N,77°30.795929 E,0,0,0,0,747.59,0.63,0.00,1.15,0.00,-0.18,-0.03,0.01,0.01,0.199641791044776,0.00
042230.060,7,0.42,278.0,12°57.649427 N,77°30.795929 E,0,0,0,0,747.59,0.35,0.00,1.16,0.00,-0.16,0.01,0.01,0.01,0.200487562189055,0.00
042230.070,7,0.21,312.8,12°57.649428 N,77°30.795930 E,0,0,0,0,747.59,-0.08,0.00,1.17,0.00,-0.37,-0.59,0.01,0.00,0.201203980099502,0.00
042230.080,7,0.22,341.5,12°57.649428 N,77°30.795929 E,0,0,0,0,747.59,0.41,0.00,1.18,0.00,-0.31,0.02,0.01,0.01,0.200830845771144,0.00
042230.090,7,0.25,349.9,12°57.649428 N,77°30.795928 E,0,0,0,0,747.59,0.16,0.00,1.19,0.00,-0.10,0.08,0.01,0.01,0.199915422885572,0.00
042230.100,7,0.13,315.1,12°57.649428 N,77°30.795926 E,0,0,0,0,747.60,0.30,0.00,1.20,0.00,0.22,-0.33,0.01,0.01,0.201363184079602,0.00
042230.110,7,0.12,43.6,12°57.649428 N,77°30.795927 E,0,0,0,0,747.60,0.55,0.00,1.21,0.00,1.54,-0.04,0.01,0.01,0.20226368159204,0.00
042230.120,7,0.16,89.3,12°57.649428 N,77°30.795926 E,0,0,0,0,747.60,0.11,0.00,1.22,0.00,-0.35,0.12,0.02,0.01,0.202318407960199,0.00
042230.130,7,0.35,78.1,12°57.649428 N,77°30.795927 E,0,0,0,0,747.60,-0.26,0.00,1.23,0.00,0.19,0.54,0.02,0.01,0.201825870646766,0.00
042230.140,7,0.34,78.2,12°57.649429 N,77°30.795927 E,0,0,0,0,747.61,-0.04,0.00,1.24,0.00,0.00,-0.03,0.02,0.01,0.201830845771144,0.00
042230.150,7,0.14,99.0,12°57.649429 N,77°30.795925 E,0,0,0,0,747.61,0.12,0.00,1.25,0.00,-0.14,-0.56,0.02,0.00,0.201651741293532,0.00
042230.160,7,0.17,117.1,12°57.649428 N,77°30.795926 E,0,0,0,0,747.61,-0.05,0.00,1.26,0.00,-0.15,0.09,0.02,0.00,0.200935323383085,0.00
042230.170,7,0.05,199.8,12°57.649428 N,77°30.795925 E,0,0,0,0,747.62,-0.02,0.00,1.27,0.00,-0.20,-0.35,0.02,0.00,0.200119402985075,0.00
042230.180,7,0.09,233.6,12°57.649428 N,77°30.795925 E,0,0,0,0,747.62,-0.17,0.00,1.28,0.00,-0.15,0.11,0.02,0.00,0.19981592039801,0.00
042230.190,7,0.11,185.4,12°57.649428 N,77°30.795924 E,0,0,0,0,747.62,-0.33,0.00,1.29,0.00,0.26,0.07,0.02,0.00,0.199716417910448,0.00
042230.200,7,0.11,163.6,12°57.649428 N,77°30.795924 E,0,0,0,0,747.62,-0.27,0.00,1.30,0.00,0.12,0.01,0.02,0.00,0.198636815920398,0.00
042230.210,7,0.14,165.5,12°57.649428 N,77°30.795923 E,0,0,0,0,747.61,-0.62,0.00,1.31,0.00,-0.01,0.09,0.02,0.00,0.197532338308458,0.00
042230.220,7,0.20,84.6,12°57.649428 N,77°30.795924 E,0,0,0,0,747.62,-0.30,0.00,1.32,0.00,0.80,0.16,0.01,0.00,0.196223880597015,0.00
042230.230,7,0.23,97.7,12°57.649428 N,77°30.795924 E,0,0,0,0,747.62,-0.79,0.00,1.33,0.00,-0.15,0.08,0.01,0.00,0.196412935323383,0.00
042230.240,7,0.26,96.8,12°57.649428 N,77°30.795923 E,0,0,0,0,747.62,-0.91,0.00,1.34,0.00,0.01,0.09,0.01,0.00,0.196756218905473,0.00
042230.250,7,0.31,252.8,12°57.649428 N,77°30.795922 E,0,0,0,0,747.63,0.19,0.00,1.35,0.00,-2.41,0.14,0.01,0.00,0.196373134328358,0.00
042230.260,7,0.53,262.3,12°57.649428 N,77°30.795921 E,0,0,0,0,747.63,0.25,0.00,1.36,0.00,-0.25,0.62,0.01,0.01,0.195905472636816,0.00
042230.270,7,0.41,257.7,12°57.649428 N,77°30.795921 E,0,0,0,0,747.63,0.29,0.00,1.37,0.00,0.09,-0.36,0.01,0.00,0.196875621890547,0.00
042230.280,7,0.18,262.4,12°57.649428 N,77°30.795919 E,0,0,0,0,747.63,0.09,0.00,1.38,0.00,-0.04,-0.63,0.01,0.00,0.19752736318408,0.00
042230.290,7,0.11,94.3,12°57.649429 N,77°30.795918 E,0,0,0,0,747.63,-0.33,0.00,1.39,0.00,0.95,-0.20,0.01,0.00,0.197771144278607,0.00
042230.300,7,0.37,105.4,12°57.649428 N,77°30.795919 E,0,0,0,0,747.63,-0.46,0.00,1.40,0.00,-0.20,0.72,0.01,0.00,0.197318407960199,0.00
042230.310,7,0.32,98.5,12°57.649428 N,77°30.795919 E,0,0,0,0,747.64,-0.02,0.00,1.41,0.00,0.11,-0.13,0.01,0.00,0.197875621890547,0.00
042230.320,7,0.24,75.6,12°57.649429 N,77°30.795918 E,0,0,0,0,747.64,-0.23,0.00,1.42,0.00,0.28,-0.23,0.01,0.00,0.198194029850746,0.00
042230.330,7,0.06,155.2,12°57.649428 N,77°30.795918 E,0,0,0,0,747.64,0.20,0.00,1.43,0.00,-0.23,-0.52,0.01,0.00,0.198009950248756,0.00
042230.340,7,0.29,235.1,12°57.649428 N,77°30.795917 E,0,0,0,0,747.65,0.83,0.00,1.44,0.00,-1.13,0.64,0.01,0.00,0.198930348258706,0.00
042230.350,7,0.44,260.6,12°57.649428 N,77°30.795916 E,0,0,0,0,747.65,0.45,0.00,1.45,0.00,-0.56,0.44,0.01,0.00,0.198880597014925,0.00
042230.360,7,0.27,258.2,12°57.649428 N,77°30.795915 E,0,0,0,0,747.65,-0.01,0.00,1.46,0.00,0.03,-0.48,0.01,0.00,0.198681592039801,0.00
042230.370,7,0.21,255.7,12°57.649428 N,77°30.795914 E,0,0,0,0,747.65,0.10,0.00,1.47,0.00,0.03,-0.17,0.01,0.00,0.197870646766169,0.00
042230.380,7,0.15,313.8,12°57.649429 N,77°30.795913 E,0,0,0,0,747.65,-0.33,0.00,1.48,0.00,-0.44,-0.17,0.01,0.00,0.198248756218905,0.00
042230.390,7,0.13,16.7,12°57.649429 N,77°30.795913 E,0,0,0,0,747.66,-0.10,0.00,1.49,0.00,1.84,-0.08,0.01,0.00,0.197776119402985,0.00
042230.400,7,0.05,40.3,12°57.649429 N,77°30.795913 E,0,0,0,0,747.66,0.00,0.00,1.50,0.00,-0.06,-0.22,0.01,0.00,0.196796019900497,0.00
