UTC time,Satellites,Speed (km/h),Heading (Degrees),Latitude,Longitude,BrakeTrigger,Dgps,Wav file,Dual Antenna Status,Height (m),Vertical velocity (km/h),Trigger event time (s),Elapsed time (s),Distance (m),Lateral acceleration (g),Longitudinal acceleration (g),Relative height (m),Radius of turn (m),Speed_|_ReplacedChannel_|__|_ContextSpecificChannel_|_f82f7070-678c-48b4-9531-f2a604a7595e,Longitudinal acceleration_|_ReplacedChannel_|__|_ContextSpecificChannel_|_f82f7070-678c-48b4-9531-f2a604a7595e (g)
144616.790,7,0.17,131.4,12°56.657438 N,77°31.780271 E,0,0,0,0,736.59,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.233731343283582,0.00
144616.800,7,0.07,43.9,12°56.657438 N,77°31.780271 E,0,0,0,0,736.59,0.29,0.00,0.01,0.00,0.29,-0.29,0.00,0.00,0.233835820895523,0.00
144616.810,7,0.05,215.7,12°56.657438 N,77°31.780270 E,0,0,0,0,736.59,-0.33,0.00,0.02,0.00,-0.41,-0.05,0.00,0.00,0.234666666666667,0.00
144616.820,7,0.18,289.2,12°56.657438 N,77°31.780270 E,0,0,0,0,736.59,-0.35,0.00,0.03,0.00,-0.66,0.38,0.00,0.00,0.235139303482587,0.00
144616.830,7,0.26,307.9,12°56.657439 N,77°31.780270 E,0,0,0,0,736.59,-0.42,0.00,0.04,0.00,-0.24,0.23,0.00,0.00,0.236164179104478,0.00
144616.840,7,0.27,170.8,12°56.657437 N,77°31.780271 E,0,0,0,0,736.59,-0.48,0.00,0.05,0.00,1.80,0.01,0.00,0.00,0.235980099502488,0.00
144616.850,7,0.31,181.3,12°56.657437 N,77°31.780271 E,0,0,0,0,736.59,-0.19,0.00,0.06,0.00,-0.16,0.13,0.00,0.00,0.235457711442786,0.00
144616.860,7,0.53,210.9,12°56.657436 N,77°31.780269 E,0,0,0,0,736.58,-0.47,0.00,0.07,0.00,-0.77,0.62,0.00,0.00,0.236606965174129,0.00
144616.870,7,0.47,203.5,12°56.657436 N,77°31.780269 E,0,0,0,0,736.58,-0.30,0.00,0.08,0.00,0.17,-0.16,0.00,0.00,0.238477611940299,0.01
144616.880,7,0.16,205.5,12°56.657437 N,77°31.780270 E,0,0,0,0,736.58,0.08,0.00,0.09,0.00,-0.02,-0.88,0.00,0.00,0.24018407960199,0.00
144616.890,7,0.26,155.9,12°56.657436 N,77°31.780270 E,0,0,0,0,736.59,0.72,0.00,0.10,0.00,0.64,0.28,0.00,0.00,0.240671641791045,0.00
144616.900,7,0.13,127.1,12°56.657436 N,77°31.780270 E,0,0,0,0,736.58,0.04,0.00,0.11,0.00,0.19,-0.36,0.00,0.00,0.240825870646766,0.00
144616.910,7,0.32,53.4,12°56.657438 N,77°31.780271 E,0,0,0,0,736.58,-0.27,0.00,0.12,0.00,1.16,0.52,0.00,0.00,0.241611940298508,0.00
144616.920,7,0.30,57.6,12°56.657438 N,77°31.780272 E,0,0,0,0,736.59,0.27,0.00,0.13,0.00,-0.06,-0.06,0.00,0.00,0.243134328358209,0.00
144616.930,7,0.13,171.1,12°56.657436 N,77°31.780271 E,0,0,0,0,736.58,0.09,0.00,0.14,0.00,-0.74,-0.47,0.00,0.00,0.243348258706468,0.00
144616.940,7,0.09,10.5,12°56.657437 N,77°31.780271 E,0,0,0,0,736.58,-0.18,0.00,0.15,0.00,0.72,-0.11,0.00,0.00,0.242601990049751,0.00
144616.950,7,0.23,78.9,12°56.657437 N,77°31.780272 E,0,0,0,0,736.58,0.09,0.00,0.16,0.00,-0.76,0.38,0.00,0.00,0.243378109452736,0.00
144616.960,7,0.38,44.2,12°56.657438 N,77°31.780273 E,0,0,0,0,736.58,0.36,0.00,0.17,0.00,0.64,0.43,0.00,0.00,0.243810945273632,0.00
144616.970,7,0.50,47.2,12°56.657440 N,77°31.780273 E,0,0,0,0,736.59,0.26,0.00,0.18,0.00,-0.07,0.36,0.00,0.00,0.244427860696518,0.00
144616.980,7,0.14,312.1,12°56.657439 N,77°31.780272 E,0,0,0,0,736.59,0.04,0.00,0.19,0.00,-1.82,-1.03,0.00,0.00,0.245388059701493,0.00
144616.990,7,0.06,312.0,12°56.657438 N,77°31.780272 E,0,0,0,0,736.58,-0.02,0.00,0.20,0.00,0.00,-0.24,0.00,0.00,0.246557213930348,0.00
144617.000,7,0.28,64.0,12°56.657439 N,77°31.780273 E,0,0,0,0,736.58,0.00,0.00,0.21,0.00,3.37,0.62,0.00,0.00,0.248308457711443,0.00
144617.010,7,0.18,153.4,12°56.657437 N,77°31.780273 E,0,0,0,0,736.58,-0.22,0.00,0.22,0.00,-0.80,-0.27,0.00,0.00,0.248771144278607,0.00
144617.020,7,0.57,212.1,12°56.657435 N,77°31.780271 E,0,0,0,0,736.58,-0.10,0.00,0.23,0.00,-1.66,1.11,0.00,0.00,0.249786069651741,0.00
144617.030,7,0.36,230.0,12°56.657437 N,77°31.780271 E,0,0,0,0,736.58,0.02,0.00,0.24,0.00,-0.32,-0.59,0.00,0.00,0.249880597014926,0.00
144617.040,7,0.26,304.2,12°56.657438 N,77°31.780271 E,0,0,0,0,736.58,-0.16,0.00,0.25,0.00,-0.96,-0.28,0.00,0.00,0.24926368159204,0.00
144617.050,7,0.30,316.3,12°56.657439 N,77°31.780271 E,0,0,0,0,736.58,-0.38,0.00,0.26,0.00,-0.18,0.10,0.00,0.00,0.249313432835821,0.00
144617.060,7,0.38,288.5,12°56.657439 N,77°31.780270 E,0,0,0,0,736.57,-1.00,0.00,0.27,0.00,0.52,0.22,0.00,0.00,0.249616915422886,0.00
144617.070,7,0.72,243.4,12°56.657437 N,77°31.780268 E,0,0,0,0,736.57,-1.04,0.00,0.28,0.00,1.61,0.98,-0.01,0.00,0.249442786069652,0.00
144617.080,7,0.67,238.1,12°56.657437 N,77°31.780268 E,0,0,0,0,736.57,-0.66,0.00,0.29,0.00,0.17,-0.16,-0.01,0.00,0.250174129353234,0.00
144617.090,7,0.47,267.4,12°56.657438 N,77°31.780268 E,0,0,0,0,736.57,-0.75,0.00,0.30,0.00,-0.68,-0.55,-0.01,0.00,0.250880597014925,0.00
144617.100,7,0.23,238.4,12°56.657438 N,77°31.780269 E,0,0,0,0,736.57,-0.19,0.00,0.31,0.00,0.33,-0.68,-0.01,0.00,0.251850746268657,0.00
144617.110,7,0.22,200.3,12°56.657437 N,77°31.780269 E,0,0,0,0,736.57,-0.12,0.00,0.32,0.00,0.41,-0.04,-0.01,0.00,0.253144278606965,0.00
144617.120,7,0.16,185.7,12°56.657437 N,77°31.780269 E,0,0,0,0,736.57,-0.25,0.00,0.33,0.00,0.12,-0.16,-0.01,0.00,0.254995024875622,0.01
144617.130,7,0.15,210.7,12°56.657437 N,77°31.780269 E,0,0,0,0,736.56,-0.69,0.00,0.34,0.00,-0.19,-0.03,-0.01,0.00,0.25652736318408,0.00
144617.140,7,0.20,39.0,12°56.657439 N,77°31.780270 E,0,0,0,0,736.57,-0.42,0.00,0.35,0.00,1.72,0.14,-0.02,0.00,0.256786069651741,0.00
144617.150,7,0.29,54.6,12°56.657439 N,77°31.780271 E,0,0,0,0,736.57,0.08,0.00,0.36,0.00,-0.23,0.26,-0.02,0.00,0.257258706467662,0.00
144617.160,7,0.23,324.2,12°56.657439 N,77°31.780269 E,0,0,0,0,736.56,-0.50,0.00,0.37,0.00,-3.04,-0.19,-0.02,0.00,0.257477611940299,0.00
144617.170,7,0.23,252.8,12°56.657437 N,77°31.780269 E,0,0,0,0,736.56,-0.09,0.00,0.38,0.00,0.80,0.00,-0.02,0.00,0.258537313432836,0.00
144617.180,7,0.27,227.6,12°56.657437 N,77°31.780268 E,0,0,0,0,736.56,0.17,0.00,0.39,0.00,0.34,0.12,-0.02,0.00,0.260835820895522,0.01
144617.190,7,0.19,65.6,12°56.657438 N,77°31.780270 E,0,0,0,0,736.56,0.10,0.00,0.40,0.00,1.55,-0.22,-0.02,0.00,0.262417910447761,0.00
144617.200,7,0.13,103.3,12°56.657438 N,77°31.780270 E,0,0,0,0,736.56,0.13,0.00,0.41,0.00,-0.24,-0.19,-0.02,0.00,0.262616915422886,0.00
144617.210,7,0.31,70.3,12°56.657440 N,77°31.780274 E,0,0,0,0,736.57,0.58,0.00,0.42,0.00,0.51,0.52,-0.02,0.00,0.26289552238806,0.00
144617.220,7,0.35,84.7,12°56.657440 N,77°31.780275 E,0,0,0,0,736.57,0.36,0.00,0.43,0.00,-0.25,0.12,-0.02,0.00,0.263154228855721,0.00
144617.230,7,0.27,80.2,12°56.657440 N,77°31.780274 E,0,0,0,0,736.57,-0.03,0.00,0.44,0.00,0.06,-0.24,-0.02,0.00,0.263492537313433,0.00
144617.240,7,0.07,82.9,12°56.657440 N,77°31.780274 E,0,0,0,0,736.56,-0.08,0.00,0.45,0.00,-0.01,-0.55,-0.02,0.00,0.263890547263682,0.00
144617.250,7,0.30,158.6,12°56.657439 N,77°31.780274 E,0,0,0,0,736.56,-0.03,0.00,0.46,0.00,-1.13,0.65,-0.02,0.00,0.263353233830846,0.00
144617.260,7,0.18,181.7,12°56.657439 N,77°31.780273 E,0,0,0,0,736.56,0.09,0.00,0.47,0.00,-0.21,-0.34,-0.02,0.00,0.263114427860696,0.00
144617.270,7,0.13,266.6,12°56.657440 N,77°31.780273 E,0,0,0,0,736.56,0.07,0.00,0.48,0.00,-0.56,-0.13,-0.02,0.00,0.263373134328358,0.00
144617.280,7,0.14,284.0,12°56.657441 N,77°31.780273 E,0,0,0,0,736.55,-0.17,0.00,0.49,0.00,-0.12,0.01,-0.02,0.00,0.263731343283582,0.00
144617.290,7,0.07,269.7,12°56.657440 N,77°31.780273 E,0,0,0,0,736.56,0.42,0.00,0.50,0.00,0.05,-0.19,-0.02,0.00,0.26389552238806,0.00
144617.300,7,0.20,277.3,12°56.657441 N,77°31.780273 E,0,0,0,0,736.56,0.38,0.00,0.51,0.00,-0.07,0.37,-0.02,0.01,0.263945273631841,0.00
144617.310,7,0.13,323.8,12°56.657441 N,77°31.780273 E,0,0,0,0,736.56,0.26,0.00,0.52,0.00,-0.29,-0.20,-0.02,0.01,0.264616915422886,0.00
144617.320,7,0.38,14.6,12°56.657442 N,77°31.780274 E,0,0,0,0,736.56,0.06,0.00,0.53,0.00,-0.96,0.72,-0.01,0.02,0.265726368159204,0.00
144617.330,7,0.54,36.2,12°56.657443 N,77°31.780275 E,0,0,0,0,736.56,0.40,0.00,0.54,0.00,-0.58,0.46,-0.01,0.02,0.265880597014925,0.00
144617.340,7,0.44,45.3,12°56.657443 N,77°31.780276 E,0,0,0,0,736.56,0.53,0.00,0.55,0.00,-0.20,-0.28,-0.01,0.01,0.267059701492537,0.00
144617.350,7,0.19,189.3,12°56.657441 N,77°31.780274 E,0,0,0,0,736.56,0.32,0.00,0.56,0.00,-1.35,-0.71,-0.01,0.08,0.26855223880597,0.00
144617.360,7,0.58,233.5,12°56.657440 N,77°31.780272 E,0,0,0,0,736.55,-0.54,0.00,0.57,0.00,-1.27,1.11,-0.01,0.09,0.270378109452736,0.01
144617.370,7,0.34,244.0,12°56.657440 N,77°31.780272 E,0,0,0,0,736.55,-0.77,0.00,0.58,0.00,-0.18,-0.69,-0.01,0.08,0.272283582089552,0.01
144617.380,7,0.46,268.2,12°56.657441 N,77°31.780272 E,0,0,0,0,736.55,-0.45,0.00,0.59,0.00,-0.55,0.35,-0.01,0.06,0.273731343283582,0.00
144617.390,7,0.23,251.2,12°56.657441 N,77°31.780272 E,0,0,0,0,736.55,-0.43,0.00,0.60,0.00,0.19,-0.66,-0.01,0.04,0.273771144278607,0.00
144617.400,7,0.21,158.5,12°56.657440 N,77°31.780274 E,0,0,0,0,736.55,-0.24,0.00,0.61,0.00,0.96,-0.05,-0.02,0.65,0.27452736318408,0.00
144617.410,7,0.46,77.2,12°56.657442 N,77°31.780276 E,0,0,0,0,736.56,0.47,0.00,0.62,0.00,1.87,0.72,-0.02,0.08,0.274746268656716,0.00
144617.420,7,0.52,71.9,12°56.657442 N,77°31.780276 E,0,0,0,0,736.55,0.21,0.00,0.63,0.00,0.13,0.15,-0.01,0.23,0.27571144278607,0.00
144617.430,7,0.51,50.3,12°56.657443 N,77°31.780276 E,0,0,0,0,736.55,0.29,0.00,0.64,0.00,0.55,-0.01,-0.01,0.58,0.275791044776119,0.00
144617.440,7,0.32,44.6,12°56.657443 N,77°31.780276 E,0,0,0,0,736.55,0.65,0.00,0.65,0.00,0.09,-0.56,-0.01,0.02,0.275223880597015,0.00
144617.450,7,0.35,331.1,12°56.657444 N,77°31.780274 E,0,0,0,0,736.55,0.54,0.00,0.66,0.00,-5.00,0.10,-0.01,0.07,0.276238805970149,0.00
144617.460,7,0.24,283.1,12°56.657444 N,77°31.780274 E,0,0,0,0,736.55,-0.05,0.00,0.67,0.00,0.57,-0.32,-0.01,0.01,0.276935323383085,0.00
144617.470,7,0.59,241.2,12°56.657443 N,77°31.780273 E,0,0,0,0,736.55,-0.89,0.00,0.68,0.01,1.23,1.00,-0.01,0.03,0.278373134328358,0.00
144617.480,7,0.75,223.8,12°56.657442 N,77°31.780272 E,0,0,0,0,736.55,-1.08,0.00,0.69,0.01,0.65,0.45,-0.01,0.03,0.281064676616915,0.01
144617.490,7,0.64,213.0,12°56.657441 N,77°31.780273 E,0,0,0,0,736.55,-0.94,0.00,0.70,0.01,0.34,-0.33,-0.02,0.05,0.28471144278607,0.01
144617.500,7,0.22,213.3,12°56.657441 N,77°31.780273 E,0,0,0,0,736.54,-0.72,0.00,0.71,0.01,0.00,-1.19,-0.02,0.02,0.286049751243781,0.00
144617.510,7,0.18,106.7,12°56.657442 N,77°31.780274 E,0,0,0,0,736.55,0.16,0.00,0.72,0.01,0.93,-0.11,-0.02,0.00,0.286796019900498,0.00
144617.520,7,0.10,119.8,12°56.657442 N,77°31.780274 E,0,0,0,0,736.54,-0.46,0.00,0.73,0.01,-0.06,-0.23,-0.02,0.00,0.28707960199005,0.00
144617.530,7,0.40,96.9,12°56.657442 N,77°31.780276 E,0,0,0,0,736.54,-0.36,0.00,0.74,0.01,0.45,0.86,-0.02,0.01,0.288616915422886,0.00
144617.540,7,0.52,43.3,12°56.657445 N,77°31.780276 E,0,0,0,0,736.54,-0.25,0.00,0.75,0.01,1.37,0.34,-0.02,0.01,0.290751243781095,0.01
144617.550,7,0.11,70.5,12°56.657443 N,77°31.780275 E,0,0,0,0,736.54,-0.77,0.00,0.76,0.01,-0.14,-1.17,-0.02,0.00,0.292507462686567,0.00
144617.560,7,0.09,113.9,12°56.657443 N,77°31.780275 E,0,0,0,0,736.53,-0.49,0.00,0.77,0.01,-0.19,-0.05,-0.02,0.00,0.294194029850746,0.00
144617.570,7,0.26,339.6,12°56.657444 N,77°31.780275 E,0,0,0,0,736.53,-0.51,0.00,0.78,0.01,-2.85,0.47,-0.03,0.00,0.295213930348259,0.00
144617.580,7,0.47,320.8,12°56.657445 N,77°31.780273 E,0,0,0,0,736.53,-0.46,0.00,0.79,0.01,0.43,0.60,-0.03,0.01,0.29563184079602,0.00
144617.590,7,0.38,310.2,12°56.657445 N,77°31.780273 E,0,0,0,0,736.53,-0.49,0.00,0.80,0.01,0.20,-0.25,-0.03,0.00,0.296616915422886,0.00
144617.600,7,0.25,257.7,12°56.657444 N,77°31.780273 E,0,0,0,0,736.53,-0.46,0.00,0.81,0.01,0.65,-0.36,-0.03,0.00,0.297363184079602,0.00
144617.610,7,0.03,83.7,12°56.657445 N,77°31.780274 E,0,0,0,0,736.53,-0.11,0.00,0.82,0.01,0.24,-0.63,-0.03,0.00,0.297776119402985,0.00
144617.620,7,0.34,61.0,12°56.657445 N,77°31.780275 E,0,0,0,0,736.54,0.76,0.00,0.83,0.01,0.38,0.88,-0.03,0.00,0.297542288557214,0.00
144617.630,7,0.21,100.3,12°56.657444 N,77°31.780275 E,0,0,0,0,736.54,0.36,0.00,0.84,0.01,-0.42,-0.35,-0.03,0.00,0.297218905472637,0.00
144617.640,7,0.13,47.1,12°56.657445 N,77°31.780274 E,0,0,0,0,736.54,0.31,0.00,0.85,0.01,0.33,-0.25,-0.03,0.00,0.298358208955224,0.00
144617.650,7,0.18,344.0,12°56.657446 N,77°31.780274 E,0,0,0,0,736.54,0.60,0.00,0.86,0.01,-2.60,0.14,-0.03,0.00,0.299044776119403,0.00
144617.660,7,0.37,245.7,12°56.657445 N,77°31.780272 E,0,0,0,0,736.54,0.64,0.00,0.87,0.01,1.78,0.54,-0.03,0.00,0.298756218905473,0.00
144617.670,7,0.36,213.9,12°56.657444 N,77°31.780273 E,0,0,0,0,736.54,0.61,0.00,0.88,0.01,0.57,-0.01,-0.03,0.00,0.299069651741294,0.00
144617.680,7,0.67,217.6,12°56.657443 N,77°31.780271 E,0,0,0,0,736.54,0.07,0.00,0.89,0.01,-0.12,0.88,-0.03,0.01,0.30063184079602,0.00
144617.690,7,0.41,198.3,12°56.657443 N,77°31.780272 E,0,0,0,0,736.54,0.11,0.00,0.90,0.01,0.39,-0.75,-0.03,0.00,0.300875621890547,0.00
144617.700,7,0.45,206.1,12°56.657443 N,77°31.780272 E,0,0,0,0,736.54,-0.04,0.00,0.91,0.01,-0.17,0.10,-0.02,0.01,0.302582089552239,0.00
144617.710,7,0.29,115.5,12°56.657444 N,77°31.780274 E,0,0,0,0,736.54,0.44,0.00,0.92,0.01,1.30,-0.44,-0.02,0.00,0.304731343283582,0.01
144617.720,7,0.22,50.0,12°56.657445 N,77°31.780274 E,0,0,0,0,736.54,-0.01,0.00,0.93,0.01,0.72,-0.19,-0.02,0.00,0.307810945273632,0.01
144617.730,7,0.11,212.5,12°56.657444 N,77°31.780273 E,0,0,0,0,736.54,-0.39,0.00,0.94,0.01,-0.87,-0.33,-0.02,0.00,0.308656716417911,0.00
144617.740,7,0.17,328.0,12°56.657445 N,77°31.780272 E,0,0,0,0,736.54,0.02,0.00,0.95,0.01,-0.97,0.18,-0.02,0.00,0.308328358208955,0.00
144617.750,7,0.56,15.6,12°56.657448 N,77°31.780273 E,0,0,0,0,736.54,0.53,0.00,0.96,0.01,-1.31,1.09,-0.02,0.01,0.309402985074627,0.00
144617.760,7,0.53,15.8,12°56.657448 N,77°31.780273 E,0,0,0,0,736.53,0.11,0.00,0.97,0.01,-0.01,-0.07,-0.02,0.01,0.310144278606965,0.00
144617.770,7,0.36,39.8,12°56.657448 N,77°31.780274 E,0,0,0,0,736.53,-0.47,0.00,0.98,0.01,-0.42,-0.50,-0.02,0.01,0.311004975124378,0.00
144617.780,7,0.18,147.2,12°56.657446 N,77°31.780273 E,0,0,0,0,736.52,-0.86,0.00,0.99,0.01,-0.94,-0.51,-0.02,0.00,0.312124378109453,0.00
144617.790,7,0.18,349.3,12°56.657447 N,77°31.780273 E,0,0,0,0,736.53,-0.37,0.00,1.00,0.01,-1.81,0.01,-0.02,0.00,0.313855721393035,0.00
144617.800,7,0.19,352.4,12°56.657447 N,77°31.780273 E,0,0,0,0,736.53,-0.47,0.00,1.01,0.01,-0.03,0.03,-0.03,0.00,0.316109452736318,0.01
144617.810,7,0.34,211.7,12°56.657445 N,77°31.780272 E,0,0,0,0,736.52,-0.83,0.00,1.02,0.01,2.34,0.41,-0.03,0.00,0.316731343283582,0.00
144617.820,7,0.26,223.4,12°56.657445 N,77°31.780273 E,0,0,0,0,736.53,-0.62,0.00,1.03,0.01,-0.15,-0.20,-0.03,0.00,0.318388059701493,0.00
144617.830,7,0.38,226.9,12°56.657445 N,77°31.780272 E,0,0,0,0,736.53,-0.13,0.00,1.04,0.01,-0.07,0.31,-0.03,0.00,0.318850746268657,0.00
144617.840,7,0.13,222.9,12°56.657446 N,77°31.780273 E,0,0,0,0,736.53,-0.05,0.00,1.05,0.01,0.03,-0.69,-0.03,0.00,0.318049751243781,0.00
144617.850,7,0.06,163.5,12°56.657446 N,77°31.780274 E,0,0,0,0,736.53,0.02,0.00,1.06,0.01,0.19,-0.19,-0.03,0.00,0.31744776119403,0.00
144617.860,7,0.40,86.9,12°56.657447 N,77°31.780275 E,0,0,0,0,736.53,0.11,0.00,1.07,0.01,1.51,0.95,-0.03,0.00,0.316398009950249,0.00
144617.870,7,0.55,75.6,12°56.657448 N,77°31.780276 E,0,0,0,0,736.53,0.29,0.00,1.08,0.01,0.30,0.41,-0.03,0.00,0.315995024875622,0.00
144617.880,7,0.51,105.1,12°56.657447 N,77°31.780276 E,0,0,0,0,736.53,0.29,0.00,1.09,0.01,-0.75,-0.09,-0.03,0.00,0.315676616915423,0.00
144617.890,7,0.27,138.7,12°56.657446 N,77°31.780275 E,0,0,0,0,736.53,0.38,0.00,1.10,0.01,-0.44,-0.69,-0.03,0.00,0.316283582089552,0.00
144617.900,7,0.20,217.4,12°56.657446 N,77°31.780274 E,0,0,0,0,736.53,0.59,0.00,1.11,0.01,-0.78,-0.19,-0.03,0.00,0.316651741293532,0.00
144617.910,7,0.33,203.7,12°56.657445 N,77°31.780274 E,0,0,0,0,736.53,0.88,0.00,1.12,0.01,0.22,0.36,-0.03,0.00,0.316945273631841,0.00
144617.920,7,0.48,233.6,12°56.657445 N,77°31.780272 E,0,0,0,0,736.53,0.35,0.00,1.13,0.01,-0.70,0.42,-0.03,0.00,0.316009950248756,0.00
144617.930,7,0.21,252.5,12°56.657446 N,77°31.780273 E,0,0,0,0,736.53,0.69,0.00,1.14,0.01,-0.20,-0.74,-0.03,0.00,0.315383084577114,0.00
144617.940,7,0.02,186.5,12°56.657446 N,77°31.780274 E,0,0,0,0,736.53,0.73,0.00,1.15,0.01,0.06,-0.55,-0.02,0.00,0.31673631840796,0.00
144617.950,7,0.33,196.0,12°56.657445 N,77°31.780274 E,0,0,0,0,736.53,0.54,0.00,1.16,0.01,-0.15,0.87,-0.02,0.00,0.317348258706468,0.00
144617.960,7,0.26,195.4,12°56.657445 N,77°31.780274 E,0,0,0,0,736.53,0.61,0.00,1.17,0.01,0.01,-0.20,-0.02,0.00,0.318333333333333,0.00
144617.970,7,0.29,225.5,12°56.657446 N,77°31.780274 E,0,0,0,0,736.53,0.38,0.00,1.18,0.01,-0.44,0.10,-0.02,0.00,0.318845771144279,0.00
144617.980,7,0.36,245.6,12°56.657446 N,77°31.780273 E,0,0,0,0,736.53,0.08,0.00,1.19,0.01,-0.36,0.20,-0.02,0.00,0.319054726368159,0.00
144617.990,7,0.40,281.3,12°56.657447 N,77°31.780272 E,0,0,0,0,736.53,-0.37,0.00,1.20,0.01,-0.71,0.12,-0.02,0.00,0.320213930348259,0.00
144618.000,7,0.52,290.7,12°56.657447 N,77°31.780271 E,0,0,0,0,736.52,-1.13,0.00,1.21,0.01,-0.24,0.33,-0.02,0.01,0.321925373134328,0.00
144618.010,7,0.26,339.6,12°56.657448 N,77°31.780273 E,0,0,0,0,736.52,-0.88,0.00,1.22,0.01,-0.63,-0.73,-0.02,0.00,0.32136815920398,0.00
144618.020,7,0.37,15.7,12°56.657448 N,77°31.780273 E,0,0,0,0,736.52,-0.44,0.00,1.23,0.01,-0.66,0.31,-0.02,0.01,0.322149253731343,0.00
144618.030,7,0.19,54.6,12°56.657448 N,77°31.780274 E,0,0,0,0,736.52,-0.20,0.00,1.24,0.01,-0.36,-0.52,-0.02,0.00,0.320119402985075,-0.01
144618.040,7,0.05,44.8,12°56.657446 N,77°31.780274 E,0,0,0,0,736.51,-0.42,0.00,1.25,0.01,0.02,-0.41,-0.02,0.00,0.319199004975124,0.00
144618.050,7,0.18,49.8,12°56.657446 N,77°31.780274 E,0,0,0,0,736.51,-0.47,0.00,1.26,0.01,-0.04,0.38,-0.02,0.00,0.318402985074627,0.00
144618.060,7,0.23,341.4,12°56.657447 N,77°31.780273 E,0,0,0,0,736.50,-0.82,0.00,1.27,0.01,-3.32,0.14,-0.02,0.00,0.317855721393035,0.00
144618.070,7,0.13,348.2,12°56.657447 N,77°31.780273 E,0,0,0,0,736.51,-0.10,0.00,1.28,0.01,-0.04,-0.27,-0.03,0.00,0.31765671641791,0.00
144618.080,7,0.32,179.9,12°56.657445 N,77°31.780274 E,0,0,0,0,736.52,0.48,0.00,1.29,0.01,2.63,0.52,-0.03,0.00,0.314910447761194,-0.01
144618.090,7,0.31,160.3,12°56.657445 N,77°31.780274 E,0,0,0,0,736.52,0.66,0.00,1.30,0.01,0.30,-0.01,-0.03,0.00,0.312731343283582,-0.01
144618.100,7,0.36,108.2,12°56.657446 N,77°31.780275 E,0,0,0,0,736.52,0.57,0.00,1.31,0.01,0.94,0.15,-0.03,0.01,0.312213930348259,0.00
144618.110,7,0.43,112.1,12°56.657446 N,77°31.780276 E,0,0,0,0,736.52,0.82,0.00,1.32,0.01,-0.08,0.18,-0.03,0.01,0.313786069651741,0.00
144618.120,7,0.54,92.4,12°56.657447 N,77°31.780277 E,0,0,0,0,736.52,0.67,0.00,1.33,0.01,0.53,0.32,-0.02,0.01,0.313970149253731,0.00
144618.130,7,0.48,55.8,12°56.657449 N,77°31.780277 E,0,0,0,0,736.52,0.33,0.00,1.34,0.01,0.86,-0.18,-0.02,0.01,0.313601990049751,0.00
144618.140,7,0.22,29.5,12°56.657448 N,77°31.780276 E,0,0,0,0,736.51,-0.22,0.00,1.35,0.01,0.29,-0.73,-0.02,0.00,0.313328358208955,0.00
144618.150,7,0.26,256.1,12°56.657448 N,77°31.780274 E,0,0,0,0,736.51,-0.15,0.00,1.36,0.01,-2.96,0.12,-0.02,0.00,0.312577114427861,0.00
144618.160,7,0.21,236.5,12°56.657447 N,77°31.780274 E,0,0,0,0,736.51,-0.05,0.00,1.37,0.01,0.21,-0.14,-0.02,0.00,0.312776119402985,0.00
144618.170,7,0.38,247.1,12°56.657447 N,77°31.780273 E,0,0,0,0,736.51,0.11,0.00,1.38,0.01,-0.20,0.48,-0.02,0.01,0.313452736318408,0.00
144618.180,7,0.63,242.1,12°56.657447 N,77°31.780272 E,0,0,0,0,736.51,-0.07,0.00,1.39,0.01,0.16,0.71,-0.02,0.02,0.314199004975124,0.00
144618.190,7,0.49,238.7,12°56.657447 N,77°31.780272 E,0,0,0,0,736.51,-0.06,0.00,1.40,0.01,0.08,-0.41,-0.02,0.01,0.315726368159204,0.00
144618.200,7,0.21,283.1,12°56.657448 N,77°31.780273 E,0,0,0,0,736.51,-0.13,0.00,1.41,0.01,-0.46,-0.79,-0.02,0.01,0.316522388059702,0.00
144618.210,7,0.23,196.5,12°56.657447 N,77°31.780273 E,0,0,0,0,736.50,-0.78,0.00,1.42,0.01,0.96,0.05,-0.02,0.00,0.318228855721393,0.00
144618.220,7,0.22,109.7,12°56.657448 N,77°31.780274 E,0,0,0,0,736.50,-0.59,0.00,1.43,0.01,0.95,-0.01,-0.02,0.00,0.318323383084577,0.00
144618.230,7,0.24,102.6,12°56.657448 N,77°31.780275 E,0,0,0,0,736.50,-0.22,0.00,1.44,0.01,0.08,0.05,-0.02,0.01,0.317333333333333,0.00
144618.240,7,0.25,44.1,12°56.657449 N,77°31.780275 E,0,0,0,0,736.51,0.12,0.00,1.45,0.01,0.72,0.03,-0.02,0.00,0.318646766169154,0.00
144618.250,7,0.06,84.9,12°56.657447 N,77°31.780274 E,0,0,0,0,736.51,0.24,0.00,1.46,0.01,-0.12,-0.53,-0.02,0.00,0.320293532338308,0.00
144618.260,7,0.12,183.6,12°56.657447 N,77°31.780274 E,0,0,0,0,736.51,0.29,0.00,1.47,0.01,-0.59,0.17,-0.02,0.00,0.319477611940299,0.00
144618.270,7,0.22,291.9,12°56.657448 N,77°31.780273 E,0,0,0,0,736.51,0.06,0.00,1.48,0.01,-1.18,0.28,-0.02,0.00,0.319174129353234,0.00
144618.280,7,0.24,294.2,12°56.657449 N,77°31.780273 E,0,0,0,0,736.51,-0.14,0.00,1.49,0.01,-0.03,0.06,-0.02,0.00,0.320014925373134,0.00
