Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
0.0,1891.7,-0.52
0.0,1891.71,0.14
0.0,1891.72,-0.31
0.0,1891.73,0.19
0.0,1891.74,-0.26
0.0,1891.75,0.15
0.0,1891.76,-0.13
0.0,1891.77,0.23
0.0,1891.78,0.28
0.0,1891.79,-0.55
0.0,1891.8,-0.02
0.0,1891.81,0.15
0.0,1891.82,0.49
0.0,1891.83,-0.43
0.0,1891.84,0.26
0.0,1891.85,-0.49
0.0,1891.86,0.41
0.0,1891.87,-0.35
0.0,1891.88,0.29
0.0,1891.89,0.05
0.0,1891.9,-0.08
0.0,1891.91,0.0
0.0,1891.92,-0.19
0.0,1891.93,-0.12
0.0,1891.94,0.07
0.0,1891.95,0.25
0.0,1891.96,-0.04
0.0,1891.97,0.01
0.0,1891.98,-0.24
0.0,1891.99,0.36
0.0,1892.0,0.1
0.0,1892.01,-0.23
0.0,1892.02,0.35
0.0,1892.03,-0.48
0.0,1892.04,-0.06
0.0,1892.05,0.21
0.0,1892.06,-0.06
0.0,1892.07,-0.12
0.0,1892.08,0.15
0.0,1892.09,0.54
0.0,1892.1,-0.19
0.0,1892.11,-0.08
0.0,1892.12,-0.51
0.0,1892.13,0.16
0.0,1892.14,0.05
0.0,1892.15,-0.06
0.0,1892.16,0.05
0.0,1892.17,-0.06
0.0,1892.18,0.44
0.0,1892.19,-0.53
0.0,1892.2,0.05
0.0,1892.21,0.28
0.0,1892.22,0.01
0.0,1892.23,-0.19
0.0,1892.24,-0.05
0.0,1892.25,0.04
0.0,1892.26,0.16
0.0,1892.27,0.03
0.0,1892.28,0.0
0.0,1892.29,-0.08
0.0,1892.3,-0.08
0.0,1892.31,-0.08
0.0,1892.32,-0.12
0.0,1892.33,0.11
0.0,1892.34,0.34
0.0,1892.35,-0.27
0.0,1892.36,0.17
0.0,1892.37,-0.13
0.0,1892.38,0.11
0.0,1892.39,-0.29
0.0,1892.4,-0.02
0.0,1892.41,0.16
0.0,1892.42,0.32
0.0,1892.43,-0.22
0.0,1892.44,-0.2
0.0,1892.45,0.08
0.0,1892.46,0.01
0.0,1892.47,-0.2
0.0,1892.48,0.61
0.0,1892.49,-0.12
0.0,1892.5,-0.29
0.0,1892.51,0.17
0.0,1892.52,-0.37
0.0,1892.53,0.13
0.0,1892.54,0.41
0.0,1892.55,0.31
0.0,1892.56,-0.39
0.0,1892.57,-0.41
0.0,1892.58,0.11
0.0,1892.59,0.03
0.0,1892.6,-0.04
0.0,1892.61,-0.07
0.0,1892.62,0.5
0.0,1892.63,-0.35
0.0,1892.64,0.03
0.0,1892.65,0.3
0.0,1892.66,-0.17
0.0,1892.67,0.16
0.0,1892.68,-0.3
0.0,1892.69,0.15
0.0,1892.7,0.09
0.0,1892.71,-0.19
0.0,1892.72,-0.18
0.0,1892.73,0.07
0.0,1892.74,0.13
0.0,1892.75,0.18
0.0,1892.76,-0.09
0.0,1892.77,-0.11
0.0,1892.78,-0.1
0.0,1892.79,-0.12
0.0,1892.8,0.32
0.0,1892.81,0.08
0.0,1892.82,-0.18
0.0,1892.83,-0.23
0.0,1892.84,0.01
0.0,1892.85,0.2
0.0,1892.86,0.18
0.0,1892.87,-0.12
0.0,1892.88,-0.25
0.0,1892.89,0.36
0.0,1892.9,-0.21
0.0,1892.91,0.97
0.0,1892.92,-0.38
0.0,1892.93,0.05
0.0,1892.94,-0.27
0.0,1892.95,-0.44
0.0,1892.96,0.3
0.0,1892.97,-0.31
0.0,1892.98,0.11
0.0,1892.99,0.07
0.0,1893.0,-0.11
0.0,1893.01,-0.2
0.0,1893.02,0.17
0.0,1893.03,0.15
0.0,1893.04,0.18
0.0,1893.05,0.06
0.0,1893.06,-0.01
0.0,1893.07,-0.27
0.0,1893.08,0.02
0.0,1893.09,0.01
0.0,1893.1,-0.28
0.0,1893.11,0.1
0.0,1893.12,0.08
0.0,1893.13,-0.11
0.0,1893.14,-0.09
0.0,1893.15,0.33
0.0,1893.16,-0.21
0.0,1893.17,0.17
0.0,1893.18,-0.08
0.0,1893.19,-0.05
0.0,1893.2,-0.13
0.0,1893.21,0.15
0.0,1893.22,-0.21
0.0,1893.23,0.1
0.0,1893.24,0.37
0.0,1893.25,0.01
0.0,1893.26,-0.28
0.0,1893.27,0.0
0.0,1893.28,-0.07
0.0,1893.29,-0.05
0.0,1893.3,0.24
0.0,1893.31,0.33
0.0,1893.32,-0.57
0.0,1893.33,0.18
0.0,1893.34,0.17
0.0,1893.35,-0.01
0.0,1893.36,0.14
0.0,1893.37,-0.24
0.0,1893.38,-0.1
0.0,1893.39,-0.22
0.0,1893.4,0.16
0.0,1893.41,0.0
0.0,1893.42,0.18
0.0,1893.43,0.07
0.0,1893.44,-0.18
0.0,1893.45,-0.05
0.0,1893.46,0.1
0.0,1893.47,-0.08
0.0,1893.48,-0.08
0.0,1893.49,-0.1
0.0,1893.5,0.08
0.0,1893.51,0.14
0.0,1893.52,0.11
0.0,1893.53,-0.05
0.0,1893.54,0.47
0.0,1893.55,-0.38
0.0,1893.56,-0.39
0.0,1893.57,0.1
0.0,1893.58,-0.02
0.0,1893.59,-0.08
0.0,1893.6,0.08
0.0,1893.61,0.31
0.0,1893.62,0.05
0.0,1893.63,-0.04
0.0,1893.64,-0.37
0.0,1893.65,0.01
0.0,1893.66,0.3
0.0,1893.67,-0.22
0.0,1893.68,0.15
0.0,1893.69,-0.16
0.0,1893.7,-0.05
0.0,1893.71,0.12
0.0,1893.72,0.31
0.0,1893.73,-0.16
0.0,1893.74,-0.06
0.0,1893.75,0.01
0.0,1893.76,-0.07
0.0,1893.77,0.16
0.0,1893.78,0.0
0.0,1893.79,-0.01
0.0,1893.8,0.06
0.0,1893.81,0.21
0.0,1893.82,-0.27
0.0,1893.83,0.06
0.0,1893.84,0.58
0.0,1893.85,-0.6
0.0,1893.86,-0.27
0.0,1893.87,0.06
0.0,1893.88,0.37
0.0,1893.89,0.01
0.0,1893.9,0.1
0.0,1893.91,0.0
0.0,1893.92,-0.24
0.0,1893.93,-0.11
0.0,1893.94,0.08
0.0,1893.95,0.01
0.0,1893.96,0.24
0.0,1893.97,0.03
0.0,1893.98,-0.35
0.0,1893.99,-0.33
0.0,1894.0,0.09
0.0,1894.01,0.1
0.0,1894.02,0.47
0.0,1894.03,-0.53
0.0,1894.04,0.12
0.0,1894.05,0.04
0.0,1894.06,-0.07
0.0,1894.07,0.07
0.0,1894.08,-0.19
0.0,1894.09,0.12
0.0,1894.1,0.21
0.0,1894.11,-0.31
0.0,1894.12,0.1
0.0,1894.13,-0.06
0.0,1894.14,0.09
0.0,1894.15,0.12
0.0,1894.16,-0.03
0.0,1894.17,-0.26
0.0,1894.18,0.04
0.0,1894.19,0.14
0.0,1894.2,0.32
0.0,1894.21,0.18
0.0,1894.22,-0.67
0.0,1894.23,0.08
0.0,1894.24,0.2
0.0,1894.25,-0.11
0.0,1894.26,0.24
0.0,1894.27,-0.02
0.0,1894.28,-0.3
0.0,1894.29,-0.13
0.0,1894.3,0.18
0.0,1894.31,0.01
0.0,1894.32,-0.21
0.0,1894.33,-0.03
0.0,1894.34,0.22
0.0,1894.35,-0.26
0.0,1894.36,0.12
0.0,1894.37,0.09
0.0,1894.38,0.3
0.0,1894.39,-0.34
0.0,1894.4,0.09
0.0,1894.41,0.02
0.0,1894.42,0.08
0.0,1894.43,-0.07
0.0,1894.44,0.1
0.0,1894.45,-0.23
0.0,1894.46,0.0
0.0,1894.47,0.41
0.0,1894.48,-0.29
0.0,1894.49,-0.2
0.0,1894.5,0.16
0.0,1894.51,-0.22
0.0,1894.52,0.16
0.0,1894.53,-0.01
0.0,1894.54,0.35
0.0,1894.55,-0.12
0.0,1894.56,-0.31
0.0,1894.57,-0.05
0.0,1894.58,0.29
0.0,1894.59,-0.06
0.0,1894.6,-0.05
0.0,1894.61,-0.05
0.0,1894.62,0.03
0.0,1894.63,0.0
0.0,1894.64,-0.02
0.0,1894.65,-0.06
0.0,1894.66,0.26
0.0,1894.67,0.16
0.0,1894.68,-0.21
0.0,1894.69,-0.22
0.0,1894.7,0.24
0.0,1894.71,-0.01
0.0,1894.72,0.17
0.0,1894.73,0.2
0.0,1894.74,-0.62
0.0,1894.75,0.0
0.0,1894.76,0.21
0.0,1894.77,-0.09
0.0,1894.78,-0.1
0.0,1894.79,0.01
0.0,1894.8,0.02
0.0,1894.81,0.06
0.0,1894.82,-0.07
0.0,1894.83,-0.04
0.0,1894.84,0.0
0.0,1894.85,0.13
0.0,1894.86,0.18
0.0,1894.87,-0.1
0.0,1894.88,0.32
0.0,1894.89,-0.08
0.0,1894.9,-0.01
0.0,1894.91,-0.21
0.0,1894.92,-0.05
0.0,1894.93,-0.2
0.0,1894.94,0.0
0.0,1894.95,-0.08
0.0,1894.96,0.31
0.0,1894.97,-0.13
0.0,1894.98,-0.14
0.0,1894.99,0.25
0.0,1895.0,-0.17
0.0,1895.01,-0.13
0.0,1895.02,0.0
0.0,1895.03,0.19
0.0,1895.04,0.02
0.0,1895.05,0.1
0.0,1895.06,0.12
0.0,1895.07,-0.29
0.0,1895.08,0.01
0.0,1895.09,0.15
0.0,1895.1,-0.05
0.0,1895.11,0.3
0.0,1895.12,-0.19
0.0,1895.13,-0.06
0.0,1895.14,-0.07
0.0,1895.15,-0.1
0.0,1895.16,0.1
0.0,1895.17,-0.09
0.0,1895.18,0.05
0.0,1895.19,0.3
0.0,1895.2,0.04
0.0,1895.21,0.02
0.0,1895.22,-0.33
0.0,1895.23,0.05
0.0,1895.24,-0.02
0.0,1895.25,-0.19
0.0,1895.26,0.09
0.0,1895.27,-0.03
0.0,1895.28,-0.08
0.0,1895.29,0.33
0.0,1895.3,-0.02
0.0,1895.31,-0.11
0.0,1895.32,-0.15
0.0,1895.33,-0.02
0.0,1895.34,0.21
0.0,1895.35,0.18
0.0,1895.36,0.72
0.0,1895.37,-0.5
0.0,1895.38,-0.24
0.0,1895.39,-0.05
0.0,1895.4,-0.26
0.0,1895.41,0.09
0.0,1895.42,0.03
0.0,1895.43,0.4
0.0,1895.44,-0.27
0.0,1895.45,-0.06
0.0,1895.46,0.33
0.0,1895.47,-0.42
0.0,1895.48,0.23
0.0,1895.49,0.4
0.0,1895.5,-0.41
0.0,1895.51,-0.15
0.0,1895.52,-0.06
0.0,1895.53,0.24
0.0,1895.54,0.27
0.0,1895.55,-0.51
0.0,1895.56,-0.01
0.0,1895.57,-0.22
0.0,1895.58,0.08
0.0,1895.59,0.2
0.0,1895.6,-0.07
0.0,1895.61,0.11
0.0,1895.62,0.31
0.0,1895.63,-0.04
0.0,1895.64,-0.41
0.0,1895.65,-0.11
0.0,1895.66,0.21
0.0,1895.67,0.21
0.0,1895.68,0.4
0.0,1895.69,-0.36
0.0,1895.7,-0.27
0.0,1895.71,0.05
0.0,1895.72,-0.06
0.0,1895.73,0.01
0.0,1895.74,-0.07
0.0,1895.75,0.11
0.0,1895.76,-0.11
0.0,1895.77,0.11
0.0,1895.78,-0.25
0.0,1895.79,0.12
0.0,1895.8,-0.07
0.0,1895.81,0.1
0.0,1895.82,0.22
0.0,1895.83,-0.03
0.0,1895.84,-0.12
0.0,1895.85,-0.15
