Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
17.29,693.22,0.13
16.47,693.23,-2.35
16.58,693.24,0.32
16.44,693.25,-0.39
16.31,693.26,-0.36
16.24,693.27,-0.21
15.95,693.28,-0.82
15.62,693.29,-0.94
14.82,693.3,-2.27
14.47,693.31,-0.99
15.37,693.32,2.55
17.11,693.33,4.92
16.79,693.34,-0.89
16.44,693.35,-0.99
15.65,693.36,-2.25
14.76,693.37,-2.52
15.53,693.38,2.18
15.52,693.39,-0.03
15.44,693.4,-0.23
15.61,693.41,0.49
14.93,693.42,-1.94
13.65,693.43,-3.63
14.09,693.44,1.27
14.54,693.45,1.28
14.33,693.46,-0.61
13.27,693.47,-2.99
13.68,693.48,1.16
14.61,693.49,2.63
14.39,693.5,-0.63
14.36,693.51,-0.08
15.61,693.52,3.54
16.37,693.53,2.14
16.94,693.54,1.61
17.2,693.55,0.74
17.77,693.56,1.63
18.43,693.57,1.85
17.04,693.58,-3.93
15.38,693.59,-4.69
14.12,693.6,-3.58
14.01,693.61,-0.31
13.91,693.62,-0.28
14.26,693.63,1.01
14.97,693.64,2.0
15.7,693.65,2.07
16.22,693.66,1.46
16.7,693.67,1.36
15.85,693.68,-2.39
13.94,693.69,-5.43
11.76,693.7,-6.17
12.12,693.71,1.03
13.92,693.72,5.1
17.05,693.73,8.86
18.28,693.74,3.46
18.86,693.75,1.65
19.1,693.76,0.67
19.56,693.77,1.33
19.71,693.78,0.42
20.02,693.79,0.87
20.43,693.8,1.16
20.2,693.81,-0.66
18.66,693.82,-4.36
16.03,693.83,-7.45
15.83,693.84,-0.55
16.41,693.85,1.63
16.36,693.86,-0.14
16.15,693.87,-0.58
16.22,693.88,0.2
14.9,693.89,-3.74
13.58,693.9,-3.74
13.72,693.91,0.4
14.15,693.92,1.2
12.89,693.93,-3.56
13.96,693.94,3.01
15.86,693.95,5.38
16.52,693.96,1.87
14.65,693.97,-5.28
14.5,693.98,-0.43
14.52,693.99,0.05
13.91,694.0,-1.72
13.31,694.01,-1.72
12.99,694.02,-0.9
14.56,694.03,4.46
17.16,694.04,7.35
20.76,694.05,10.19
22.05,694.06,3.66
21.91,694.07,-0.4
21.54,694.08,-1.05
20.41,694.09,-3.19
18.73,694.1,-4.77
17.45,694.11,-3.61
16.25,694.12,-3.42
14.96,694.13,-3.65
14.01,694.14,-2.7
15.04,694.15,2.91
15.66,694.16,1.77
15.91,694.17,0.71
17.0,694.18,3.1
18.81,694.19,5.12
19.48,694.2,1.89
19.16,694.21,-0.91
16.28,694.22,-8.16
13.53,694.23,-7.79
13.55,694.24,0.06
14.31,694.25,2.16
15.53,694.26,3.45
16.3,694.27,2.19
