Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
10.86,1069.39,3.7
11.38,1069.4,1.46
10.83,1069.41,-1.56
10.17,1069.42,-1.86
9.23,1069.43,-2.67
8.55,1069.44,-1.93
8.52,1069.45,-0.09
8.85,1069.46,0.93
8.72,1069.47,-0.36
7.61,1069.48,-3.15
7.54,1069.49,-0.19
8.58,1069.5,2.95
9.34,1069.51,2.14
9.81,1069.52,1.32
9.99,1069.53,0.52
10.26,1069.54,0.78
10.23,1069.55,-0.08
10.27,1069.56,0.1
10.99,1069.57,2.02
11.39,1069.58,1.13
12.13,1069.59,2.11
12.61,1069.6,1.35
12.84,1069.61,0.66
12.74,1069.62,-0.29
11.93,1069.63,-2.29
10.79,1069.64,-3.24
9.32,1069.65,-4.17
8.53,1069.66,-2.23
7.82,1069.67,-2.01
7.76,1069.68,-0.18
7.61,1069.69,-0.41
8.3,1069.7,1.94
9.89,1069.71,4.52
10.81,1069.72,2.6
11.4,1069.73,1.67
11.57,1069.74,0.5
11.75,1069.75,0.5
11.41,1069.76,-0.95
10.88,1069.77,-1.5
9.31,1069.78,-4.46
8.02,1069.79,-3.66
7.54,1069.8,-1.37
7.75,1069.81,0.6
7.83,1069.82,0.24
8.34,1069.83,1.44
8.63,1069.84,0.82
8.57,1069.85,-0.18
8.49,1069.86,-0.21
8.37,1069.87,-0.35
7.53,1069.88,-2.37
6.55,1069.89,-2.79
5.62,1069.9,-2.65
5.41,1069.91,-0.57
5.74,1069.92,0.92
6.86,1069.93,3.16
7.88,1069.94,2.9
9.01,1069.95,3.21
9.36,1069.96,0.97
9.12,1069.97,-0.66
8.41,1069.98,-2.01
7.59,1069.99,-2.33
7.49,1070.0,-0.28
7.01,1070.01,-1.36
7.07,1070.02,0.17
8.01,1070.03,2.65
8.0,1070.04,-0.02
7.59,1070.05,-1.16
7.09,1070.06,-1.4
6.95,1070.07,-0.41
6.96,1070.08,0.02
7.55,1070.09,1.69
7.75,1070.1,0.56
8.24,1070.11,1.39
7.56,1070.12,-1.94
6.82,1070.13,-2.08
6.15,1070.14,-1.89
5.91,1070.15,-0.71
5.91,1070.16,0.0
6.05,1070.17,0.41
6.18,1070.18,0.37
6.24,1070.19,0.17
5.85,1070.2,-1.09
5.26,1070.21,-1.68
4.58,1070.22,-1.93
4.09,1070.23,-1.39
3.86,1070.24,-0.65
3.77,1070.25,-0.24
3.79,1070.26,0.04
3.87,1070.27,0.23
4.75,1070.28,2.5
6.43,1070.29,4.75
7.63,1070.3,3.39
8.21,1070.31,1.65
8.29,1070.32,0.22
8.14,1070.33,-0.43
7.42,1070.34,-2.03
6.48,1070.35,-2.67
5.2,1070.36,-3.62
4.35,1070.37,-2.4
3.62,1070.38,-2.06
3.73,1070.39,0.29
6.01,1070.4,6.48
7.36,1070.41,3.82
7.21,1070.42,-0.43
7.16,1070.43,-0.13
6.38,1070.44,-2.21
5.73,1070.45,-1.85
4.65,1070.46,-3.06
4.41,1070.47,-0.67
