Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
30.57,324.12,-5.43
31.1,324.13,1.5
30.76,324.14,-0.96
32.07,324.15,3.72
33.17,324.16,3.12
32.82,324.17,-1.0
34.61,324.18,5.06
35.36,324.19,2.13
36.01,324.2,1.83
35.47,324.21,-1.52
35.43,324.22,-0.12
36.41,324.23,2.77
36.84,324.24,1.22
37.73,324.25,2.53
37.71,324.26,-0.05
35.55,324.27,-6.12
33.98,324.28,-4.43
32.86,324.29,-3.18
33.92,324.3,2.99
34.14,324.31,0.61
33.42,324.32,-2.04
35.04,324.33,4.59
36.7,324.34,4.7
36.55,324.35,-0.42
36.02,324.36,-1.49
35.97,324.37,-0.16
35.45,324.38,-1.48
37.67,324.39,6.31
38.71,324.4,2.94
38.27,324.41,-1.27
37.34,324.42,-2.62
36.34,324.43,-2.84
36.98,324.44,1.82
35.57,324.45,-4.0
34.53,324.46,-2.95
33.24,324.47,-3.64
33.37,324.48,0.37
32.88,324.49,-1.4
31.51,324.5,-3.87
31.38,324.51,-0.38
31.19,324.52,-0.53
31.32,324.53,0.35
32.26,324.54,2.68
34.06,324.55,5.1
36.36,324.56,6.51
36.25,324.57,-0.3
38.4,324.58,6.09
38.24,324.59,-0.47
37.9,324.6,-0.97
39.4,324.61,4.26
37.88,324.62,-4.31
35.43,324.63,-6.93
33.91,324.64,-4.32
35.21,324.65,3.67
36.49,324.66,3.65
39.4,324.67,8.24
40.24,324.68,2.39
38.64,324.69,-4.53
36.17,324.7,-7.0
36.08,324.71,-0.26
36.73,324.72,1.84
36.38,324.73,-0.99
36.81,324.74,1.22
34.54,324.75,-6.41
32.83,324.76,-4.86
32.4,324.77,-1.21
32.07,324.78,-0.93
31.31,324.79,-2.17
32.48,324.8,3.32
37.26,324.81,13.56
37.92,324.82,1.87
42.69,324.83,13.51
43.15,324.84,1.29
40.12,324.85,-8.58
29.36,324.86,0.0
30.07,324.87,2.02
31.0,324.88,2.63
39.11,324.89,22.96
27.49,324.9,0.0
43.55,324.91,0.0
43.83,324.92,0.79
44.67,324.93,2.38
44.18,324.97,-7.93
42.03,324.98,-6.08
43.54,324.99,4.28
41.86,325.0,-4.75
42.9,325.01,2.95
41.27,325.02,-4.62
38.53,325.03,-7.78
40.77,325.04,6.36
42.86,325.05,5.89
39.64,325.06,-9.12
38.76,325.07,-2.48
41.15,325.08,6.76
42.18,325.09,2.91
32.93,325.1,-26.19
33.99,325.11,3.01
35.95,325.12,5.56
35.7,325.13,-0.7
34.23,325.14,-4.16
33.37,325.15,-2.46
33.43,325.16,0.18
34.96,325.17,4.33
36.33,325.18,3.89
36.54,325.19,0.58
37.95,325.2,3.99
37.8,325.21,-0.43
37.25,325.22,-1.55
36.52,325.23,-2.06
