Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
26.64,1165.39,-0.01
26.58,1165.4,-0.19
26.35,1165.41,-0.63
26.47,1165.42,0.32
27.12,1165.43,1.84
27.04,1165.44,-0.22
26.76,1165.45,-0.8
26.73,1165.46,-0.1
26.87,1165.47,0.42
27.27,1165.48,1.13
26.98,1165.49,-0.84
26.89,1165.5,-0.25
27.12,1165.51,0.66
27.51,1165.52,1.11
27.48,1165.53,-0.11
27.56,1165.54,0.25
27.57,1165.55,0.02
27.1,1165.56,-1.34
26.76,1165.57,-0.94
26.87,1165.58,0.3
27.07,1165.59,0.56
27.21,1165.6,0.4
27.15,1165.61,-0.16
27.26,1165.62,0.3
27.42,1165.63,0.45
27.33,1165.64,-0.25
27.25,1165.65,-0.24
27.35,1165.66,0.29
27.44,1165.67,0.25
27.32,1165.68,-0.33
27.79,1165.69,1.32
28.19,1165.7,1.14
28.12,1165.71,-0.19
27.91,1165.72,-0.61
27.3,1165.73,-1.72
26.77,1165.74,-1.5
26.86,1165.75,0.25
26.63,1165.76,-0.64
26.84,1165.77,0.59
26.89,1165.78,0.14
27.18,1165.79,0.82
27.11,1165.8,-0.2
27.28,1165.81,0.48
27.42,1165.82,0.4
27.83,1165.83,1.17
27.59,1165.84,-0.68
27.93,1165.85,0.97
27.81,1165.86,-0.35
27.27,1165.87,-1.52
26.89,1165.88,-1.08
26.2,1165.89,-1.96
26.18,1165.9,-0.06
26.38,1165.91,0.58
26.78,1165.92,1.13
27.14,1165.93,1.01
27.4,1165.94,0.74
27.47,1165.95,0.2
27.54,1165.96,0.19
27.49,1165.97,-0.12
27.29,1165.98,-0.58
26.79,1165.99,-1.42
26.55,1166.0,-0.68
26.27,1166.01,-0.77
26.36,1166.02,0.25
26.45,1166.03,0.24
26.58,1166.04,0.37
26.78,1166.05,0.55
26.43,1166.06,-0.97
26.91,1166.07,1.37
27.03,1166.08,0.34
26.73,1166.09,-0.87
26.27,1166.1,-1.3
26.34,1166.11,0.21
26.22,1166.12,-0.35
26.29,1166.13,0.19
26.39,1166.14,0.3
26.59,1166.15,0.56
26.74,1166.16,0.42
26.4,1166.17,-0.95
26.33,1166.18,-0.2
26.25,1166.19,-0.23
26.69,1166.2,1.23
27.02,1166.21,0.94
27.01,1166.22,-0.03
27.52,1166.23,1.46
27.35,1166.24,-0.5
27.12,1166.25,-0.64
27.48,1166.26,1.01
27.44,1166.27,-0.12
27.39,1166.28,-0.14
27.2,1166.29,-0.54
26.87,1166.3,-0.94
26.85,1166.31,-0.05
26.73,1166.32,-0.32
26.67,1166.33,-0.18
26.9,1166.34,0.64
26.93,1166.35,0.11
27.26,1166.36,0.92
27.78,1166.37,1.47
27.85,1166.38,0.22
27.75,1166.39,-0.29
27.77,1166.4,0.05
27.37,1166.41,-1.13
27.4,1166.42,0.06
27.59,1166.43,0.56
27.52,1166.44,-0.21
27.36,1166.45,-0.44
27.85,1166.46,1.39
27.41,1166.47,-1.24
26.99,1166.48,-1.2
26.77,1166.49,-0.61
27.15,1166.5,1.06
27.12,1166.51,-0.09
27.24,1166.52,0.34
27.34,1166.53,0.29
27.41,1166.54,0.22
27.23,1166.55,-0.54
26.99,1166.56,-0.67
26.75,1166.57,-0.68
26.83,1166.58,0.23
26.76,1166.59,-0.2
27.07,1166.6,0.9
27.42,1166.61,0.97
27.49,1166.62,0.22
27.63,1166.63,0.4
